faz_id	jobs_2000	jobs_2010	jobs_2020	jobs_2025	jobs_2030	jobs_2035	jobs_2040
8935.0	3615.0	3791.0	4524.0	4821.0	5198.0	5918.0	6463.0
8927.0	399.0	368.0	559.0	574.0	628.0	681.0	902.0
8926.0	1230.0	1111.0	1969.0	2045.0	2328.0	3106.0	4650.0
8936.0	1756.0	1805.0	2291.0	2329.0	2436.0	2558.0	2651.0
8500.0	9038.0	8021.0	11333.0	12614.0	13752.0	15671.0	16992.0
8406.0	239.0	181.0	221.0	218.0	229.0	234.0	241.0
8320.0	5155.0	5408.0	8785.0	10072.0	11321.0	12956.0	15257.0
8925.0	1696.0	1665.0	2226.0	2385.0	2596.0	3064.0	3344.0
8937.0	2963.0	6936.0	6612.0	6682.0	6599.0	6836.0	7345.0
8405.0	458.0	491.0	686.0	735.0	769.0	828.0	903.0
8310.0	8046.0	8429.0	9952.0	9986.0	10330.0	10654.0	11044.0
8910.0	1770.0	1993.0	2834.0	2921.0	3086.0	3199.0	3369.0
7905.0	2889.0	3213.0	4408.0	4738.0	5199.0	5518.0	5691.0
7606.0	526.0	485.0	669.0	721.0	737.0	748.0	782.0
7805.0	2147.0	2130.0	2860.0	3103.0	3332.0	3544.0	3690.0
8220.0	10477.0	9890.0	11474.0	12183.0	12900.0	14879.0	18333.0
8000.0	30106.0	34389.0	37421.0	37627.0	38207.0	39378.0	40442.0
8906.0	1112.0	949.0	1262.0	1251.0	1283.0	1319.0	1358.0
8210.0	15524.0	17716.0	21027.0	23073.0	25549.0	33286.0	42760.0
9020.0	2646.0	2662.0	3425.0	3585.0	3827.0	4178.0	4395.0
8125.0	4456.0	4583.0	5391.0	5642.0	6326.0	6979.0	7860.0
8126.0	6397.0	6384.0	7653.0	7796.0	7964.0	8430.0	9146.0
8905.0	687.0	657.0	865.0	882.0	919.0	945.0	981.0
7806.0	723.0	822.0	1372.0	1427.0	1782.0	1931.0	2102.0
7700.0	4346.0	4772.0	5648.0	5696.0	5822.0	6092.0	6510.0
7526.0	6148.0	6357.0	8866.0	9311.0	9736.0	10111.0	10591.0
7340.0	2518.0	2905.0	3595.0	3774.0	3852.0	3998.0	4163.0
7605.0	739.0	519.0	772.0	1082.0	1322.0	1720.0	2089.0
7537.0	13787.0	12559.0	14135.0	14792.0	15100.0	16351.0	16986.0
8115.0	9136.0	8827.0	10201.0	10462.0	10580.0	11586.0	12996.0
7335.0	7719.0	7959.0	10085.0	10422.0	10542.0	10918.0	11487.0
8600.0	8434.0	8590.0	11234.0	11586.0	12216.0	12684.0	13068.0
7425.0	2035.0	2227.0	3230.0	3345.0	3519.0	4265.0	5220.0
7535.0	4592.0	4533.0	5336.0	5845.0	6868.0	7590.0	8804.0
7525.0	1695.0	1673.0	2157.0	2292.0	2569.0	2816.0	3185.0
7436.0	1748.0	1529.0	2180.0	2283.0	2354.0	2552.0	2642.0
9019.0	2752.0	2857.0	3808.0	4104.0	4363.0	4604.0	4774.0
7026.0	990.0	1069.0	1308.0	1354.0	1388.0	1459.0	1511.0
7205.0	6065.0	6159.0	8016.0	8154.0	8396.0	9281.0	10217.0
7515.0	5858.0	5815.0	7407.0	7688.0	8170.0	8262.0	8447.0
7320.0	6156.0	5407.0	7713.0	8480.0	9109.0	9888.0	11165.0
7206.0	13993.0	14104.0	18393.0	20556.0	22636.0	26895.0	39493.0
7315.0	2821.0	3049.0	4277.0	4255.0	4421.0	4734.0	4924.0
7435.0	2909.0	2518.0	3969.0	4178.0	4738.0	5074.0	5100.0
7316.0	2903.0	3208.0	3836.0	3927.0	4155.0	4256.0	4603.0
7025.0	8050.0	8224.0	9255.0	9383.0	9904.0	10659.0	12215.0
7415.0	9138.0	9348.0	12745.0	12963.0	13063.0	13262.0	13435.0
7100.0	7567.0	6916.0	9478.0	10267.0	12814.0	14927.0	19494.0
7015.0	4199.0	4485.0	5583.0	5639.0	5727.0	6870.0	7445.0
9908.0	2191.0	2544.0	3154.0	3477.0	3834.0	4240.0	4355.0
6410.0	13292.0	12313.0	14344.0	14037.0	13459.0	14774.0	18181.0
6420.0	6982.0	7625.0	8744.0	8445.0	8187.0	7991.0	8441.0
5535.0	5512.0	5095.0	5872.0	5908.0	5913.0	5459.0	5121.0
