faz_id	population_2000	population_2010	population_2020	population_2025	population_2030	population_2035	population_2040
8935.0	9011.0	10155.0	12045.0	12881.0	13997.0	15849.0	17488.0
8927.0	4718.0	5233.0	5686.0	6063.0	6447.0	7264.0	7761.0
8926.0	11969.0	13217.0	15284.0	16649.0	18270.0	20351.0	22252.0
8936.0	14758.0	16730.0	18035.0	18822.0	19692.0	20614.0	21515.0
8500.0	12274.0	14273.0	17003.0	18111.0	19449.0	21667.0	26060.0
8406.0	1392.0	1637.0	1963.0	2302.0	2829.0	3455.0	3746.0
8320.0	11552.0	11674.0	12480.0	13138.0	13939.0	15832.0	19885.0
8925.0	11195.0	12975.0	15185.0	16519.0	18224.0	20407.0	23420.0
8937.0	9016.0	11146.0	15305.0	17754.0	21050.0	24909.0	29295.0
8405.0	10570.0	12733.0	16091.0	18038.0	20495.0	22843.0	24926.0
8310.0	26645.0	28690.0	31871.0	33011.0	34037.0	35364.0	38064.0
8910.0	12656.0	13701.0	16174.0	17759.0	19884.0	22265.0	24080.0
7905.0	15692.0	18698.0	24135.0	26731.0	28724.0	30754.0	34577.0
7606.0	1410.0	2856.0	4521.0	5154.0	5556.0	5861.0	6194.0
7805.0	15497.0	17871.0	22784.0	24737.0	26349.0	28081.0	29519.0
8220.0	16453.0	17169.0	17431.0	17943.0	18982.0	20786.0	21878.0
8000.0	11022.0	13509.0	15055.0	15522.0	15923.0	16012.0	16839.0
8906.0	7869.0	8575.0	9240.0	9737.0	10230.0	10840.0	11057.0
8210.0	7665.0	9167.0	10155.0	11433.0	13500.0	15507.0	15641.0
9020.0	12685.0	14914.0	19043.0	20892.0	22601.0	24132.0	25442.0
8125.0	15712.0	17746.0	19986.0	20468.0	21218.0	22043.0	22938.0
8126.0	11598.0	12989.0	14198.0	14996.0	16146.0	17661.0	18998.0
8905.0	8012.0	9094.0	10184.0	10660.0	11213.0	11994.0	12457.0
7806.0	3987.0	4704.0	6410.0	7565.0	8674.0	10208.0	11527.0
7700.0	7866.0	8646.0	8715.0	8776.0	8800.0	8894.0	8842.0
7526.0	14008.0	14839.0	15584.0	15905.0	16220.0	16649.0	17205.0
7340.0	21189.0	25392.0	28132.0	29137.0	30048.0	31532.0	33272.0
7605.0	1815.0	1921.0	2028.0	2061.0	2175.0	2253.0	2269.0
7537.0	17689.0	18580.0	25609.0	26458.0	27233.0	27818.0	29618.0
8115.0	24796.0	25197.0	30847.0	31765.0	32939.0	34603.0	37505.0
7335.0	28856.0	32708.0	35975.0	37383.0	38560.0	39668.0	42286.0
8600.0	14110.0	15443.0	18522.0	19859.0	20919.0	22054.0	23424.0
7425.0	18072.0	25651.0	29617.0	31312.0	32784.0	34547.0	36045.0
7535.0	12711.0	16457.0	26865.0	28097.0	29138.0	30292.0	33393.0
7525.0	14361.0	15257.0	16105.0	16705.0	17550.0	19251.0	21178.0
7436.0	5649.0	6003.0	6241.0	6372.0	6469.0	6580.0	6577.0
9019.0	13389.0	14947.0	16561.0	17906.0	19718.0	21794.0	23782.0
7026.0	9812.0	10934.0	11447.0	11548.0	11672.0	11771.0	11752.0
7205.0	13695.0	14218.0	14740.0	14986.0	15380.0	16123.0	16505.0
7515.0	3255.0	4246.0	5091.0	5249.0	5481.0	5705.0	6274.0
7320.0	20913.0	25189.0	28287.0	29685.0	30648.0	32615.0	35752.0
7206.0	16463.0	17477.0	17802.0	17866.0	18216.0	18885.0	19515.0
7315.0	15301.0	17027.0	19138.0	20218.0	21225.0	22322.0	24276.0
7435.0	7483.0	8296.0	8855.0	9145.0	9520.0	9859.0	10095.0
7316.0	17528.0	19661.0	22083.0	23092.0	23647.0	24030.0	24362.0
7025.0	18563.0	21624.0	22493.0	22946.0	23501.0	23776.0	23777.0
7415.0	6707.0	9163.0	11794.0	12770.0	13539.0	14282.0	14927.0
7100.0	19808.0	20946.0	28208.0	30041.0	31605.0	32714.0	34188.0
7015.0	15802.0	17786.0	18302.0	18484.0	18592.0	18819.0	19461.0
9908.0	4295.0	3927.0	3823.0	3786.0	3747.0	3717.0	3661.0
6410.0	34263.0	39081.0	42864.0	45570.0	49861.0	54728.0	59463.0
6420.0	30892.0	35262.0	37442.0	38951.0	42288.0	48331.0	51732.0
5535.0	19906.0	25130.0	30503.0	32150.0	34193.0	37117.0	41244.0
5600.0	12164.0	14141.0	16206.0	16802.0	17307.0	17938.0	18865.0
5546.0	15246.0	17555.0	19668.0	20554.0	21308.0	21974.0	22507.0
4706.0	11276.0	15116.0	15606.0	15879.0	16295.0	16641.0	16837.0
6605.0	9697.0	10450.0	11858.0	12747.0	13821.0	15382.0	16740.0
6910.0	3205.0	3852.0	4963.0	5653.0	6307.0	7124.0	7836.0
6606.0	4888.0	5167.0	5853.0	6469.0	7156.0	8255.0	9328.0
9909.0	4159.0	4752.0	5784.0	6458.0	7049.0	7660.0	9492.0
9011.0	6925.0	7917.0	10180.0	11349.0	12573.0	13877.0	16167.0
5525.0	12304.0	13794.0	15243.0	16108.0	16936.0	17919.0	18202.0
5515.0	23477.0	27258.0	30162.0	30832.0	31659.0	32287.0	32789.0
6326.0	21384.0	24373.0	25006.0	25143.0	25042.0	25443.0	25966.0
9914.0	14875.0	17219.0	19826.0	21299.0	22515.0	23336.0	23646.0
5545.0	11356.0	14413.0	16898.0	17740.0	18698.0	19173.0	19879.0
6223.0	25465.0	28521.0	28710.0	28869.0	29297.0	29938.0	29854.0
5306.0	20662.0	23694.0	24861.0	25385.0	25849.0	25968.0	26441.0
6325.0	32878.0	36562.0	36816.0	37203.0	37527.0	37492.0	37074.0
9009.0	4212.0	4752.0	5304.0	5782.0	6180.0	6513.0	6753.0
9006.0	8707.0	10289.0	12022.0	13770.0	15538.0	16795.0	17675.0
6225.0	17284.0	19781.0	20633.0	20972.0	20402.0	20745.0	21265.0
9018.0	14279.0	14833.0	20291.0	22313.0	23850.0	25062.0	26055.0
5425.0	33141.0	36939.0	40978.0	42467.0	43814.0	45142.0	46687.0
5305.0	22495.0	27067.0	29284.0	29912.0	30458.0	30923.0	31243.0
5426.0	13365.0	19388.0	21904.0	22687.0	23328.0	24377.0	25822.0
6226.0	28854.0	32720.0	33042.0	33347.0	33551.0	33594.0	33550.0
6126.0	12093.0	13782.0	13861.0	13884.0	14063.0	14162.0	14399.0
6224.0	20564.0	22883.0	23185.0	23487.0	23536.0	23523.0	23321.0
6216.0	14836.0	16327.0	16225.0	16392.0	16418.0	16341.0	16181.0
6316.0	25107.0	29402.0	30002.0	30390.0	30638.0	30628.0	30139.0
6215.0	22095.0	22080.0	22535.0	22959.0	23126.0	22982.0	22739.0
5100.0	7331.0	8703.0	8739.0	8707.0	8711.0	8723.0	8670.0
6213.0	16191.0	18712.0	19069.0	19342.0	19641.0	19700.0	19565.0
9005.0	4689.0	5239.0	5820.0	6461.0	7291.0	8471.0	9268.0
6124.0	22732.0	26046.0	26630.0	27069.0	27368.0	27413.0	27329.0
6125.0	8758.0	10253.0	10457.0	10737.0	10896.0	10856.0	10809.0
6214.0	305.0	391.0	407.0	403.0	407.0	405.0	406.0
5415.0	12667.0	14536.0	15652.0	16133.0	16587.0	16243.0	17781.0
5205.0	11736.0	12114.0	12450.0	12814.0	13347.0	13930.0	14772.0
9916.0	9829.0	11222.0	15952.0	17970.0	19035.0	19614.0	20489.0
9913.0	5353.0	6234.0	7183.0	7491.0	7848.0	8108.0	8196.0
9915.0	13917.0	15154.0	21887.0	24256.0	26345.0	28201.0	30028.0
4606.0	20600.0	23966.0	26575.0	28266.0	29795.0	30932.0	32334.0
6115.0	19979.0	23306.0	23528.0	23757.0	24021.0	24047.0	24053.0
4820.0	6994.0	8037.0	8234.0	8274.0	8393.0	8422.0	8455.0
9017.0	3133.0	3411.0	3959.0	4395.0	4783.0	5264.0	5875.0
6123.0	10618.0	17035.0	19258.0	20919.0	22298.0	22286.0	22132.0
6114.0	29799.0	34460.0	35358.0	36140.0	36764.0	37092.0	36726.0
4607.0	10004.0	22531.0	26417.0	28291.0	30521.0	32980.0	36119.0
6505.0	5119.0	12047.0	12884.0	13341.0	13842.0	14532.0	15243.0
5020.0	24059.0	24790.0	25193.0	25496.0	25835.0	26342.0	27295.0
6113.0	26703.0	34640.0	40015.0	43231.0	44146.0	44772.0	45170.0
5010.0	17875.0	19123.0	19733.0	19857.0	19799.0	20241.0	21003.0
6020.0	8618.0	16236.0	19912.0	22752.0	24850.0	25496.0	25685.0
4900.0	2201.0	5684.0	9746.0	13328.0	16290.0	19074.0	20968.0
6010.0	6069.0	11376.0	14160.0	16006.0	16959.0	17830.0	18547.0
4400.0	21758.0	24226.0	24698.0	24885.0	25055.0	25066.0	24891.0
9900.0	6675.0	7190.0	9992.0	10742.0	11216.0	11706.0	12089.0
9904.0	9762.0	11306.0	13393.0	14085.0	14724.0	15469.0	16303.0
9902.0	20850.0	23768.0	30816.0	31870.0	32417.0	32676.0	33205.0
4810.0	8764.0	10219.0	10460.0	10660.0	10778.0	10953.0	11254.0
5720.0	33868.0	38416.0	38837.0	39264.0	39672.0	39868.0	39540.0
9901.0	7168.0	7609.0	8916.0	9851.0	10772.0	11940.0	14337.0
5826.0	4316.0	6061.0	6298.0	6447.0	6655.0	6854.0	6897.0
5825.0	1923.0	2751.0	3400.0	3653.0	3955.0	4040.0	3996.0
5925.0	24218.0	26358.0	26249.0	26538.0	26900.0	27320.0	27088.0
9015.0	12908.0	14346.0	15428.0	16149.0	17076.0	17874.0	18038.0
4506.0	15793.0	17120.0	17902.0	18292.0	18860.0	19590.0	20204.0
4605.0	19987.0	23061.0	25743.0	26694.0	27871.0	28546.0	29551.0
9002.0	21796.0	24171.0	35490.0	39184.0	42518.0	45203.0	48251.0
4226.0	14368.0	16404.0	18445.0	19256.0	19945.0	20518.0	20749.0
4505.0	15385.0	16748.0	17261.0	17319.0	17407.0	17524.0	17775.0
4225.0	10973.0	15774.0	17339.0	17966.0	18983.0	20206.0	21030.0
5716.0	24027.0	25323.0	25779.0	25753.0	25967.0	26554.0	26771.0
5916.0	33393.0	35571.0	35861.0	36091.0	36556.0	37335.0	37354.0
4300.0	10211.0	11033.0	11644.0	12074.0	12568.0	13105.0	13568.0
5815.0	4658.0	4809.0	4949.0	4951.0	5007.0	5103.0	5074.0
9004.0	14436.0	16648.0	18479.0	19839.0	21727.0	24341.0	27141.0
5715.0	16670.0	18336.0	18379.0	18376.0	18507.0	18527.0	18361.0
3330.0	12181.0	13429.0	14764.0	15866.0	16947.0	18311.0	19134.0
6506.0	13784.0	14744.0	16128.0	16954.0	17969.0	19066.0	20393.0
5915.0	18907.0	19500.0	20200.0	20225.0	20408.0	20623.0	20619.0
3905.0	7689.0	8841.0	10843.0	11388.0	11667.0	11806.0	12071.0
4130.0	12562.0	16528.0	18228.0	18532.0	18712.0	19060.0	19249.0
6930.0	10267.0	11403.0	11306.0	11369.0	11439.0	11477.0	11410.0
3825.0	16734.0	19011.0	20992.0	21497.0	21903.0	22552.0	23234.0
4120.0	16699.0	19197.0	20428.0	20727.0	21098.0	21658.0	22049.0
