faz_id	population_2020	population_2030	population_2040
2225.0	16005.0	19472.0	24200.0
3426.0	21436.0	24912.0	26818.0
3427.0	23888.0	25898.0	27340.0
3045.0	28615.0	30500.0	31836.0
3310.0	22528.0	27072.0	34693.0
3030.0	41912.0	50973.0	55942.0
3130.0	16473.0	17343.0	18399.0
3010.0	43139.0	46417.0	49162.0
3020.0	23705.0	24708.0	28522.0
3425.0	19644.0	22974.0	25057.0
2100.0	20234.0	21330.0	22020.0
1606.0	12517.0	12961.0	13406.0
2215.0	18316.0	19959.0	20854.0
1720.0	27585.0	28862.0	30542.0
3120.0	24693.0	25000.0	30436.0
1900.0	897.0	903.0	892.0
3110.0	9483.0	9823.0	9773.0
3200.0	20802.0	23089.0	25655.0
1605.0	17031.0	17406.0	17597.0
2000.0	13095.0	15205.0	16887.0
1820.0	7014.0	8842.0	10766.0
1200.0	17451.0	19621.0	20427.0
1710.0	22124.0	23126.0	26791.0
1810.0	4295.0	7467.0	11788.0
900.0	10278.0	11425.0	12167.0
806.0	32726.0	38391.0	43818.0
1506.0	23389.0	24548.0	25120.0
1410.0	14016.0	14798.0	16264.0
1505.0	19499.0	20591.0	21142.0
1330.0	22202.0	23508.0	23673.0
1000.0	10860.0	11488.0	11597.0
1320.0	18312.0	18272.0	18013.0
1420.0	13728.0	14769.0	18674.0
1130.0	5976.0	7292.0	7760.0
1116.0	17900.0	19608.0	20630.0
1310.0	27404.0	28109.0	27835.0
805.0	22212.0	25761.0	26672.0
1115.0	13453.0	17238.0	18399.0
205.0	11611.0	11774.0	11781.0
136.0	11446.0	11711.0	11739.0
1120.0	34562.0	39594.0	43725.0
705.0	19120.0	22780.0	33872.0
120.0	11855.0	12597.0	13237.0
325.0	22604.0	25065.0	25966.0
135.0	16932.0	17909.0	17870.0
706.0	12835.0	14564.0	17172.0
206.0	13549.0	13765.0	13718.0
2910.0	3592.0	4190.0	5288.0
315.0	14530.0	15186.0	15512.0
2935.0	3298.0	3742.0	4099.0
605.0	22339.0	26493.0	28838.0
606.0	22131.0	28729.0	33872.0
506.0	25540.0	30248.0	36791.0
110.0	5028.0	5158.0	5451.0
505.0	48225.0	58667.0	67445.0
2936.0	15352.0	15784.0	16327.0
405.0	22674.0	26843.0	30444.0
2926.0	24668.0	26439.0	29579.0
2925.0	16498.0	18432.0	24128.0
2927.0	6035.0	8049.0	13984.0
