faz_id	population_2020	population_2030	population_2040
2225.0	16049.0	19523.0	24262.0
3426.0	21479.0	24975.0	26941.0
3427.0	24795.0	27656.0	30309.0
3045.0	28711.0	30591.0	31941.0
3310.0	21180.0	25689.0	33198.0
3030.0	41118.0	50025.0	54944.0
3130.0	16496.0	17367.0	18429.0
3010.0	42501.0	45680.0	48360.0
3020.0	23664.0	24670.0	28467.0
3425.0	19551.0	22851.0	24881.0
2100.0	20698.0	21846.0	22524.0
1606.0	13023.0	13468.0	13898.0
2215.0	18267.0	19903.0	20787.0
1720.0	26878.0	28159.0	29900.0
3120.0	24593.0	24900.0	30323.0
1900.0	953.0	967.0	952.0
3110.0	9429.0	9754.0	9699.0
3200.0	20802.0	23083.0	25640.0
1605.0	17564.0	17944.0	18130.0
2000.0	13116.0	15255.0	17044.0
1820.0	7546.0	9809.0	12295.0
1200.0	18128.0	20397.0	21219.0
1710.0	21927.0	22910.0	26527.0
1810.0	3672.0	6412.0	10184.0
900.0	10370.0	11535.0	12282.0
806.0	32738.0	38403.0	43839.0
1506.0	23436.0	24595.0	25211.0
1410.0	11516.0	11943.0	12851.0
1505.0	21434.0	22655.0	23421.0
1330.0	22374.0	23676.0	23835.0
1000.0	9903.0	10425.0	10496.0
1320.0	18343.0	18307.0	18054.0
1420.0	12613.0	13884.0	18190.0
1130.0	5620.0	6937.0	7399.0
1116.0	17809.0	19515.0	20532.0
1310.0	27197.0	27894.0	27617.0
805.0	22155.0	25704.0	26615.0
1115.0	13542.0	17329.0	18576.0
205.0	13200.0	13365.0	13306.0
136.0	11450.0	11718.0	11704.0
1120.0	34418.0	39437.0	43548.0
705.0	19702.0	23428.0	34748.0
120.0	11817.0	12561.0	13201.0
325.0	23578.0	26156.0	27101.0
135.0	16940.0	17914.0	17875.0
706.0	12827.0	14563.0	17172.0
206.0	13546.0	13762.0	13715.0
2910.0	3584.0	4183.0	5276.0
315.0	14814.0	15482.0	15796.0
2935.0	7460.0	7369.0	7098.0
605.0	22298.0	26449.0	28792.0
606.0	22615.0	29339.0	34459.0
506.0	26112.0	30877.0	37474.0
110.0	5044.0	5174.0	5466.0
505.0	46996.0	57008.0	65292.0
2936.0	8184.0	8738.0	9555.0
405.0	24759.0	29632.0	34073.0
2926.0	25212.0	26600.0	29447.0
2925.0	15546.0	17409.0	22745.0
2927.0	7009.0	9357.0	15649.0
