commute_id	origin_district_id	destination_district_id	commute_trips
8017	8	17	528
8018	8	18	251
8019	8	19	83
9001	9	1	75
9002	9	2	196
9003	9	3	256
9004	9	4	625
9005	9	5	1319
9006	9	6	4673
9007	9	7	4218
9008	9	8	20834
9009	9	9	70517
9010	9	10	4422
9011	9	11	7467
9012	9	12	6470
9013	9	13	7525
9014	9	14	1561
9015	9	15	5181
9016	9	16	4342
9017	9	17	3900
9018	9	18	2274
9019	9	19	109
10001	10	1	316
10002	10	2	485
10003	10	3	967
10004	10	4	1408
10005	10	5	2352
10006	10	6	12573
10007	10	7	1152
10008	10	8	5608
10009	10	9	3233
10010	10	10	35002
10011	10	11	16642
10012	10	12	10795
10013	10	13	6153
10014	10	14	519
10015	10	15	792
10016	10	16	243
10017	10	17	347
10018	10	18	112
10019	10	19	405
11001	11	1	6
11002	11	2	8
11003	11	3	24
11004	11	4	35
11005	11	5	56
11006	11	6	295
11007	11	7	52
11008	11	8	278
11009	11	9	227
11010	11	10	713
11011	11	11	11559
11012	11	12	2100
11013	11	13	533
11014	11	14	37
11015	11	15	47
11016	11	16	20
11017	11	17	21
11018	11	18	4
11019	11	19	60
12001	12	1	71
12002	12	2	116
12003	12	3	221
12004	12	4	419
12005	12	5	646
12006	12	6	3617
12007	12	7	570
12008	12	8	4492
12009	12	9	3638
12010	12	10	7086
12011	12	11	25812
12012	12	12	33827
12013	12	13	8900
12014	12	14	696
12015	12	15	1009
12016	12	16	289
12017	12	17	434
12018	12	18	120
12019	12	19	263
13001	13	1	104
13002	13	2	195
13003	13	3	397
13004	13	4	664
13005	13	5	1089
13006	13	6	5951
13007	13	7	979
13008	13	8	8199
13009	13	9	8161
13010	13	10	10110
13011	13	11	21577
13012	13	12	19595
13013	13	13	55243
13014	13	14	3243
13015	13	15	4514
13016	13	16	1400
13017	13	17	1934
13018	13	18	572
13019	13	19	369
14001	14	1	24
14002	14	2	57
14003	14	3	79
14004	14	4	172
14005	14	5	245
14006	14	6	1385
14007	14	7	244
14008	14	8	2063
14009	14	9	3246
14010	14	10	2378
14011	14	11	4403
14012	14	12	4089
14013	14	13	6728
14014	14	14	5143
14015	14	15	3851
14016	14	16	1146
14017	14	17	1733
14018	14	18	489
14019	14	19	93
15001	15	1	17
15002	15	2	80
15003	15	3	124
15004	15	4	222
15005	15	5	359
15006	15	6	2016
15007	15	7	540
15008	15	8	4151
15009	15	9	8400
15010	15	10	3271
15011	15	11	6354
15012	15	12	5620
15013	15	13	8943
15014	15	14	3241
15015	15	15	28911
15016	15	16	4796
15017	15	17	12830
15018	15	18	3109
15019	15	19	251
16001	16	1	26
16002	16	2	75
16003	16	3	112
16004	16	4	245
16005	16	5	436
16006	16	6	1910
16007	16	7	1127
16008	16	8	7229
16009	16	9	15105
16010	16	10	2447
16011	16	11	3694
16012	16	12	3832
16013	16	13	6198
16014	16	14	1995
16015	16	15	10729
16016	16	16	17136
16017	16	17	13060
16018	16	18	6123
16019	16	19	75
17001	17	1	6
17002	17	2	16
17003	17	3	27
17004	17	4	42
17005	17	5	64
17006	17	6	445
17007	17	7	163
17008	17	8	1204
17009	17	9	2823
17010	17	10	638
17011	17	11	1390
17012	17	12	1155
17013	17	13	1697
17014	17	14	601
17015	17	15	4948
17016	17	16	2059
17017	17	17	18981
17018	17	18	3602
17019	17	19	25
18001	18	1	17
18002	18	2	40
18003	18	3	58
18004	18	4	135
18005	18	5	267
18006	18	6	1222
18007	18	7	885
18008	18	8	4217
18009	18	9	9817
18010	18	10	1424
18011	18	11	2065
18012	18	12	2137
18013	18	13	3660
18014	18	14	1245
18015	18	15	8827
18016	18	16	6133
18017	18	17	22832
18018	18	18	41288
18019	18	19	49
19001	19	1	4708
19002	19	2	1878
19003	19	3	6299
19004	19	4	1485
19005	19	5	882
19006	19	6	1825
19007	19	7	155
19008	19	8	647
19009	19	9	678
19010	19	10	2899
19011	19	11	9713
19012	19	12	3356
19013	19	13	1579
19014	19	14	495
19015	19	15	1675
19016	19	16	330
19017	19	17	591
19018	19	18	155
19019	19	19	75481
