commute_id	origin_district_id	destination_district_id	commute_trips
1001	1	1	42232
1002	1	2	10187
1003	1	3	27030
1004	1	4	5797
1005	1	5	4178
1006	1	6	5671
1007	1	7	670
1008	1	8	1263
1009	1	9	734
1010	1	10	2413
1011	1	11	1697
1012	1	12	1285
1013	1	13	869
1014	1	14	73
1015	1	15	144
1016	1	16	56
1017	1	17	74
1018	1	18	33
1019	1	19	7688
2001	2	1	23670
2002	2	2	107568
2003	2	3	51044
2004	2	4	26667
2005	2	5	24899
2006	2	6	22660
2007	2	7	3914
2008	2	8	5949
2009	2	9	3141
2010	2	10	7532
2011	2	11	5713
2012	2	12	4053
2013	2	13	2586
2014	2	14	155
2015	2	15	394
2016	2	16	227
2017	2	17	219
2018	2	18	97
2019	2	19	1611
3001	3	1	11573
3002	3	2	10958
3003	3	3	51713
3004	3	4	8450
3005	3	5	5602
3006	3	6	8203
3007	3	7	778
3008	3	8	1605
3009	3	9	875
3010	3	10	3170
3011	3	11	2815
3012	3	12	1739
3013	3	13	1133
3014	3	14	82
3015	3	15	182
3016	3	16	68
3017	3	17	91
3018	3	18	29
3019	3	19	1461
4001	4	1	2643
4002	4	2	7813
4003	4	3	10597
4004	4	4	34675
4005	4	5	15465
4006	4	6	20455
4007	4	7	2143
4008	4	8	4263
4009	4	9	2442
4010	4	10	6528
4011	4	11	5183
4012	4	12	3782
4013	4	13	2383
4014	4	14	191
4015	4	15	392
4016	4	16	158
4017	4	17	168
4018	4	18	74
4019	4	19	325
5001	5	1	1670
5002	5	2	6595
5003	5	3	6472
5004	5	4	15515
5005	5	5	64220
5006	5	6	33208
5007	5	7	9258
5008	5	8	10936
5009	5	9	6257
5010	5	10	10215
5011	5	11	7497
5012	5	12	5461
5013	5	13	3384
5014	5	14	256
5015	5	15	645
5016	5	16	393
5017	5	17	340
5018	5	18	195
5019	5	19	226
6001	6	1	533
6002	6	2	1354
6003	6	3	1984
6004	6	4	4765
6005	6	5	10735
6006	6	6	43934
6007	6	7	3584
6008	6	8	8746
6009	6	9	5114
6010	6	10	15616
6011	6	11	11795
6012	6	12	8706
6013	6	13	5309
6014	6	14	357
6015	6	15	826
6016	6	16	341
6017	6	17	420
6018	6	18	142
6019	6	19	165
7001	7	1	230
7002	7	2	807
7003	7	3	813
7004	7	4	2230
7005	7	5	6103
7006	7	6	12744
7007	7	7	37801
7008	7	8	21063
7009	7	9	18164
7010	7	10	7020
7011	7	11	7381
7012	7	12	5960
7013	7	13	3938
7014	7	14	300
7015	7	15	1064
7016	7	16	894
7017	7	17	701
7018	7	18	493
7019	7	19	81
8001	8	1	69
8002	8	2	181
8003	8	3	274
8004	8	4	551
8005	8	5	1732
8006	8	6	4816
8007	8	7	4060
8008	8	8	38122
8009	8	9	13119
8010	8	10	4796
