faz_id	households_2000	households_2010	households_2020	households_2025	households_2030	households_2035	households_2040
8935.0	3283.0	3713.0	4615.0	4924.0	5324.0	5982.0	6883.0
8927.0	1666.0	1820.0	2040.0	2148.0	2297.0	2576.0	2834.0
8926.0	4308.0	4720.0	5504.0	5972.0	6539.0	7439.0	8316.0
8936.0	5348.0	6024.0	6634.0	6856.0	7177.0	7668.0	8099.0
8500.0	4570.0	5282.0	6532.0	6947.0	7447.0	8445.0	10988.0
8406.0	502.0	564.0	625.0	747.0	894.0	1166.0	1334.0
8320.0	3761.0	3951.0	4455.0	4655.0	4991.0	5767.0	7815.0
8925.0	3888.0	4500.0	5562.0	6011.0	6552.0	7447.0	8830.0
8937.0	3315.0	3928.0	5596.0	6413.0	7448.0	8845.0	10843.0
8405.0	3383.0	4138.0	5442.0	6128.0	6978.0	7896.0	9040.0
8310.0	10159.0	10976.0	12230.0	12568.0	12896.0	13682.0	15580.0
8910.0	4679.0	5079.0	6069.0	6542.0	7218.0	8085.0	9154.0
7905.0	5382.0	6547.0	8627.0	9429.0	10129.0	10982.0	13079.0
7606.0	531.0	1009.0	1661.0	1846.0	1991.0	2100.0	2246.0
7805.0	5189.0	5873.0	7786.0	8408.0	9130.0	9980.0	10746.0
8220.0	7009.0	7496.0	7914.0	8196.0	8881.0	10087.0	10836.0
8000.0	4097.0	5112.0	5864.0	6024.0	6202.0	6243.0	6886.0
8906.0	2622.0	2864.0	3181.0	3317.0	3531.0	3745.0	3888.0
8210.0	3743.0	4484.0	5041.0	5808.0	6824.0	7734.0	7740.0
9020.0	4910.0	5648.0	7409.0	8045.0	8634.0	9248.0	9985.0
8125.0	6191.0	7001.0	7825.0	8054.0	8341.0	8791.0	9312.0
8126.0	4755.0	5327.0	5927.0	6217.0	6818.0	7579.0	8444.0
8905.0	2718.0	3098.0	3519.0	3677.0	3908.0	4204.0	4453.0
7806.0	1406.0	1654.0	2413.0	2786.0	3233.0	3806.0	4337.0
7700.0	3199.0	3509.0	3599.0	3605.0	3610.0	3660.0	3694.0
7526.0	5074.0	5434.0	5822.0	5959.0	6056.0	6223.0	6642.0
7340.0	7173.0	8604.0	9733.0	10178.0	10654.0	11230.0	12272.0
7605.0	634.0	679.0	727.0	741.0	762.0	795.0	813.0
7537.0	7062.0	7769.0	11704.0	12102.0	12473.0	12971.0	13839.0
8115.0	10196.0	10615.0	13784.0	14360.0	14927.0	15943.0	17670.0
7335.0	10953.0	12274.0	14013.0	14411.0	14967.0	15763.0	17140.0
8600.0	4919.0	5518.0	6769.0	7335.0	7751.0	8153.0	8822.0
7425.0	5817.0	8358.0	9892.0	10509.0	11110.0	11786.0	12624.0
7535.0	5540.0	7004.0	12279.0	12832.0	13353.0	14050.0	16069.0
7525.0	5107.0	5467.0	5863.0	6068.0	6466.0	7279.0	8694.0
7436.0	1915.0	2056.0	2198.0	2239.0	2282.0	2332.0	2356.0
9019.0	5069.0	5514.0	6281.0	6780.0	7393.0	8280.0	9216.0
7026.0	3661.0	4022.0	4258.0	4281.0	4314.0	4354.0	4383.0
7205.0	5304.0	5591.0	5915.0	5988.0	6116.0	6430.0	6904.0
7515.0	1323.0	1668.0	2076.0	2192.0	2302.0	2445.0	2727.0
7320.0	7911.0	9428.0	10822.0	11221.0	11699.0	12434.0	13921.0
7206.0	6972.0	7615.0	7901.0	7916.0	8098.0	8445.0	8936.0
7315.0	5359.0	5974.0	6849.0	7220.0	7667.0	8445.0	9548.0
7435.0	2529.0	2764.0	3044.0	3152.0	3279.0	3430.0	3545.0
7316.0	6288.0	7058.0	8036.0	8294.0	8487.0	8698.0	9022.0
7025.0	8475.0	9687.0	10021.0	10165.0	10321.0	10538.0	10753.0
7415.0	2503.0	3358.0	4262.0	4618.0	4857.0	5106.0	5591.0
7100.0	7850.0	8321.0	12300.0	13187.0	13907.0	14285.0	15755.0
7015.0	6611.0	7432.0	7757.0	7857.0	8041.0	8245.0	8500.0
9908.0	1183.0	1090.0	1069.0	1061.0	1050.0	1033.0	1029.0
6410.0	13727.0	15546.0	17408.0	18672.0	20904.0	24180.0	26828.0
6420.0	12319.0	13944.0	15156.0	16036.0	17553.0	20488.0	22920.0
5535.0	7834.0	9673.0	11787.0	12528.0	13397.0	14782.0	17547.0
5600.0	5004.0	5753.0	6584.0	6753.0	7002.0	7397.0	8092.0
5546.0	5393.0	6158.0	7203.0	7550.0	7889.0	8339.0	8789.0
4706.0	3540.0	4761.0	5056.0	5176.0	5349.0	5523.0	5670.0
6605.0	3289.0	3588.0	4148.0	4465.0	4865.0	5447.0	6072.0
6910.0	1234.0	1431.0	1899.0	2121.0	2329.0	2600.0	2934.0
6606.0	1737.0	1842.0	2153.0	2318.0	2605.0	3024.0	3459.0
9909.0	1492.0	1679.0	2068.0	2274.0	2522.0	2861.0	3739.0
9011.0	2992.0	3303.0	4382.0	4764.0	5194.0	5723.0	6786.0
5525.0	4883.0	5546.0	6248.0	6523.0	6807.0	7272.0	7771.0
5515.0	9064.0	10571.0	11627.0	11891.0	12227.0	12544.0	12910.0
6326.0	10358.0	11675.0	11869.0	12044.0	12211.0	12517.0	12644.0
9914.0	5468.0	6206.0	7308.0	7789.0	8250.0	8609.0	8778.0
5545.0	3750.0	4896.0	5974.0	6237.0	6469.0	6718.0	7171.0
6223.0	11610.0	13089.0	13451.0	13558.0	13882.0	14305.0	14456.0
5306.0	9358.0	10525.0	11098.0	11224.0	11329.0	11311.0	11720.0
6325.0	15100.0	16472.0	16655.0	16798.0	16953.0	17059.0	17086.0
9009.0	1588.0	1739.0	1965.0	2092.0	2213.0	2368.0	2534.0
9006.0	3047.0	3474.0	4309.0	4875.0	5445.0	5943.0	6399.0
6225.0	8755.0	10054.0	10662.0	11098.0	11550.0	11833.0	12149.0
9018.0	5450.0	5706.0	8342.0	8946.0	9436.0	10051.0	10667.0
5425.0	14197.0	15585.0	17199.0	17667.0	18029.0	18298.0	19507.0
5305.0	10271.0	11889.0	12912.0	13097.0	13261.0	13353.0	13534.0
5426.0	4804.0	6938.0	8212.0	8562.0	8902.0	9329.0	9881.0
6226.0	12686.0	14338.0	14672.0	14753.0	14869.0	15003.0	15096.0
6126.0	5369.0	6011.0	6078.0	6068.0	6090.0	6142.0	6292.0
6224.0	10110.0	11108.0	11197.0	11268.0	11355.0	11399.0	11396.0
6216.0	6162.0	6847.0	6858.0	6903.0	6927.0	6962.0	6966.0
6316.0	13137.0	14940.0	15360.0	15512.0	15577.0	15604.0	15576.0
6215.0	10917.0	11026.0	11368.0	11557.0	11588.0	11611.0	11735.0
5100.0	2701.0	3072.0	3087.0	3099.0	3100.0	3110.0	3117.0
6213.0	8879.0	9842.0	9980.0	10163.0	10287.0	10349.0	10341.0
9005.0	1667.0	1837.0	2101.0	2297.0	2614.0	3053.0	3495.0
6124.0	13097.0	14300.0	14698.0	14788.0	14890.0	14944.0	14931.0
6125.0	4868.0	5437.0	5503.0	5575.0	5628.0	5642.0	5643.0
6214.0	213.0	238.0	237.0	237.0	238.0	238.0	238.0
5415.0	5284.0	6055.0	6556.0	6692.0	6860.0	7258.0	7809.0
5205.0	5388.0	5552.0	5808.0	5988.0	6199.0	6437.0	6970.0
9916.0	3553.0	3979.0	6173.0	6764.0	7206.0	7601.0	8198.0
9913.0	2509.0	2744.0	3206.0	3304.0	3393.0	3467.0	3552.0
9915.0	4990.0	5434.0	8370.0	9328.0	10129.0	10822.0	12027.0
4606.0	6865.0	7983.0	9301.0	9815.0	10392.0	10916.0	11635.0
6115.0	10042.0	11413.0	11613.0	11742.0	11842.0	11901.0	11971.0
4820.0	3295.0	3623.0	3723.0	3755.0	3779.0	3801.0	3830.0
9017.0	1228.0	1313.0	1471.0	1548.0	1618.0	1819.0	2139.0
6123.0	6909.0	9844.0	11327.0	12215.0	12582.0	12677.0	12661.0
6114.0	14210.0	16670.0	17364.0	17744.0	18068.0	18332.0	18400.0
4607.0	3175.0	7427.0	9431.0	10238.0	11074.0	12112.0	13529.0
6505.0	1923.0	3966.0	4391.0	4542.0	4729.0	5026.0	5407.0
5020.0	9722.0	10088.0	10394.0	10467.0	10421.0	11061.0	11815.0
6113.0	18606.0	22307.0	25479.0	26979.0	27290.0	27704.0	28134.0
5010.0	8095.0	8525.0	8844.0	8895.0	9046.0	9247.0	9657.0
