commute_id	origin_district_id	destination_district_id	commute_trips
1001	1	1	40487
1002	1	2	9345
1003	1	3	22948
1004	1	4	5704
1005	1	5	3560
1006	1	6	5343
1007	1	7	570
1008	1	8	1125
1009	1	9	681
1010	1	10	2350
1011	1	11	1706
1012	1	12	1258
1013	1	13	798
1014	1	14	68
1015	1	15	121
1016	1	16	58
1017	1	17	69
1018	1	18	31
1019	1	19	7002
2001	2	1	22464
2002	2	2	87172
2003	2	3	40694
2004	2	4	24720
2005	2	5	19912
2006	2	6	19707
2007	2	7	3226
2008	2	8	5329
2009	2	9	2838
2010	2	10	7074
2011	2	11	5629
2012	2	12	3825
2013	2	13	2230
2014	2	14	146
2015	2	15	329
2016	2	16	196
2017	2	17	203
2018	2	18	93
2019	2	19	1438
3001	3	1	11459
3002	3	2	10245
3003	3	3	44035
3004	3	4	8398
3005	3	5	4894
3006	3	6	7809
3007	3	7	739
3008	3	8	1479
3009	3	9	812
3010	3	10	3145
3011	3	11	2774
3012	3	12	1698
3013	3	13	1045
3014	3	14	82
3015	3	15	151
3016	3	16	57
3017	3	17	80
3018	3	18	22
3019	3	19	1426
4001	4	1	2611
4002	4	2	6931
4003	4	3	9006
4004	4	4	32144
4005	4	5	12536
4006	4	6	18282
4007	4	7	1779
4008	4	8	3836
4009	4	9	2234
4010	4	10	6264
4011	4	11	5176
4012	4	12	3588
4013	4	13	2119
4014	4	14	176
4015	4	15	316
4016	4	16	132
4017	4	17	138
4018	4	18	65
4019	4	19	298
5001	5	1	1710
5002	5	2	6092
5003	5	3	5765
5004	5	4	14888
5005	5	5	54089
5006	5	6	29791
5007	5	7	7741
5008	5	8	10062
5009	5	9	5811
5010	5	10	9818
5011	5	11	7531
5012	5	12	5324
5013	5	13	3167
5014	5	14	258
5015	5	15	550
5016	5	16	377
5017	5	17	326
5018	5	18	182
5019	5	19	204
6001	6	1	526
6002	6	2	1304
6003	6	3	1851
6004	6	4	4630
6005	6	5	8984
6006	6	6	39644
6007	6	7	3112
6008	6	8	8081
6009	6	9	4703
6010	6	10	14932
6011	6	11	11512
6012	6	12	8261
6013	6	13	4891
6014	6	14	336
6015	6	15	712
6016	6	16	324
6017	6	17	383
6018	6	18	134
6019	6	19	150
7001	7	1	223
7002	7	2	782
7003	7	3	719
7004	7	4	2139
7005	7	5	5160
7006	7	6	11530
7007	7	7	32067
7008	7	8	19501
7009	7	9	16625
7010	7	10	6660
7011	7	11	7297
7012	7	12	5618
7013	7	13	3540
7014	7	14	289
7015	7	15	952
7016	7	16	835
7017	7	17	632
7018	7	18	498
7019	7	19	71
8001	8	1	61
8002	8	2	171
8003	8	3	235
8004	8	4	551
8005	8	5	1373
8006	8	6	4428
8007	8	7	3583
8008	8	8	33751
8009	8	9	11941
8010	8	10	4442
8011	8	11	8248
8012	8	12	5349
8013	8	13	3617
8014	8	14	310
8015	8	15	771
8016	8	16	679
8017	8	17	518
8018	8	18	253
8019	8	19	90
9001	9	1	82
9002	9	2	228
9003	9	3	300
9004	9	4	722
9005	9	5	1571
9006	9	6	5151
9007	9	7	6533
9008	9	8	24927
9009	9	9	83400
9010	9	10	4979
9011	9	11	8929
9012	9	12	7530
9013	9	13	8440
9014	9	14	1611
9015	9	15	6053
9016	9	16	5393
9017	9	17	4090
9018	9	18	2550
9019	9	19	106
10001	10	1	325
10002	10	2	449
10003	10	3	943
10004	10	4	1515
10005	10	5	2741
10006	10	6	13197
10007	10	7	1528
10008	10	8	6347
10009	10	9	3557
10010	10	10	35631
10011	10	11	18046
10012	10	12	11199
10013	10	13	6187
10014	10	14	451
10015	10	15	849
10016	10	16	275
10017	10	17	360
10018	10	18	125
10019	10	19	343
11001	11	1	10
11002	11	2	10
11003	11	3	37
11004	11	4	63
11005	11	5	98
11006	11	6	395
11007	11	7	100
11008	11	8	426
11009	11	9	320
11010	11	10	1014
11011	11	11	18791
11012	11	12	3309
11013	11	13	828
11014	11	14	42
11015	11	15	79
11016	11	16	24
11017	11	17	33
11018	11	18	7
11019	11	19	61
12001	12	1	75
12002	12	2	131
12003	12	3	232
12004	12	4	466
12005	12	5	795
12006	12	6	3778
12007	12	7	903
12008	12	8	4898
12009	12	9	3826
12010	12	10	7255
12011	12	11	30850
12012	12	12	36846
12013	12	13	9081
12014	12	14	641
12015	12	15	1043
12016	12	16	327
12017	12	17	451
12018	12	18	148
12019	12	19	217
13001	13	1	107
13002	13	2	182
13003	13	3	391
13004	13	4	649
13005	13	5	1260
13006	13	6	5710
13007	13	7	1366
13008	13	8	8486
13009	13	9	8141
13010	13	10	9661
13011	13	11	24490
13012	13	12	19978
13013	13	13	55335
13014	13	14	2803
13015	13	15	4749
13016	13	16	1546
13017	13	17	1895
13018	13	18	577
13019	13	19	313
14001	14	1	37
14002	14	2	60
14003	14	3	102
14004	14	4	215
14005	14	5	423
14006	14	6	1778
14007	14	7	493
14008	14	8	2857
14009	14	9	4117
14010	14	10	3003
14011	14	11	6327
14012	14	12	5353
14013	14	13	7858
14014	14	14	6113
14015	14	15	4817
14016	14	16	1465
14017	14	17	1958
14018	14	18	589
14019	14	19	111
15001	15	1	22
15002	15	2	90
15003	15	3	159
15004	15	4	297
15005	15	5	669
15006	15	6	2564
