commute_id	origin_district_id	destination_district_id	commute_trips
15007	15	7	1028
15008	15	8	5797
15009	15	9	10391
15010	15	10	4180
15011	15	11	8731
15012	15	12	7224
15013	15	13	10400
15014	15	14	3163
15015	15	15	37343
15016	15	16	6510
15017	15	17	15248
15018	15	18	3779
15019	15	19	254
16001	16	1	34
16002	16	2	85
16003	16	3	148
16004	16	4	297
16005	16	5	697
16006	16	6	2157
16007	16	7	1935
16008	16	8	9721
16009	16	9	18638
16010	16	10	2790
16011	16	11	5113
16012	16	12	4718
16013	16	13	7428
16014	16	14	1973
16015	16	15	13328
16016	16	16	23003
16017	16	17	14379
16018	16	18	7022
16019	16	19	81
17001	17	1	7
17002	17	2	20
17003	17	3	27
17004	17	4	85
17005	17	5	154
17006	17	6	579
17007	17	7	305
17008	17	8	1840
17009	17	9	3563
17010	17	10	814
17011	17	11	2016
17012	17	12	1577
17013	17	13	2123
17014	17	14	654
17015	17	15	6364
17016	17	16	2797
17017	17	17	22730
17018	17	18	4599
17019	17	19	31
18001	18	1	20
18002	18	2	71
18003	18	3	86
18004	18	4	184
18005	18	5	535
18006	18	6	1571
18007	18	7	1687
18008	18	8	6598
18009	18	9	12983
18010	18	10	1874
18011	18	11	3640
18012	18	12	3271
18013	18	13	4803
18014	18	14	1343
18015	18	15	12026
18016	18	16	8696
18017	18	17	28558
18018	18	18	59175
18019	18	19	64
19001	19	1	8154
19002	19	2	3292
19003	19	3	11251
19004	19	4	2781
19005	19	5	2020
19006	19	6	3233
19007	19	7	532
19008	19	8	1776
19009	19	9	1278
19010	19	10	3969
19011	19	11	21863
19012	19	12	6127
19013	19	13	2825
19014	19	14	655
19015	19	15	3084
19016	19	16	666
19017	19	17	851
19018	19	18	220
19019	19	19	95460
