faz_id	singlefamily_households_2000	singlefamily_households_2010	singlefamily_households_2020	singlefamily_households_2025	singlefamily_households_2030	singlefamily_households_2035	singlefamily_households_2040
6325.0	11891.0	12310.0	12370.0	12351.0	12371.0	12379.0	12398.0
9009.0	1564.0	1716.0	1941.0	2068.0	2189.0	2344.0	2510.0
9006.0	3037.0	3463.0	4298.0	4864.0	5434.0	5933.0	6388.0
6225.0	3543.0	3602.0	3612.0	3599.0	3587.0	3578.0	3580.0
9018.0	5066.0	5241.0	6425.0	6880.0	7246.0	7673.0	8141.0
5425.0	7043.0	7442.0	8608.0	8929.0	9206.0	9398.0	9762.0
5305.0	5797.0	6680.0	7426.0	7523.0	7564.0	7565.0	7613.0
5426.0	3733.0	4918.0	5603.0	5850.0	6086.0	6376.0	6812.0
6226.0	10089.0	10633.0	10732.0	10750.0	10822.0	10887.0	10988.0
6126.0	4603.0	4911.0	4948.0	4934.0	4954.0	5003.0	5151.0
6224.0	6538.0	6619.0	6594.0	6567.0	6572.0	6578.0	6580.0
6216.0	4993.0	5188.0	5240.0	5237.0	5246.0	5260.0	5264.0
6316.0	6068.0	6109.0	6060.0	5973.0	5906.0	5861.0	5859.0
6215.0	3656.0	3486.0	3459.0	3456.0	3448.0	3452.0	3450.0
5100.0	2690.0	3061.0	3076.0	3088.0	3089.0	3099.0	3106.0
6213.0	3122.0	3125.0	3091.0	3042.0	2996.0	2985.0	2985.0
9005.0	1666.0	1836.0	2100.0	2296.0	2613.0	3052.0	3494.0
6124.0	4493.0	4540.0	4502.0	4482.0	4461.0	4468.0	4468.0
6125.0	1527.0	1543.0	1511.0	1500.0	1487.0	1487.0	1487.0
6214.0	124.0	149.0	148.0	149.0	149.0	149.0	149.0
5415.0	3481.0	3744.0	4047.0	4117.0	4181.0	4221.0	4279.0
5205.0	1759.0	1806.0	1866.0	1871.0	1885.0	1887.0	1899.0
9916.0	3421.0	3842.0	5193.0	5665.0	6006.0	6253.0	6427.0
9913.0	2419.0	2520.0	2730.0	2809.0	2883.0	2938.0	3017.0
9915.0	4742.0	5112.0	6566.0	7378.0	8028.0	8526.0	8893.0
4606.0	6552.0	7550.0	8816.0	9323.0	9884.0	10359.0	10891.0
6115.0	5263.0	5589.0	5624.0	5614.0	5655.0	5696.0	5775.0
4820.0	1796.0	1951.0	1987.0	1990.0	1996.0	1996.0	2004.0
9017.0	1183.0	1266.0	1424.0	1502.0	1572.0	1772.0	2092.0
6123.0	1114.0	1120.0	1088.0	1071.0	1059.0	1059.0	1060.0
6114.0	6852.0	7086.0	7067.0	7003.0	6952.0	6861.0	6851.0
4607.0	3053.0	6371.0	7928.0	8656.0	9402.0	10341.0	11592.0
6505.0	1713.0	3504.0	3875.0	4024.0	4211.0	4507.0	4886.0
5020.0	6295.0	6423.0	6544.0	6557.0	6571.0	6582.0	6599.0
6113.0	423.0	364.0	325.0	311.0	303.0	302.0	301.0
5010.0	3320.0	3387.0	3526.0	3553.0	3603.0	3623.0	3647.0
6020.0	412.0	409.0	409.0	409.0	410.0	410.0	410.0
4900.0	69.0	70.0	71.0	71.0	71.0	71.0	71.0
6010.0	289.0	561.0	645.0	647.0	638.0	639.0	640.0
4400.0	6845.0	7626.0	7741.0	7747.0	7780.0	7803.0	7837.0
9900.0	2420.0	2673.0	3201.0	3380.0	3496.0	3591.0	3691.0
9904.0	3568.0	3935.0	4652.0	4929.0	5105.0	5249.0	5365.0
9902.0	7805.0	8542.0	9264.0	9572.0	9755.0	9857.0	9893.0
4810.0	2462.0	2658.0	2709.0	2713.0	2731.0	2738.0	2754.0
5720.0	10765.0	11032.0	10998.0	10949.0	10943.0	10952.0	10957.0
9901.0	2477.0	2561.0	3165.0	3474.0	3810.0	4319.0	5108.0
5826.0	1156.0	1234.0	1284.0	1278.0	1271.0	1256.0	1254.0
5825.0	340.0	421.0	458.0	457.0	458.0	459.0	459.0
5925.0	6580.0	6853.0	6889.0	6861.0	6793.0	6702.0	6678.0
9015.0	4597.0	5043.0	5525.0	5848.0	6160.0	6519.0	6666.0
4506.0	4360.0	4522.0	4723.0	4768.0	4785.0	4799.0	4817.0
4605.0	4610.0	5308.0	6308.0	6655.0	6936.0	7117.0	7450.0
9002.0	7838.0	8538.0	10631.0	11799.0	12786.0	13659.0	14400.0
4226.0	4764.0	5130.0	5864.0	6100.0	6355.0	6540.0	6613.0
4505.0	5172.0	5509.0	5716.0	5765.0	5782.0	5838.0	5949.0
4225.0	2717.0	3845.0	4358.0	4634.0	4886.0	5209.0	5457.0
5716.0	5737.0	6046.0	6423.0	6411.0	6407.0	6352.0	6348.0
5916.0	9151.0	9797.0	10163.0	10158.0	10172.0	10159.0	10176.0
4300.0	2218.0	2324.0	2559.0	2678.0	2811.0	2948.0	3052.0
5815.0	1183.0	1221.0	1273.0	1267.0	1251.0	1215.0	1183.0
9004.0	5122.0	5901.0	6710.0	7159.0	7872.0	8867.0	9966.0
5715.0	6601.0	6875.0	6944.0	6958.0	6969.0	6983.0	6996.0
3330.0	4335.0	4640.0	5184.0	5541.0	5946.0	6454.0	6887.0
6506.0	4557.0	4714.0	5267.0	5516.0	5910.0	6379.0	6882.0
5915.0	5426.0	5875.0	6215.0	6255.0	6291.0	6352.0	6355.0
3905.0	1672.0	2005.0	2791.0	2921.0	2995.0	3029.0	3043.0
4130.0	3003.0	3399.0	3702.0	3739.0	3755.0	3782.0	3844.0
6930.0	4061.0	4173.0	4159.0	4155.0	4180.0	4194.0	4217.0
3825.0	4186.0	4632.0	5407.0	5519.0	5602.0	5670.0	5675.0
4120.0	4059.0	4579.0	5144.0	5205.0	5257.0	5294.0	5320.0
3816.0	5255.0	5452.0	5829.0	5920.0	5946.0	5925.0	5941.0
4210.0	4484.0	6164.0	7589.0	8133.0	8649.0	9001.0	9378.0
9016.0	3632.0	4117.0	4752.0	5239.0	5802.0	6559.0	7198.0
4005.0	3550.0	3971.0	4814.0	4972.0	5103.0	5182.0	5215.0
4230.0	3325.0	3540.0	4179.0	4438.0	4651.0	4862.0	5010.0
3815.0	5373.0	5457.0	5570.0	5581.0	5622.0	5604.0	5610.0
3705.0	5787.0	5836.0	6237.0	6346.0	6454.0	6433.0	6425.0
3900.0	549.0	661.0	839.0	888.0	934.0	953.0	953.0
4110.0	3686.0	4201.0	4883.0	5138.0	5454.0	5824.0	6701.0
3416.0	5655.0	6056.0	6450.0	6542.0	6690.0	6952.0	7471.0
3413.0	2275.0	2726.0	3552.0	3839.0	4069.0	4335.0	4527.0
3706.0	4930.0	5197.0	5841.0	6001.0	6086.0	6117.0	6223.0
3600.0	2382.0	2695.0	3290.0	3472.0	3711.0	4056.0	4240.0
3415.0	5560.0	6523.0	8488.0	9106.0	9491.0	9878.0	10189.0
3320.0	7818.0	8668.0	9921.0	10412.0	10874.0	11322.0	11702.0
3505.0	4698.0	5694.0	7862.0	8430.0	8731.0	9069.0	9232.0
3414.0	5833.0	6497.0	7617.0	7862.0	8004.0	8179.0	8327.0
6900.0	2476.0	2560.0	2989.0	3259.0	3619.0	4040.0	4418.0
2940.0	4538.0	5221.0	6651.0	7546.0	8659.0	9841.0	10964.0
2216.0	5333.0	5799.0	6764.0	7139.0	7561.0	7962.0	8452.0
3046.0	4255.0	4334.0	4785.0	4869.0	4907.0	4915.0	4933.0
2225.0	3895.0	4328.0	5479.0	5996.0	6531.0	7354.0	8763.0
3426.0	4156.0	5203.0	6911.0	7386.0	7798.0	8196.0	8543.0
3427.0	5312.0	6093.0	7441.0	7820.0	8163.0	8554.0	8950.0
3045.0	6105.0	6390.0	7158.0	7454.0	7685.0	7848.0	7929.0
3310.0	4379.0	5284.0	6642.0	7112.0	8318.0	9753.0	11251.0
3030.0	9287.0	10431.0	13908.0	15394.0	16556.0	17596.0	18204.0
3130.0	2643.0	2711.0	2974.0	3106.0	3175.0	3183.0	3157.0
3010.0	9926.0	10048.0	10791.0	11080.0	11456.0	11866.0	12322.0
3020.0	3600.0	3651.0	3895.0	3965.0	4023.0	4046.0	4145.0
3425.0	3565.0	4371.0	5683.0	6206.0	6667.0	7135.0	7435.0
2100.0	5681.0	6004.0	6542.0	6714.0	6835.0	7056.0	7465.0
1606.0	3838.0	3923.0	4069.0	4140.0	4178.0	4250.0	4376.0
2215.0	4663.0	5033.0	5707.0	5994.0	6229.0	6387.0	6655.0
1720.0	8199.0	8471.0	8576.0	8555.0	8533.0	8513.0	8520.0
3120.0	4334.0	4365.0	4619.0	4768.0	5069.0	5762.0	7130.0
1900.0	44.0	47.0	48.0	47.0	47.0	45.0	45.0
3110.0	1774.0	1944.0	2443.0	2537.0	2577.0	2601.0	2628.0
3200.0	5936.0	6140.0	6930.0	7263.0	7668.0	8176.0	8702.0
1605.0	4219.0	4335.0	4438.0	4437.0	4455.0	4459.0	4477.0
2000.0	1322.0	1702.0	2737.0	3154.0	3556.0	3869.0	4257.0
1820.0	129.0	120.0	116.0	113.0	99.0	71.0	63.0
1200.0	4471.0	4670.0	5548.0	5895.0	6206.0	6465.0	6564.0
1710.0	5857.0	5913.0	6091.0	6093.0	6101.0	6039.0	6004.0
1810.0	258.0	246.0	243.0	234.0	221.0	205.0	168.0
900.0	2300.0	2405.0	2843.0	3032.0	3144.0	3193.0	3189.0
806.0	5330.0	6685.0	10385.0	11551.0	12583.0	13794.0	14978.0
1506.0	5146.0	5359.0	5896.0	6102.0	6300.0	6460.0	6572.0
1410.0	1900.0	1955.0	2036.0	2055.0	2053.0	2052.0	2057.0
1505.0	3994.0	4367.0	5025.0	5178.0	5351.0	5436.0	5527.0
1330.0	5513.0	5717.0	6516.0	6763.0	6973.0	7105.0	7195.0
1000.0	3248.0	3352.0	3568.0	3651.0	3723.0	3772.0	3840.0
1320.0	5704.0	5828.0	5920.0	5947.0	5942.0	5954.0	5983.0
1420.0	3020.0	3110.0	3175.0	3175.0	3156.0	3092.0	3085.0
1130.0	1198.0	1321.0	1670.0	1852.0	2048.0	2137.0	2145.0
1116.0	4088.0	4560.0	5485.0	5690.0	5828.0	5935.0	5940.0
1310.0	7826.0	8216.0	8914.0	9042.0	9144.0	9203.0	9248.0
805.0	5322.0	5943.0	7846.0	8435.0	8884.0	9181.0	9559.0
1115.0	2593.0	3155.0	4519.0	5122.0	5711.0	6007.0	6147.0
205.0	2253.0	2272.0	2323.0	2346.0	2378.0	2389.0	2379.0
136.0	2481.0	2475.0	2541.0	2567.0	2568.0	2574.0	2593.0
1120.0	6811.0	7469.0	9507.0	10269.0	10994.0	11610.0	12438.0
705.0	4958.0	5412.0	6532.0	7273.0	7897.0	9805.0	12212.0
120.0	3058.0	3156.0	3371.0	3474.0	3559.0	3694.0	3758.0
325.0	3155.0	3436.0	4300.0	4796.0	5441.0	5745.0	5966.0
135.0	5191.0	5431.0	5956.0	6069.0	6182.0	6236.0	6274.0
706.0	3911.0	4038.0	4491.0	4741.0	5103.0	5671.0	6335.0
206.0	2397.0	2404.0	2545.0	2592.0	2609.0	2607.0	2545.0
2910.0	580.0	773.0	1308.0	1403.0	1528.0	1671.0	2048.0
315.0	3701.0	3751.0	3987.0	4134.0	4370.0	4534.0	4630.0
2935.0	4476.0	2647.0	2628.0	2606.0	2574.0	2548.0	2527.0
605.0	6089.0	6307.0	7476.0	8207.0	9172.0	9895.0	10424.0
606.0	3674.0	4305.0	6885.0	8162.0	9311.0	10370.0	11418.0
506.0	4855.0	6174.0	8354.0	9256.0	10136.0	11326.0	13449.0
110.0	868.0	884.0	965.0	978.0	973.0	968.0	900.0
505.0	8497.0	11310.0	14987.0	17119.0	19017.0	20894.0	23069.0
2936.0	661.0	1471.0	2061.0	2188.0	2273.0	2354.0	2619.0
405.0	5705.0	6103.0	7942.0	8899.0	10151.0	11046.0	12210.0
2926.0	7685.0	8035.0	8642.0	8956.0	9433.0	10092.0	10955.0
2925.0	4332.0	4911.0	5391.0	5768.0	6413.0	7740.0	9670.0
2927.0	1904.0	2017.0	2413.0	2823.0	3507.0	4799.0	7129.0
