faz_id	jobs_2000	jobs_2010	jobs_2020	jobs_2025	jobs_2030	jobs_2035	jobs_2040
8935.0	3615.0	3861.0	4708.0	5149.0	5849.0	6405.0	7061.0
8927.0	399.0	385.0	508.0	527.0	569.0	735.0	786.0
8926.0	1230.0	1147.0	1931.0	2445.0	2890.0	3115.0	4055.0
8936.0	1756.0	1756.0	2185.0	2242.0	2346.0	2442.0	2592.0
8500.0	9038.0	7879.0	10948.0	11690.0	12975.0	15152.0	16594.0
8406.0	239.0	190.0	220.0	236.0	250.0	271.0	287.0
8320.0	5155.0	5278.0	8746.0	9895.0	11119.0	13033.0	15008.0
8925.0	1696.0	1755.0	2540.0	2809.0	3027.0	3361.0	3789.0
8937.0	2963.0	6964.0	6786.0	6865.0	6990.0	7268.0	7558.0
8405.0	458.0	490.0	763.0	824.0	909.0	1016.0	1142.0
8310.0	8046.0	8457.0	10106.0	10316.0	10670.0	11202.0	11766.0
8910.0	1770.0	2056.0	2830.0	2947.0	3096.0	3220.0	3442.0
7905.0	2889.0	3172.0	4501.0	4886.0	5286.0	5500.0	6042.0
7606.0	526.0	512.0	658.0	747.0	776.0	800.0	830.0
7805.0	2147.0	2141.0	2905.0	3087.0	3410.0	3768.0	3990.0
8220.0	10477.0	9847.0	11823.0	12472.0	13325.0	15337.0	17960.0
8000.0	30106.0	34497.0	37520.0	37983.0	38330.0	38940.0	40156.0
8906.0	1112.0	970.0	1250.0	1254.0	1273.0	1320.0	1353.0
8210.0	15524.0	17793.0	21528.0	24027.0	26967.0	36312.0	48093.0
9020.0	2646.0	2702.0	3653.0	3854.0	4055.0	4519.0	4839.0
8125.0	4456.0	4645.0	5527.0	5966.0	6299.0	7453.0	8408.0
8126.0	6397.0	6387.0	7499.0	7592.0	8092.0	8671.0	10398.0
8905.0	687.0	685.0	874.0	887.0	929.0	977.0	1017.0
7806.0	723.0	842.0	1108.0	1405.0	1708.0	1857.0	2187.0
7700.0	4346.0	4814.0	5532.0	5582.0	5632.0	5759.0	6054.0
7526.0	6148.0	6364.0	8721.0	9303.0	9921.0	10497.0	10767.0
7340.0	2518.0	2878.0	3529.0	3591.0	3665.0	3792.0	3934.0
7605.0	739.0	556.0	760.0	958.0	1138.0	1407.0	1960.0
7537.0	13787.0	12440.0	13825.0	14281.0	14703.0	15350.0	16653.0
8115.0	9136.0	8894.0	10085.0	10327.0	10636.0	11803.0	13719.0
7335.0	7719.0	7978.0	9992.0	10123.0	10671.0	11304.0	12045.0
8600.0	8434.0	8656.0	11343.0	11958.0	12394.0	12716.0	13248.0
7425.0	2035.0	2250.0	3164.0	3517.0	3905.0	4560.0	5238.0
7535.0	4592.0	4535.0	5309.0	5801.0	6151.0	6778.0	8229.0
7525.0	1695.0	1638.0	2211.0	2277.0	2524.0	2670.0	2901.0
7436.0	1748.0	1626.0	2077.0	2109.0	2256.0	2353.0	2486.0
9019.0	2752.0	2885.0	3971.0	4528.0	4748.0	5013.0	5260.0
7026.0	990.0	1045.0	1276.0	1314.0	1345.0	1363.0	1392.0
7205.0	6065.0	6341.0	8235.0	8527.0	8734.0	9325.0	10507.0
7515.0	5858.0	5811.0	7649.0	7934.0	8328.0	8568.0	8830.0
7320.0	6156.0	5423.0	7333.0	8122.0	8908.0	9830.0	11011.0
7206.0	13993.0	14139.0	18316.0	20721.0	22808.0	27824.0	34892.0
7315.0	2821.0	3103.0	4098.0	4294.0	4434.0	4600.0	4740.0
7435.0	2909.0	2533.0	3855.0	4111.0	4454.0	4864.0	5108.0
7316.0	2903.0	3195.0	3836.0	4307.0	4332.0	4460.0	4706.0
7025.0	8050.0	8353.0	9879.0	10014.0	10421.0	10766.0	11231.0
7415.0	9138.0	9557.0	13276.0	13929.0	14012.0	14301.0	14545.0
7100.0	7567.0	7128.0	9641.0	10311.0	11692.0	14863.0	19730.0
7015.0	4199.0	4522.0	5587.0	5664.0	5717.0	6359.0	6801.0
9908.0	2191.0	2514.0	3093.0	3405.0	3740.0	4031.0	4244.0
6410.0	13292.0	12738.0	14637.0	14691.0	14711.0	15706.0	17517.0
6420.0	6982.0	7735.0	8692.0	8584.0	8464.0	8214.0	8376.0
5535.0	5512.0	5077.0	5975.0	5928.0	5870.0	5547.0	5181.0
5600.0	10929.0	10951.0	12931.0	13261.0	13838.0	13879.0	14731.0
5546.0	12157.0	10137.0	13437.0	13395.0	13744.0	14358.0	14737.0
4706.0	2098.0	1971.0	2361.0	2438.0	2529.0	2594.0	2655.0
6605.0	1864.0	1844.0	2583.0	2662.0	2906.0	3038.0	3162.0
6910.0	772.0	677.0	911.0	959.0	1045.0	1250.0	1641.0
6606.0	1241.0	1036.0	1239.0	1276.0	1472.0	1539.0	1673.0
9909.0	743.0	747.0	987.0	1045.0	1171.0	1258.0	1382.0
9011.0	5681.0	5642.0	6399.0	6520.0	6596.0	6718.0	6741.0
5525.0	5676.0	5185.0	6330.0	6225.0	6422.0	6517.0	6451.0
5515.0	3765.0	4063.0	4819.0	4899.0	5173.0	5273.0	5462.0
6326.0	10603.0	10335.0	11799.0	12229.0	13132.0	14380.0	16624.0
9914.0	2805.0	2682.0	3369.0	3595.0	3842.0	4158.0	4156.0
5545.0	3976.0	3462.0	4406.0	4534.0	4573.0	4639.0	4705.0
6223.0	7772.0	7214.0	8337.0	8614.0	9317.0	11583.0	13673.0
5306.0	16874.0	16522.0	19315.0	19747.0	21147.0	23056.0	26514.0
6325.0	6207.0	6059.0	6944.0	6975.0	6987.0	7650.0	8415.0
9009.0	1703.0	2017.0	2326.0	2360.0	2402.0	2480.0	2548.0
9006.0	1056.0	1068.0	1509.0	1641.0	1903.0	2442.0	3077.0
6225.0	14312.0	14356.0	16172.0	16714.0	17334.0	18923.0	21552.0
9018.0	9427.0	9643.0	10783.0	10927.0	11287.0	11598.0	11811.0
5425.0	27049.0	23819.0	30097.0	32278.0	34855.0	45927.0	61176.0
5305.0	20319.0	19318.0	22416.0	23455.0	24702.0	27017.0	29912.0
5426.0	12790.0	10321.0	14378.0	15421.0	16500.0	16997.0	17189.0
6226.0	6125.0	5820.0	6304.0	6312.0	6601.0	6634.0	7460.0
6126.0	2536.0	2390.0	2849.0	2996.0	3218.0	3540.0	3530.0
6224.0	5662.0	6490.0	7312.0	7347.0	7497.0	7634.0	7749.0
6216.0	7090.0	7854.0	8949.0	9556.0	9846.0	10176.0	10266.0
6316.0	14842.0	15432.0	18629.0	19293.0	20515.0	22295.0	24358.0
6215.0	14217.0	13261.0	15668.0	15517.0	18234.0	20351.0	22212.0
5100.0	1348.0	1538.0	1673.0	1717.0	1745.0	1776.0	1839.0
6213.0	12132.0	13163.0	14712.0	14660.0	14712.0	15043.0	15600.0
9005.0	324.0	243.0	315.0	345.0	435.0	473.0	559.0
6124.0	10437.0	10892.0	12466.0	12921.0	13097.0	13402.0	13920.0
6125.0	9731.0	9373.0	10778.0	11027.0	11063.0	11800.0	12340.0
6214.0	22751.0	26715.0	29889.0	30258.0	30513.0	31063.0	31838.0
5415.0	38690.0	46119.0	63470.0	63551.0	62387.0	62211.0	62860.0
5205.0	31982.0	30898.0	36010.0	37338.0	39321.0	42912.0	46433.0
9916.0	1700.0	1887.0	2299.0	2349.0	2414.0	2454.0	2522.0
9913.0	4328.0	4532.0	5233.0	5296.0	5332.0	5635.0	5911.0
9915.0	2430.0	2586.0	3240.0	3343.0	3486.0	3588.0	3498.0
4606.0	3555.0	3371.0	3863.0	3973.0	3953.0	4075.0	4260.0
6115.0	8889.0	8379.0	9229.0	9275.0	9271.0	9369.0	9523.0
4820.0	5956.0	5498.0	6168.0	6176.0	6174.0	6155.0	6438.0
9017.0	201.0	209.0	252.0	289.0	321.0	347.0	380.0
6123.0	45873.0	42669.0	57936.0	62038.0	68412.0	72697.0	75352.0
6114.0	18955.0	18880.0	20951.0	21140.0	21744.0	23026.0	23995.0
4607.0	4002.0	3891.0	5504.0	5948.0	6578.0	7421.0	7907.0
6505.0	1621.0	1819.0	2486.0	2612.0	2749.0	2955.0	3089.0
5020.0	6877.0	7044.0	8369.0	8738.0	8768.0	8485.0	9499.0
6113.0	35984.0	37175.0	40413.0	40950.0	41680.0	43074.0	44012.0
5010.0	15396.0	15386.0	17239.0	17290.0	17274.0	17247.0	17361.0
6020.0	44046.0	40994.0	57001.0	69574.0	76580.0	77882.0	78165.0
4900.0	32001.0	28575.0	53973.0	59694.0	69271.0	79926.0	90937.0
6010.0	117772.0	100860.0	123639.0	131542.0	136656.0	139514.0	139945.0
4400.0	7823.0	8198.0	9314.0	9816.0	10355.0	10641.0	11070.0
9900.0	1315.0	1510.0	1978.0	1997.0	2018.0	2053.0	2086.0
9904.0	6218.0	6469.0	7040.0	7086.0	7129.0	7165.0	7235.0
9902.0	19634.0	21961.0	24665.0	25390.0	26181.0	27985.0	30430.0
4810.0	7449.0	6858.0	7811.0	7996.0	8018.0	8392.0	9721.0
5720.0	8647.0	9874.0	10974.0	11222.0	11832.0	13118.0	15560.0
9901.0	3585.0	3638.0	4612.0	4841.0	5417.0	6016.0	7151.0
5826.0	7617.0	6371.0	8185.0	8321.0	8374.0	9040.0	9496.0
5825.0	45899.0	41734.0	50087.0	52665.0	53667.0	54859.0	57152.0
5925.0	17016.0	16470.0	19066.0	19817.0	20552.0	21907.0	23982.0
9015.0	1442.0	1339.0	1655.0	1712.0	1772.0	1875.0	1932.0
4506.0	26227.0	24389.0	29605.0	30144.0	30466.0	30227.0	30575.0
4605.0	9451.0	10100.0	19258.0	22656.0	25618.0	27857.0	34267.0
9002.0	7488.0	8066.0	9763.0	9937.0	10107.0	10299.0	10563.0
4226.0	1757.0	1935.0	2318.0	2347.0	2413.0	2512.0	3019.0
4505.0	1050.0	1103.0	1318.0	1341.0	1367.0	1396.0	1443.0
4225.0	1849.0	2085.0	2519.0	2562.0	2670.0	2721.0	2668.0
5716.0	6290.0	6381.0	7670.0	8136.0	8628.0	9115.0	10285.0
5916.0	5389.0	6254.0	7169.0	7398.0	7469.0	8158.0	8713.0
4300.0	9330.0	9746.0	17963.0	18658.0	19809.0	22174.0	27797.0
5815.0	25006.0	24342.0	28011.0	27928.0	28592.0	29655.0	31382.0
9004.0	2917.0	3001.0	4184.0	4691.0	4903.0	5546.0	6277.0
5715.0	1385.0	1512.0	1752.0	1787.0	1817.0	1865.0	1949.0
3330.0	2055.0	1665.0	2155.0	2257.0	2370.0	2502.0	2672.0
6506.0	3713.0	4157.0	5549.0	6444.0	7906.0	9296.0	12280.0
5915.0	4854.0	4454.0	5351.0	5611.0	5695.0	6005.0	6676.0
3905.0	20607.0	17204.0	20756.0	21579.0	22663.0	23772.0	24475.0
