commute_id	origin_district_id	destination_district_id	commute_trips
6011	6	11	11802
6012	6	12	8456
6013	6	13	4998
6014	6	14	323
6015	6	15	761
6016	6	16	320
6017	6	17	397
6018	6	18	136
6019	6	19	157
7001	7	1	222
7002	7	2	806
7003	7	3	768
7004	7	4	2156
7005	7	5	5625
7006	7	6	12029
7007	7	7	34541
7008	7	8	20269
7009	7	9	17353
7010	7	10	6804
7011	7	11	7562
7012	7	12	5811
7013	7	13	3703
7014	7	14	288
7015	7	15	1023
7016	7	16	877
7017	7	17	662
7018	7	18	503
7019	7	19	70
8001	8	1	69
8002	8	2	177
8003	8	3	254
8004	8	4	550
8005	8	5	1528
8006	8	6	4562
8007	8	7	3808
8008	8	8	35718
8009	8	9	12596
8010	8	10	4606
8011	8	11	8961
8012	8	12	5685
8013	8	13	3785
8014	8	14	305
8015	8	15	839
8016	8	16	692
8017	8	17	537
8018	8	18	251
8019	8	19	95
9001	9	1	84
9002	9	2	233
9003	9	3	343
9004	9	4	754
9005	9	5	1715
9006	9	6	5231
9007	9	7	6886
9008	9	8	25570
9009	9	9	86732
9010	9	10	5104
9011	9	11	9022
9012	9	12	7807
9013	9	13	8833
9014	9	14	1599
9015	9	15	6491
9016	9	16	5559
9017	9	17	4225
9018	9	18	2586
9019	9	19	110
10001	10	1	318
10002	10	2	455
10003	10	3	949
10004	10	4	1487
10005	10	5	2985
10006	10	6	13481
10007	10	7	1630
10008	10	8	6581
10009	10	9	3675
10010	10	10	36021
10011	10	11	18319
10012	10	12	11372
10013	10	13	6386
10014	10	14	450
10015	10	15	926
10016	10	16	277
10017	10	17	363
10018	10	18	128
10019	10	19	332
11001	11	1	11
11002	11	2	12
11003	11	3	38
11004	11	4	67
11005	11	5	105
11006	11	6	408
11007	11	7	106
11008	11	8	448
11009	11	9	328
11010	11	10	1039
11011	11	11	19529
11012	11	12	3556
11013	11	13	866
11014	11	14	36
11015	11	15	88
11016	11	16	23
11017	11	17	39
11018	11	18	8
11019	11	19	59
12001	12	1	74
12002	12	2	131
12003	12	3	233
12004	12	4	473
12005	12	5	850
12006	12	6	3871
12007	12	7	929
12008	12	8	4906
12009	12	9	3819
12010	12	10	7184
12011	12	11	30836
12012	12	12	37012
12013	12	13	9152
12014	12	14	590
12015	12	15	1088
12016	12	16	324
12017	12	17	461
12018	12	18	138
12019	12	19	209
13001	13	1	101
13002	13	2	173
13003	13	3	387
13004	13	4	658
13005	13	5	1349
13006	13	6	5712
13007	13	7	1383
13008	13	8	8530
13009	13	9	7996
13010	13	10	9512
13011	13	11	24726
13012	13	12	20136
13013	13	13	55604
13014	13	14	2608
13015	13	15	4942
13016	13	16	1557
13017	13	17	1950
13018	13	18	573
13019	13	19	300
14001	14	1	35
14002	14	2	65
14003	14	3	125
14004	14	4	227
14005	14	5	567
14006	14	6	2092
14007	14	7	590
14008	14	8	3323
14009	14	9	4681
14010	14	10	3326
14011	14	11	7063
14012	14	12	6057
14013	14	13	8861
14014	14	14	6693
14015	14	15	5602
14016	14	16	1573
14017	14	17	2170
14018	14	18	641
14019	14	19	116
15001	15	1	30
15002	15	2	96
15003	15	3	177
15004	15	4	316
15005	15	5	773
15006	15	6	2624
15007	15	7	1105
15008	15	8	5949
15009	15	9	10509
15010	15	10	4220
15011	15	11	8890
15012	15	12	7470
15013	15	13	10684
15014	15	14	3080
15015	15	15	39542
15016	15	16	6657
15017	15	17	15869
15018	15	18	3855
15019	15	19	264
16001	16	1	40
16002	16	2	82
16003	16	3	177
16004	16	4	330
16005	16	5	793
16006	16	6	2271
16007	16	7	2110
16008	16	8	10175
16009	16	9	19397
16010	16	10	2857
16011	16	11	5324
16012	16	12	4959
16013	16	13	7907
16014	16	14	1916
16015	16	15	14270
16016	16	16	24296
16017	16	17	15211
16018	16	18	7168
16019	16	19	82
17001	17	1	7
17002	17	2	18
17003	17	3	30
17004	17	4	82
17005	17	5	171
17006	17	6	627
17007	17	7	346
17008	17	8	1958
17009	17	9	3687
17010	17	10	841
17011	17	11	2090
17012	17	12	1680
17013	17	13	2269
17014	17	14	647
17015	17	15	6820
17016	17	16	2970
17017	17	17	24916
17018	17	18	4847
17019	17	19	31
18001	18	1	29
18002	18	2	74
18003	18	3	100
18004	18	4	197
18005	18	5	619
18006	18	6	1686
18007	18	7	1838
18008	18	8	7171
18009	18	9	13825
18010	18	10	1995
18011	18	11	3925
18012	18	12	3561
18013	18	13	5149
18014	18	14	1356
18015	18	15	13233
18016	18	16	9290
18017	18	17	32267
18018	18	18	64783
18019	18	19	65
19001	19	1	8609
19002	19	2	3642
19003	19	3	13010
19004	19	4	2986
19005	19	5	2376
19006	19	6	3522
19007	19	7	591
19008	19	8	1990
19009	19	9	1423
19010	19	10	4194
19011	19	11	23779
19012	19	12	6732
19013	19	13	3189
19014	19	14	689
19015	19	15	3421
19016	19	16	694
19017	19	17	920
19018	19	18	253
19019	19	19	99798
