commute_id	origin_district_id	destination_district_id	commute_trips
1001	1	1	41245
1002	1	2	9711
1003	1	3	24448
1004	1	4	5848
1005	1	5	3963
1006	1	6	5536
1007	1	7	625
1008	1	8	1246
1009	1	9	718
1010	1	10	2454
1011	1	11	1708
1012	1	12	1310
1013	1	13	854
1014	1	14	71
1015	1	15	140
1016	1	16	54
1017	1	17	73
1018	1	18	31
1019	1	19	7251
2001	2	1	23073
2002	2	2	95442
2003	2	3	44932
2004	2	4	25748
2005	2	5	22457
2006	2	6	21199
2007	2	7	3572
2008	2	8	5770
2009	2	9	3098
2010	2	10	7463
2011	2	11	5872
2012	2	12	4044
2013	2	13	2418
2014	2	14	147
2015	2	15	351
2016	2	16	216
2017	2	17	220
2018	2	18	95
2019	2	19	1539
3001	3	1	11500
3002	3	2	10647
3003	3	3	47269
3004	3	4	8423
3005	3	5	5359
3006	3	6	8106
3007	3	7	753
3008	3	8	1578
3009	3	9	840
3010	3	10	3197
3011	3	11	2877
3012	3	12	1753
3013	3	13	1093
3014	3	14	80
3015	3	15	171
3016	3	16	63
3017	3	17	88
3018	3	18	25
3019	3	19	1440
4001	4	1	2621
4002	4	2	7201
4003	4	3	9535
4004	4	4	32981
4005	4	5	13738
4006	4	6	18970
4007	4	7	1922
4008	4	8	4071
4009	4	9	2326
4010	4	10	6350
4011	4	11	5268
4012	4	12	3703
4013	4	13	2238
4014	4	14	175
4015	4	15	341
4016	4	16	147
4017	4	17	145
4018	4	18	71
4019	4	19	306
5001	5	1	1696
5002	5	2	6320
5003	5	3	6007
5004	5	4	15233
5005	5	5	58808
5006	5	6	31018
5007	5	7	8431
5008	5	8	10632
5009	5	9	6159
5010	5	10	10007
5011	5	11	7687
5012	5	12	5457
5013	5	13	3288
5014	5	14	249
5015	5	15	602
5016	5	16	399
5017	5	17	339
5018	5	18	195
5019	5	19	209
6001	6	1	510
6002	6	2	1290
6003	6	3	1861
6004	6	4	4646
6005	6	5	9699
6006	6	6	40851
6007	6	7	3270
6008	6	8	8323
6009	6	9	4864
6010	6	10	15076
