commute_id	origin_district_id	destination_district_id	commute_trips
1001	1	1	38210
1002	1	2	8955
1003	1	3	20992
1004	1	4	5168
1005	1	5	2693
1006	1	6	4647
1007	1	7	408
1008	1	8	851
1009	1	9	557
1010	1	10	2087
1011	1	11	1365
1012	1	12	1056
1013	1	13	665
1014	1	14	58
1015	1	15	112
1016	1	16	49
1017	1	17	65
1018	1	18	24
1019	1	19	6645
2001	2	1	19881
2002	2	2	76965
2003	2	3	34662
2004	2	4	20934
2005	2	5	15166
2006	2	6	15959
2007	2	7	2151
2008	2	8	3770
2009	2	9	2211
2010	2	10	5859
2011	2	11	4122
2012	2	12	3048
2013	2	13	1781
2014	2	14	140
2015	2	15	242
2016	2	16	143
2017	2	17	169
2018	2	18	67
2019	2	19	1289
3001	3	1	11176
3002	3	2	10399
3003	3	3	42614
3004	3	4	8103
3005	3	5	4233
3006	3	6	6957
3007	3	7	592
3008	3	8	1272
3009	3	9	734
3010	3	10	3046
3011	3	11	2352
3012	3	12	1545
3013	3	13	929
3014	3	14	87
3015	3	15	120
3016	3	16	48
3017	3	17	71
3018	3	18	20
3019	3	19	1425
4001	4	1	2599
4002	4	2	6771
4003	4	3	8615
4004	4	4	30350
4005	4	5	10885
4006	4	6	16733
4007	4	7	1441
4008	4	8	3348
4009	4	9	2029
4010	4	10	5944
4011	4	11	4572
4012	4	12	3294
4013	4	13	2029
4014	4	14	175
4015	4	15	289
4016	4	16	115
4017	4	17	132
4018	4	18	51
4019	4	19	284
5001	5	1	1719
5002	5	2	6014
5003	5	3	5624
5004	5	4	14052
5005	5	5	47663
5006	5	6	27707
5007	5	7	6352
5008	5	8	8711
5009	5	9	5200
5010	5	10	9351
5011	5	11	6523
5012	5	12	4914
5013	5	13	2968
5014	5	14	254
5015	5	15	482
5016	5	16	327
5017	5	17	318
5018	5	18	164
5019	5	19	201
6001	6	1	535
6002	6	2	1338
6003	6	3	1867
6004	6	4	4542
6005	6	5	8054
6006	6	6	37663
6007	6	7	2794
6008	6	8	7569
6009	6	9	4557
6010	6	10	14493
6011	6	11	10393
6012	6	12	7867
6013	6	13	4662
6014	6	14	342
6015	6	15	665
6016	6	16	302
6017	6	17	360
6018	6	18	124
6019	6	19	148
7001	7	1	219
7002	7	2	741
7003	7	3	718
7004	7	4	1931
7005	7	5	4426
7006	7	6	10745
7007	7	7	26894
7008	7	8	17790
7009	7	9	15589
7010	7	10	6355
7011	7	11	6438
7012	7	12	5233
7013	7	13	3260
7014	7	14	283
7015	7	15	833
7016	7	16	747
7017	7	17	641
7018	7	18	468
7019	7	19	71
8001	8	1	59
8002	8	2	176
8003	8	3	235
8004	8	4	534
8005	8	5	1150
8006	8	6	4250
8007	8	7	3183
8008	8	8	31568
8009	8	9	11397
8010	8	10	4239
8011	8	11	6563
8012	8	12	4796
8013	8	13	3442
8014	8	14	304
8015	8	15	717
8016	8	16	618
8017	8	17	500
8018	8	18	259
8019	8	19	83
9001	9	1	75
9002	9	2	230
9003	9	3	272
9004	9	4	690
9005	9	5	1391
9006	9	6	4867
9007	9	7	5388
9008	9	8	23194
9009	9	9	79573
9010	9	10	4707
9011	9	11	7841
9012	9	12	6981
9013	9	13	7804
9014	9	14	1631
9015	9	15	5494
9016	9	16	4983
9017	9	17	3970
9018	9	18	2393
9019	9	19	114
10001	10	1	323
10002	10	2	469
10003	10	3	958
10004	10	4	1505
10005	10	5	2560
10006	10	6	12927
10007	10	7	1368
10008	10	8	5934
10009	10	9	3483
10010	10	10	35599
10011	10	11	16907
10012	10	12	11024
10013	10	13	6215
10014	10	14	498
10015	10	15	804
10016	10	16	249
10017	10	17	337
10018	10	18	113
10019	10	19	367
11001	11	1	6
11002	11	2	13
11003	11	3	30
11004	11	4	53
11005	11	5	75
11006	11	6	373
11007	11	7	76
11008	11	8	372
11009	11	9	284
11010	11	10	868
11011	11	11	14821
11012	11	12	2755
11013	11	13	714
11014	11	14	46
11015	11	15	68
11016	11	16	22
11017	11	17	26
11018	11	18	5
11019	11	19	64
12001	12	1	75
12002	12	2	131
12003	12	3	233
12004	12	4	459
12005	12	5	680
12006	12	6	3733
12007	12	7	750
12008	12	8	4688
12009	12	9	3805
12010	12	10	7273
12011	12	11	28091
12012	12	12	35868
12013	12	13	9083
12014	12	14	678
12015	12	15	1012
12016	12	16	317
12017	12	17	443
12018	12	18	124
12019	12	19	219
13001	13	1	106
13002	13	2	202
13003	13	3	394
13004	13	4	688
13005	13	5	1107
13006	13	6	5746
13007	13	7	1196
13008	13	8	8331
13009	13	9	8341
13010	13	10	9782
13011	13	11	22099
13012	13	12	19839
13013	13	13	55448
13014	13	14	3101
13015	13	15	4580
13016	13	16	1465
13017	13	17	1868
13018	13	18	575
13019	13	19	326
14001	14	1	26
14002	14	2	56
14003	14	3	81
14004	14	4	190
14005	14	5	277
14006	14	6	1510
14007	14	7	337
14008	14	8	2336
14009	14	9	3598
14010	14	10	2570
14011	14	11	4956
14012	14	12	4529
14013	14	13	7061
14014	14	14	5734
14015	14	15	4134
14016	14	16	1271
14017	14	17	1799
14018	14	18	509
14019	14	19	93
15001	15	1	18
15002	15	2	84
15003	15	3	156
15004	15	4	267
15005	15	5	504
15006	15	6	2301
15007	15	7	841
15008	15	8	5395
15009	15	9	10290
15010	15	10	3863
15011	15	11	7767
15012	15	12	6756
15013	15	13	9889
15014	15	14	3447
15015	15	15	34560
15016	15	16	6159
15017	15	17	14548
15018	15	18	3647
15019	15	19	257
16001	16	1	32
16002	16	2	77
16003	16	3	129
16004	16	4	295
16005	16	5	521
16006	16	6	2030
16007	16	7	1546
16008	16	8	8726
16009	16	9	17485
16010	16	10	2653
16011	16	11	4231
16012	16	12	4302
16013	16	13	6841
16014	16	14	2066
16015	16	15	11786
16016	16	16	20685
16017	16	17	13665
16018	16	18	6544
16019	16	19	79
17001	17	1	6
17002	17	2	17
17003	17	3	27
17004	17	4	61
17005	17	5	93
17006	17	6	511
17007	17	7	259
17008	17	8	1556
17009	17	9	3369
17010	17	10	714
17011	17	11	1592
17012	17	12	1340
17013	17	13	1876
17014	17	14	639
17015	17	15	5516
17016	17	16	2480
17017	17	17	20556
17018	17	18	4114
17019	17	19	26
18001	18	1	13
18002	18	2	51
18003	18	3	79
18004	18	4	164
18005	18	5	349
18006	18	6	1381
18007	18	7	1273
18008	18	8	5442
18009	18	9	11833
18010	18	10	1710
18011	18	11	2730
18012	18	12	2699
18013	18	13	4216
18014	18	14	1330
18015	18	15	10370
18016	18	16	7554
18017	18	17	25181
18018	18	18	50272
18019	18	19	59
19001	19	1	6963
19002	19	2	2606
19003	19	3	8622
19004	19	4	2068
19005	19	5	1357
19006	19	6	2520
19007	19	7	343
19008	19	8	1190
19009	19	9	1070
19010	19	10	3558
19011	19	11	15778
19012	19	12	4772
19013	19	13	2097
19014	19	14	603
19015	19	15	2332
19016	19	16	508
19017	19	17	736
19018	19	18	190
19019	19	19	88422
