faz_id	households_2000	households_2010	households_2020	households_2025	households_2030	households_2035	households_2040
8935.0	3284.0	4330.0	4799.0	4961.0	5228.0	5860.0	6889.0
8927.0	1703.0	1950.0	2075.0	2139.0	2285.0	2603.0	2887.0
8926.0	4308.0	5000.0	5514.0	5832.0	6324.0	7162.0	8291.0
8936.0	5347.0	6048.0	6772.0	6998.0	7322.0	7757.0	8359.0
8500.0	4538.0	6610.0	7420.0	7755.0	8166.0	8959.0	10939.0
8406.0	497.0	566.0	602.0	675.0	830.0	1106.0	1324.0
8320.0	3604.0	3910.0	4290.0	4461.0	4615.0	5036.0	5974.0
8925.0	3838.0	4844.0	5541.0	5899.0	6435.0	7280.0	8798.0
8937.0	3315.0	3833.0	5200.0	5948.0	6977.0	8466.0	10638.0
8405.0	3392.0	5017.0	5641.0	6229.0	6816.0	7767.0	8992.0
8310.0	10316.0	11323.0	12942.0	13393.0	13879.0	14787.0	17394.0
8910.0	4704.0	5241.0	5978.0	6384.0	7012.0	8050.0	9255.0
7905.0	5439.0	7320.0	8778.0	9537.0	10262.0	11228.0	13220.0
7606.0	542.0	1190.0	1587.0	1803.0	1985.0	2128.0	2224.0
7805.0	5029.0	6517.0	7404.0	7954.0	8722.0	9591.0	10360.0
8220.0	7620.0	8052.0	8822.0	9276.0	10409.0	12039.0	12790.0
8000.0	4093.0	4895.0	5839.0	5998.0	6199.0	6232.0	6712.0
8906.0	2612.0	2942.0	3166.0	3275.0	3427.0	3667.0	3859.0
8210.0	3456.0	3909.0	4716.0	5175.0	6111.0	6710.0	6633.0
9020.0	4910.0	5907.0	7323.0	7926.0	8463.0	9207.0	9990.0
8125.0	6194.0	6626.0	7771.0	8006.0	8236.0	8644.0	9099.0
8126.0	4440.0	4669.0	5374.0	5752.0	6157.0	6859.0	7639.0
8905.0	2695.0	3318.0	3592.0	3698.0	3876.0	4167.0	4430.0
7806.0	1469.0	1716.0	2401.0	2766.0	3217.0	3839.0	4449.0
7700.0	3281.0	3360.0	3682.0	3692.0	3726.0	3740.0	3776.0
7526.0	5040.0	6009.0	6183.0	6264.0	6327.0	6450.0	6645.0
7340.0	7123.0	8921.0	10175.0	10574.0	10989.0	11519.0	12209.0
7605.0	630.0	711.0	741.0	744.0	759.0	786.0	803.0
7537.0	7063.0	8262.0	11653.0	12129.0	12596.0	13201.0	14156.0
8115.0	10196.0	11000.0	13579.0	14187.0	14656.0	15691.0	17718.0
7335.0	10965.0	13508.0	14617.0	15034.0	15518.0	16285.0	17740.0
8600.0	4915.0	5651.0	6657.0	7168.0	7646.0	8163.0	8839.0
7425.0	5839.0	9460.0	10127.0	10588.0	11074.0	11734.0	12491.0
7535.0	5556.0	8386.0	12574.0	13191.0	13732.0	14231.0	16139.0
7525.0	5140.0	5699.0	6188.0	6396.0	6718.0	7464.0	8726.0
7436.0	1924.0	2048.0	2186.0	2226.0	2292.0	2325.0	2355.0
9019.0	5169.0	6163.0	6816.0	7224.0	7920.0	8745.0	9575.0
7026.0	3772.0	3923.0	4351.0	4368.0	4403.0	4455.0	4494.0
7205.0	4991.0	4932.0	5437.0	5577.0	5734.0	6065.0	6568.0
7515.0	1308.0	1833.0	2140.0	2218.0	2303.0	2435.0	2616.0
7320.0	7911.0	10480.0	11529.0	11912.0	12279.0	12813.0	14167.0
7206.0	6939.0	7228.0	7838.0	7905.0	8030.0	8291.0	8872.0
7315.0	5362.0	5599.0	6572.0	6931.0	7247.0	7793.0	8510.0
7435.0	2533.0	2754.0	3015.0	3120.0	3261.0	3458.0	3552.0
7316.0	6297.0	7292.0	8043.0	8300.0	8559.0	8825.0	9193.0
7025.0	8648.0	7775.0	10180.0	10407.0	10655.0	10905.0	10997.0
7415.0	2501.0	3794.0	4412.0	4816.0	5056.0	5302.0	5641.0
7100.0	7779.0	8164.0	11981.0	12913.0	13804.0	14849.0	16779.0
7015.0	6721.0	7059.0	7913.0	7991.0	8117.0	8332.0	8657.0
9908.0	1180.0	1181.0	1118.0	1115.0	1110.0	1106.0	1095.0
6410.0	13726.0	14742.0	17386.0	18697.0	20717.0	24112.0	26870.0
6420.0	12318.0	12997.0	15209.0	16055.0	17589.0	20708.0	23124.0
5535.0	8460.0	9809.0	12156.0	12829.0	13667.0	15092.0	18062.0
5600.0	5004.0	5789.0	6700.0	6985.0	7221.0	7533.0	8173.0
5546.0	5384.0	5944.0	6980.0	7333.0	7673.0	8134.0	8653.0
4706.0	3561.0	4986.0	5187.0	5269.0	5408.0	5581.0	5712.0
6605.0	3292.0	4040.0	4395.0	4578.0	4870.0	5322.0	5996.0
6910.0	2183.0	2398.0	2944.0	3188.0	3482.0	3949.0	4502.0
6606.0	1737.0	1892.0	2118.0	2266.0	2470.0	2905.0	3423.0
9909.0	1553.0	1760.0	2118.0	2330.0	2598.0	3060.0	3839.0
9011.0	2831.0	3533.0	4157.0	4421.0	4756.0	5370.0	6298.0
5525.0	4637.0	5460.0	6095.0	6353.0	6735.0	6867.0	7552.0
5515.0	8459.0	9243.0	10794.0	11135.0	11426.0	11763.0	12166.0
6326.0	10762.0	11425.0	12401.0	12461.0	12569.0	12529.0	13175.0
9914.0	5468.0	6134.0	7224.0	7738.0	8151.0	8531.0	8743.0
5545.0	3740.0	4693.0	5783.0	6128.0	6456.0	6736.0	7109.0
6223.0	11421.0	12187.0	13247.0	13549.0	13888.0	13961.0	14178.0
5306.0	9567.0	9992.0	11164.0	11353.0	11448.0	11809.0	12060.0
6325.0	15100.0	15615.0	16685.0	16768.0	16958.0	17056.0	17079.0
9009.0	1638.0	1948.0	2122.0	2199.0	2318.0	2475.0	2640.0
9006.0	2991.0	3557.0	4293.0	4809.0	5356.0	5830.0	6272.0
6225.0	8502.0	9541.0	10341.0	10646.0	10925.0	11424.0	11699.0
9018.0	5288.0	5807.0	7898.0	8538.0	9122.0	9695.0	10464.0
5425.0	14212.0	15578.0	17449.0	18004.0	18599.0	19157.0	20208.0
5305.0	10270.0	11149.0	12873.0	13114.0	13309.0	13484.0	13694.0
5426.0	4803.0	7465.0	8237.0	8557.0	8896.0	9228.0	9997.0
6226.0	12640.0	13376.0	14419.0	14527.0	14651.0	14829.0	14967.0
6126.0	5034.0	5146.0	5692.0	5756.0	5793.0	5869.0	6028.0
6224.0	9271.0	9717.0	10250.0	10307.0	10363.0	10385.0	10365.0
6216.0	6135.0	6379.0	6820.0	6851.0	6919.0	6937.0	6949.0
6316.0	14066.0	15472.0	16611.0	16810.0	16955.0	16992.0	16914.0
6215.0	11069.0	11153.0	11915.0	12327.0	12782.0	12811.0	12794.0
5100.0	3082.0	3201.0	3514.0	3526.0	3542.0	3545.0	3552.0
6213.0	8762.0	9174.0	9828.0	10019.0	10160.0	10222.0	10225.0
9005.0	1667.0	2072.0	2234.0	2367.0	2632.0	3060.0	3506.0
6124.0	13552.0	14008.0	15217.0	15381.0	15506.0	15568.0	15572.0
6125.0	4730.0	4895.0	5337.0	5408.0	5442.0	5466.0	5466.0
6214.0	213.0	229.0	236.0	238.0	238.0	238.0	238.0
5415.0	4842.0	5306.0	5934.0	6059.0	5935.0	6483.0	7857.0
5205.0	5513.0	5552.0	5864.0	6013.0	6207.0	6445.0	6976.0
9916.0	3590.0	3988.0	5962.0	6718.0	7201.0	7620.0	8316.0
9913.0	2509.0	3152.0	3397.0	3414.0	3484.0	3523.0	3578.0
9915.0	5089.0	5456.0	8356.0	9305.0	10125.0	10906.0	12222.0
4606.0	6759.0	7692.0	9077.0	9631.0	10209.0	10734.0	11386.0
6115.0	10156.0	10475.0	11732.0	11883.0	12017.0	12084.0	12152.0
4820.0	2910.0	2992.0	3229.0	3258.0	3301.0	3337.0	3370.0
9017.0	1544.0	1595.0	1816.0	1914.0	1992.0	2198.0	2555.0
6123.0	6611.0	9500.0	11536.0	12326.0	13564.0	14267.0	14282.0
6114.0	14128.0	15869.0	17286.0	17621.0	17938.0	18241.0	18272.0
4607.0	3153.0	8364.0	9574.0	10276.0	11029.0	11973.0	13385.0
6505.0	1919.0	4606.0	4813.0	4893.0	5031.0	5275.0	5597.0
5020.0	10161.0	10248.0	11003.0	11228.0	11498.0	11878.0	12289.0
6113.0	18890.0	21707.0	26040.0	27659.0	28002.0	28356.0	28750.0
5010.0	7975.0	8027.0	8689.0	8828.0	8930.0	8890.0	9533.0
6020.0	6775.0	11002.0	12812.0	14620.0	15630.0	16208.0	16364.0
4900.0	1310.0	4172.0	5182.0	6448.0	7714.0	9911.0	11956.0
6010.0	4463.0	6744.0	8607.0	9608.0	10091.0	10427.0	10922.0
4400.0	8442.0	8670.0	9655.0	9695.0	9742.0	9772.0	9676.0
9900.0	2890.0	2969.0	4191.0	4527.0	4753.0	5006.0	5246.0
9904.0	4428.0	4808.0	5796.0	6082.0	6321.0	6528.0	6989.0
9902.0	9216.0	9484.0	13441.0	13907.0	14176.0	14427.0	14881.0
4810.0	4122.0	4354.0	5002.0	5081.0	5201.0	5365.0	5492.0
5720.0	16648.0	17451.0	19047.0	19349.0	19530.0	19622.0	19626.0
9901.0	2308.0	2293.0	2878.0	3252.0	3649.0	4090.0	5300.0
5826.0	1938.0	2349.0	2758.0	2892.0	3045.0	3152.0	3199.0
5825.0	1374.0	1735.0	2314.0	2458.0	2528.0	2537.0	2549.0
5925.0	9013.0	9674.0	10538.0	10800.0	11114.0	11594.0	11745.0
9015.0	4818.0	5473.0	5951.0	6253.0	6674.0	7178.0	7477.0
4506.0	6369.0	6596.0	7287.0	7441.0	7732.0	8048.0	8486.0
4605.0	7302.0	9286.0	10302.0	10662.0	11073.0	11346.0	11897.0
9002.0	8536.0	9401.0	14297.0	15672.0	16914.0	18274.0	20351.0
4226.0	5702.0	6109.0	7128.0	7459.0	7740.0	7955.0	8201.0
4505.0	5248.0	5355.0	5963.0	6021.0	6088.0	6140.0	6202.0
4225.0	4205.0	6325.0	6842.0	7043.0	7255.0	7656.0	8237.0
5716.0	9027.0	10027.0	10935.0	10996.0	11269.0	11775.0	12061.0
5916.0	11560.0	13156.0	14325.0	14561.0	14826.0	15409.0	15883.0
4300.0	4439.0	4423.0	5046.0	5245.0	5448.0	5686.0	5954.0
5815.0	1848.0	2016.0	2165.0	2199.0	2245.0	2395.0	2431.0
9004.0	5132.0	6306.0	6896.0	7309.0	7951.0	8934.0	9929.0
5715.0	7488.0	7663.0	8168.0	8185.0	8238.0	8294.0	8301.0
3330.0	4187.0	4452.0	4939.0	5252.0	5639.0	6145.0	6523.0
6506.0	4183.0	4264.0	4770.0	5017.0	5323.0	5646.0	6073.0
5915.0	6769.0	7124.0	7937.0	8036.0	8168.0	8415.0	8545.0
3905.0	3156.0	3420.0	4316.0	4554.0	4706.0	4847.0	5109.0
4130.0	5779.0	7511.0	8258.0	8442.0	8462.0	8513.0	8737.0
6930.0	4194.0	4510.0	4556.0	4532.0	4546.0	4578.0	4605.0
3825.0	6407.0	6657.0	8105.0	8358.0	8693.0	9064.0	9515.0
4120.0	7324.0	7838.0	8682.0	8855.0	9133.0	9505.0	9875.0
3816.0	8307.0	8330.0	10197.0	10535.0	10780.0	11388.0	11793.0
4210.0	6194.0	8486.0	9612.0	10198.0	10756.0	11256.0	11841.0
9016.0	3470.0	3944.0	4471.0	4772.0	5305.0	5941.0	6484.0
4005.0	4395.0	4796.0	6041.0	6301.0	6596.0	6969.0	7777.0
4230.0	3336.0	3504.0	4108.0	4390.0	4660.0	4846.0	5053.0
3815.0	7660.0	7867.0	8405.0	8446.0	8534.0	8589.0	8648.0
3705.0	11770.0	11713.0	13041.0	13421.0	13678.0	14334.0	16046.0
3900.0	2404.0	2404.0	2889.0	3010.0	3261.0	3518.0	3657.0
4110.0	6984.0	7603.0	8391.0	8735.0	9230.0	10323.0	12130.0
3416.0	7781.0	8759.0	9405.0	9575.0	9792.0	10273.0	11075.0
3413.0	2270.0	2740.0	3405.0	3726.0	4118.0	4422.0	4640.0
3706.0	6096.0	6123.0	7179.0	7354.0	7448.0	7517.0	7657.0
3600.0	7040.0	8064.0	8906.0	9136.0	9466.0	9959.0	11178.0
3415.0	7309.0	8504.0	10501.0	11236.0	11736.0	12272.0	13454.0
3320.0	8057.0	9481.0	10527.0	10801.0	11236.0	11794.0	12296.0
3505.0	13639.0	14702.0	17207.0	18084.0	18692.0	19136.0	20492.0
3414.0	8012.0	8535.0	10112.0	10454.0	10711.0	10991.0	11353.0
6900.0	2654.0	2910.0	3233.0	3479.0	3811.0	4254.0	4746.0
2940.0	4555.0	5457.0	6580.0	7381.0	8502.0	9801.0	10995.0
2216.0	5554.0	6415.0	7234.0	7595.0	8011.0	8439.0	8851.0
3046.0	9076.0	9315.0	10143.0	10316.0	10531.0	10697.0	11124.0
2225.0	4553.0	5421.0	6409.0	6940.0	7568.0	8430.0	9666.0
3426.0	4835.0	5712.0	7255.0	7976.0	8418.0	8873.0	9405.0
3427.0	5815.0	7601.0	8601.0	8997.0	9298.0	9625.0	10043.0
3045.0	9921.0	10117.0	11355.0	11658.0	12018.0	12432.0	12844.0
3310.0	4678.0	6488.0	7522.0	7833.0	9297.0	10848.0	13157.0
3030.0	10084.0	11985.0	15091.0	16837.0	18361.0	19517.0	20433.0
3130.0	6490.0	6716.0	7379.0	7531.0	7718.0	7946.0	8579.0
3010.0	14748.0	14684.0	16374.0	17053.0	17673.0	18421.0	19329.0
3020.0	9016.0	9524.0	10411.0	10636.0	10901.0	11442.0	13854.0
3425.0	4843.0	6210.0	7240.0	7875.0	8459.0	8995.0	9549.0
2100.0	6428.0	6615.0	7479.0	7704.0	7870.0	8031.0	8338.0
1606.0	5153.0	5161.0	5533.0	5630.0	5695.0	5827.0	5952.0
2215.0	5866.0	6555.0	7261.0	7535.0	7797.0	8029.0	8315.0
1720.0	10755.0	10696.0	11627.0	11814.0	12255.0	13176.0	13582.0
3120.0	8753.0	9063.0	9753.0	9893.0	10135.0	10946.0	13391.0
1900.0	138.0	457.0	531.0	527.0	530.0	527.0	528.0
3110.0	2659.0	3030.0	3513.0	3619.0	3666.0	3712.0	3748.0
3200.0	6971.0	7241.0	8012.0	8355.0	8839.0	9503.0	10145.0
1605.0	7437.0	7518.0	7887.0	7875.0	7939.0	7999.0	8097.0
2000.0	2723.0	4109.0	4832.0	5242.0	5588.0	5886.0	6314.0
1820.0	3754.0	4069.0	4347.0	4354.0	4478.0	4682.0	4697.0
1200.0	5483.0	6033.0	6833.0	7179.0	7508.0	7719.0	7987.0
1710.0	7882.0	8472.0	9289.0	9493.0	9829.0	11194.0	12690.0
1810.0	1676.0	2062.0	2176.0	2239.0	2593.0	3196.0	3958.0
900.0	3563.0	3921.0	4358.0	4553.0	4761.0	4972.0	5236.0
806.0	5452.0	10132.0	11736.0	12851.0	13776.0	14936.0	16246.0
1506.0	8467.0	8701.0	9502.0	9742.0	9913.0	10147.0	10348.0
1410.0	5369.0	5426.0	5957.0	6113.0	6392.0	6982.0	7703.0
1505.0	6702.0	7413.0	8014.0	8157.0	8379.0	8567.0	8797.0
1330.0	6867.0	7204.0	8099.0	8422.0	8646.0	8806.0	8944.0
1000.0	3747.0	3901.0	4212.0	4300.0	4420.0	4496.0	4561.0
1320.0	6633.0	6707.0	7307.0	7339.0	7352.0	7384.0	7390.0
1420.0	4707.0	5289.0	5730.0	5893.0	6370.0	7747.0	10048.0
1130.0	2024.0	2187.0	2603.0	2815.0	3026.0	3115.0	3354.0
1116.0	5675.0	5918.0	7343.0	7686.0	8019.0	8418.0	8737.0
1310.0	9048.0	9381.0	10507.0	10679.0	10791.0	10858.0	10928.0
805.0	5519.0	6494.0	7934.0	8691.0	9208.0	9714.0	10365.0
1115.0	3421.0	4195.0	5168.0	5777.0	6431.0	6862.0	7069.0
