city_id	jobs_2000	jobs_2010	jobs_2020	jobs_2025	jobs_2030	jobs_2035	jobs_2040
1.0	1749.0	1796.0	2051.0	2073.0	2199.0	2315.0	2322.0
2.0	10119.0	8532.0	12479.0	13474.0	14969.0	17090.0	20141.0
3.0	43097.0	38133.0	47418.0	49830.0	53380.0	56403.0	60673.0
4.0	7133.0	7924.0	9304.0	9632.0	10187.0	10637.0	11169.0
5.0	30.0	25.0	30.0	29.0	29.0	28.0	28.0
6.0	129217.0	126389.0	163090.0	168753.0	180485.0	198623.0	218591.0
7.0	679.0	599.0	1383.0	1778.0	2348.0	3338.0	4264.0
8.0	2722.0	4282.0	5529.0	6192.0	6800.0	6882.0	6978.0
9.0	10643.0	12587.0	14328.0	14908.0	15272.0	15562.0	16545.0
10.0	29584.0	29540.0	35490.0	37067.0	38467.0	40929.0	45619.0
11.0	587.0	547.0	814.0	832.0	858.0	896.0	930.0
12.0	2021.0	2054.0	2654.0	2709.0	2775.0	2840.0	2916.0
13.0	15465.0	13381.0	18158.0	19003.0	19668.0	20981.0	23351.0
14.0	38.0	43.0	57.0	60.0	61.0	64.0	70.0
15.0	800.0	612.0	726.0	731.0	762.0	841.0	988.0
16.0	666.0	719.0	793.0	815.0	851.0	879.0	916.0
17.0	3120.0	5067.0	5626.0	5771.0	5999.0	6093.0	6464.0
18.0	516.0	463.0	698.0	841.0	1320.0	1572.0	1732.0
19.0	6654.0	6366.0	8245.0	8565.0	9119.0	10149.0	10893.0
20.0	3804.0	2681.0	3721.0	4470.0	4790.0	4894.0	5206.0
21.0	1324.0	1323.0	1913.0	1940.0	1981.0	2011.0	2073.0
22.0	911.0	873.0	1057.0	1085.0	1166.0	1221.0	1334.0
23.0	1797.0	1556.0	2405.0	2490.0	2790.0	3251.0	3474.0
24.0	12761.0	13434.0	17648.0	18114.0	19106.0	19842.0	21221.0
25.0	5117.0	4859.0	6492.0	6786.0	7033.0	7246.0	7721.0
26.0	81360.0	84539.0	100861.0	104923.0	110783.0	122703.0	140680.0
27.0	32048.0	30732.0	38868.0	39809.0	41193.0	42993.0	44906.0
28.0	12717.0	12006.0	15273.0	15953.0	16163.0	16459.0	17072.0
29.0	1350.0	1341.0	1455.0	1451.0	1462.0	1474.0	1490.0
30.0	5812.0	8865.0	10509.0	10744.0	10820.0	10976.0	11294.0
31.0	265.0	283.0	484.0	493.0	505.0	517.0	539.0
32.0	970.0	885.0	1416.0	1578.0	1760.0	2063.0	2274.0
33.0	59.0	64.0	83.0	84.0	83.0	81.0	81.0
34.0	80.0	45.0	88.0	96.0	99.0	101.0	101.0
35.0	16474.0	19806.0	32848.0	37086.0	42542.0	51298.0	62158.0
36.0	5409.0	4423.0	5789.0	5876.0	5907.0	5560.0	4966.0
37.0	67191.0	63813.0	83215.0	87313.0	91573.0	99847.0	110028.0
38.0	21591.0	22091.0	25550.0	26177.0	27142.0	28363.0	29891.0
39.0	44365.0	38931.0	49454.0	51378.0	53389.0	57784.0	67613.0
40.0	13946.0	16700.0	20073.0	20871.0	21865.0	23264.0	24528.0
41.0	1925.0	2067.0	2570.0	2600.0	2653.0	2660.0	2685.0
42.0	3860.0	4788.0	5851.0	6095.0	6407.0	6883.0	7459.0
