city_id	jobs_2000	jobs_2010	jobs_2020	jobs_2025	jobs_2030	jobs_2035	jobs_2040
43.0	26756.0	25325.0	32143.0	32495.0	33089.0	34127.0	35165.0
44.0	26269.0	24664.0	33570.0	35384.0	38657.0	44329.0	50902.0
45.0	3058.0	3491.0	4547.0	4750.0	5285.0	6078.0	6660.0
46.0	12233.0	12732.0	17809.0	19065.0	20866.0	23265.0	25387.0
47.0	522.0	499.0	680.0	691.0	696.0	705.0	718.0
48.0	7823.0	7638.0	9351.0	9518.0	9845.0	10130.0	10355.0
49.0	4073.0	5234.0	6119.0	6293.0	6788.0	7325.0	8457.0
50.0	25.0	24.0	167.0	171.0	182.0	188.0	195.0
51.0	7809.0	8206.0	10277.0	10909.0	11792.0	12841.0	13803.0
52.0	7759.0	7188.0	9822.0	11418.0	13506.0	15922.0	20348.0
53.0	7915.0	9647.0	11495.0	11792.0	12778.0	13503.0	13907.0
54.0	1346.0	1809.0	2418.0	2488.0	2563.0	2607.0	2651.0
55.0	734.0	879.0	1008.0	1020.0	1035.0	1058.0	1075.0
56.0	2511.0	3141.0	3816.0	4235.0	5412.0	7425.0	9683.0
57.0	772.0	1122.0	1416.0	1444.0	1314.0	1515.0	1592.0
58.0	999.0	837.0	1357.0	1449.0	1460.0	1559.0	1663.0
59.0	18969.0	18543.0	24205.0	25553.0	27200.0	28584.0	30938.0
60.0	6147.0	6713.0	8159.0	8371.0	8680.0	8933.0	9102.0
61.0	5974.0	5807.0	7122.0	7328.0	7476.0	7624.0	7877.0
62.0	20187.0	21121.0	24693.0	25771.0	27044.0	28752.0	30449.0
63.0	75594.0	78750.0	100485.0	104863.0	108036.0	115299.0	133407.0
64.0	61786.0	56049.0	71168.0	74054.0	76989.0	79583.0	86843.0
65.0	482.0	257.0	374.0	410.0	413.0	427.0	456.0
66.0	166.0	163.0	251.0	255.0	253.0	265.0	274.0
67.0	7756.0	6621.0	8671.0	8962.0	9100.0	9153.0	9440.0
68.0	32564.0	27496.0	33578.0	34971.0	36661.0	39008.0	41649.0
69.0	538205.0	485672.0	605782.0	639682.0	669942.0	698878.0	727135.0
70.0	18150.0	17986.0	21174.0	21556.0	21333.0	21428.0	24299.0
71.0	10044.0	10206.0	12083.0	12480.0	13119.0	14184.0	15078.0
72.0	142.0	92.0	152.0	153.0	160.0	157.0	165.0
73.0	4773.0	5017.0	6734.0	6786.0	6834.0	7546.0	8263.0
74.0	14418.0	20171.0	22386.0	22899.0	23635.0	25129.0	26779.0
75.0	1307.0	2292.0	2678.0	2874.0	2961.0	3140.0	3755.0
76.0	73.0	66.0	82.0	97.0	99.0	106.0	115.0
77.0	2990.0	3179.0	3612.0	3966.0	4107.0	4356.0	4700.0
78.0	1100.0	942.0	1124.0	1191.0	1223.0	1254.0	1277.0
79.0	935.0	977.0	1465.0	1488.0	1535.0	1662.0	1747.0
80.0	7097.0	8984.0	9624.0	9697.0	9983.0	10462.0	10928.0
81.0	111851.0	104026.0	132915.0	138741.0	146507.0	165223.0	188926.0
82.0	50342.0	43270.0	52084.0	58163.0	69495.0	80879.0	96292.0
83.0	6557.0	6487.0	8374.0	9321.0	9787.0	10131.0	10620.0
84.0	181.0	112.0	193.0	198.0	206.0	209.0	214.0
85.0	14832.0	11995.0	16886.0	17355.0	17264.0	17608.0	18217.0
86.0	94.0	113.0	125.0	121.0	125.0	129.0	131.0
87.0	105.0	122.0	128.0	125.0	129.0	131.0	145.0
88.0	17240.0	17905.0	23094.0	24137.0	24939.0	26077.0	27188.0
89.0	9144.0	10353.0	12652.0	13260.0	13784.0	14130.0	14618.0
90.0	41785.0	53964.0	65838.0	69854.0	75607.0	84946.0	98378.0
91.0	33730.0	35091.0	42410.0	44146.0	46828.0	50810.0	55333.0
92.0	36.0	521.0	695.0	715.0	742.0	773.0	811.0
93.0	11430.0	12735.0	16138.0	16829.0	17387.0	18072.0	18331.0
94.0	2060.0	2045.0	2657.0	2787.0	2873.0	3160.0	3327.0
95.0	1534.0	1796.0	1966.0	1937.0	1921.0	2198.0	2317.0
