city_id	population_2000	population_2010	population_2020	population_2025	population_2030	population_2035	population_2040
1.0	2413.0	2731.0	3161.0	3235.0	3251.0	3249.0	3199.0
2.0	11734.0	17128.0	18479.0	19170.0	20017.0	21234.0	24297.0
3.0	53818.0	60268.0	69121.0	73906.0	77840.0	81714.0	88511.0
4.0	20228.0	23067.0	26605.0	28313.0	29796.0	30809.0	31102.0
5.0	305.0	287.0	301.0	295.0	301.0	304.0	301.0
6.0	115961.0	126565.0	139078.0	144114.0	149484.0	155429.0	162205.0
7.0	4203.0	5223.0	7125.0	7461.0	10790.0	13982.0	17907.0
8.0	11606.0	17285.0	21243.0	24318.0	25630.0	26867.0	27837.0
9.0	13774.0	16736.0	18896.0	19824.0	20750.0	21352.0	22439.0
10.0	34202.0	35355.0	44671.0	46491.0	47959.0	49325.0	51045.0
11.0	6450.0	6388.0	7354.0	7727.0	7936.0	8252.0	8455.0
12.0	3613.0	3899.0	4153.0	4477.0	4877.0	5204.0	5464.0
13.0	46174.0	47426.0	54304.0	55628.0	56287.0	56966.0	57036.0
14.0	795.0	716.0	731.0	780.0	822.0	915.0	1017.0
15.0	1669.0	1726.0	1972.0	2048.0	2094.0	2185.0	2206.0
16.0	2757.0	2983.0	3137.0	3128.0	3172.0	3159.0	3154.0
17.0	13470.0	16841.0	17808.0	18056.0	18593.0	19102.0	19311.0
18.0	1041.0	1298.0	1379.0	1470.0	1530.0	1719.0	1960.0
19.0	29294.0	29142.0	32562.0	33393.0	34311.0	34751.0	35771.0
20.0	2438.0	4371.0	6383.0	6731.0	6945.0	7139.0	7699.0
21.0	4827.0	5956.0	6475.0	6841.0	7189.0	7559.0	8201.0
22.0	1609.0	2589.0	2625.0	2620.0	2657.0	2699.0	2907.0
23.0	9115.0	9340.0	11074.0	11929.0	12735.0	13031.0	13029.0
24.0	38765.0	38185.0	46144.0	46896.0	47630.0	48380.0	48518.0
25.0	11719.0	11529.0	13002.0	13781.0	14628.0	15634.0	16442.0
26.0	89389.0	97431.0	110844.0	116130.0	122830.0	129662.0	135482.0
27.0	84859.0	86263.0	93342.0	96362.0	99118.0	102549.0	108282.0
28.0	4860.0	8832.0	9038.0	9208.0	9263.0	9426.0	9882.0
29.0	5999.0	6656.0	7138.0	7182.0	7228.0	7229.0	7171.0
30.0	6704.0	7591.0	8521.0	9232.0	10323.0	11619.0	12872.0
31.0	1702.0	2046.0	2315.0	2450.0	2532.0	2728.0	2891.0
32.0	2073.0	3171.0	3563.0	3716.0	3984.0	4266.0	5122.0
33.0	560.0	571.0	696.0	696.0	692.0	696.0	700.0
34.0	221.0	224.0	236.0	235.0	232.0	237.0	230.0
35.0	18383.0	30577.0	33133.0	34245.0	35424.0	36697.0	38196.0
36.0	18045.0	21068.0	26507.0	28185.0	29901.0	32324.0	37003.0
37.0	103184.0	111697.0	129339.0	136293.0	140918.0	144101.0	149389.0
38.0	116405.0	125272.0	134886.0	140829.0	148574.0	157079.0	163856.0
39.0	76249.0	81454.0	94079.0	96506.0	98366.0	100479.0	101748.0
40.0	89363.0	98883.0	105841.0	111174.0	118458.0	126357.0	130709.0
41.0	12986.0	13351.0	15623.0	15864.0	16105.0	16138.0	16102.0
42.0	21506.0	27241.0	30423.0	32557.0	34919.0	37304.0	39049.0
43.0	56460.0	56705.0	62337.0	63445.0	64233.0	64328.0	64674.0
44.0	32560.0	33475.0	36622.0	37326.0	38055.0	39012.0	40749.0
45.0	14692.0	20039.0	22072.0	23101.0	24101.0	25013.0	25757.0
46.0	47366.0	57787.0	65094.0	69979.0	74346.0	80268.0	91363.0
47.0	3018.0	3254.0	3540.0	3575.0	3590.0	3587.0	3555.0
48.0	21758.0	22375.0	24949.0	25080.0	25247.0	25294.0	25000.0
49.0	13834.0	18275.0	18778.0	19107.0	19673.0	20417.0	21503.0
50.0	851.0	978.0	1155.0	1379.0	1672.0	1908.0	2042.0
51.0	11882.0	13460.0	15343.0	16442.0	17386.0	18168.0	18817.0
52.0	19210.0	19679.0	27277.0	29336.0	31236.0	32912.0	36116.0
53.0	17967.0	20197.0	21341.0	21545.0	21739.0	22017.0	22209.0
54.0	7829.0	10670.0	12071.0	12854.0	13465.0	14049.0	14458.0
55.0	6588.0	6558.0	7381.0	7540.0	7653.0	7678.0	7676.0
56.0	5932.0	5794.0	6534.0	6867.0	7124.0	7533.0	8157.0
57.0	3532.0	6041.0	6141.0	6675.0	6444.0	6642.0	6835.0
58.0	5511.0	6205.0	7116.0	7566.0	7931.0	8107.0	8108.0
59.0	139019.0	154339.0	166127.0	173838.0	183852.0	195881.0	212030.0
60.0	9574.0	11486.0	18076.0	19399.0	20742.0	22856.0	26391.0
61.0	6697.0	8920.0	10797.0	11920.0	13565.0	15625.0	18312.0
62.0	33782.0	37205.0	44415.0	47692.0	50448.0	52394.0	54300.0
63.0	44160.0	53209.0	58846.0	61246.0	63273.0	65665.0	70493.0
64.0	72227.0	89664.0	100253.0	105113.0	109328.0	113840.0	120567.0
65.0	805.0	868.0	877.0	896.0	972.0	1028.0	1180.0
66.0	718.0	740.0	830.0	952.0	1100.0	1288.0	1485.0
67.0	33212.0	44573.0	50312.0	53518.0	56466.0	58843.0	61574.0
68.0	23529.0	24588.0	26892.0	27906.0	28409.0	29763.0	32927.0
69.0	532764.0	588923.0	647797.0	665325.0	677712.0	684876.0	685567.0
70.0	51265.0	53882.0	62977.0	67425.0	74233.0	85987.0	94269.0
71.0	17347.0	18166.0	25760.0	29658.0	32800.0	35798.0	39315.0
72.0	318.0	290.0	375.0	430.0	575.0	677.0	830.0
73.0	8736.0	9032.0	10730.0	11416.0	12380.0	13555.0	14813.0
74.0	110583.0	120746.0	133610.0	141218.0	151952.0	165995.0	179708.0
75.0	2685.0	10554.0	10565.0	10636.0	10907.0	11070.0	11614.0
76.0	528.0	502.0	608.0	665.0	769.0	851.0	1120.0
77.0	3747.0	5797.0	6337.0	6538.0	6725.0	7141.0	8080.0
78.0	6217.0	6313.0	6884.0	7100.0	7339.0	7527.0	7594.0
79.0	3192.0	4273.0	4606.0	4849.0	5192.0	5773.0	6453.0
80.0	8405.0	9241.0	10375.0	11065.0	11734.0	12336.0	13101.0
81.0	185004.0	190162.0	205876.0	209767.0	214841.0	223936.0	232310.0
82.0	17106.0	18066.0	22318.0	23457.0	24980.0	26667.0	27647.0
83.0	29455.0	31344.0	34236.0	35325.0	36330.0	37184.0	37547.0
84.0	399.0	441.0	547.0	651.0	704.0	778.0	800.0
85.0	10444.0	11571.0	14626.0	16129.0	17549.0	19157.0	20432.0
86.0	960.0	1218.0	1425.0	1441.0	1454.0	1468.0	1456.0
87.0	977.0	1096.0	1189.0	1201.0	1191.0	1171.0	1170.0
88.0	107306.0	123358.0	145296.0	154461.0	163034.0	169910.0	177320.0
89.0	47088.0	50425.0	74172.0	85992.0	95157.0	102259.0	110468.0
90.0	160498.0	189890.0	222259.0	248194.0	274069.0	298857.0	325130.0
91.0	140942.0	177807.0	209451.0	221578.0	232110.0	244660.0	261500.0
92.0	835.0	7117.0	7429.0	8074.0	8567.0	9102.0	9535.0
93.0	13124.0	16374.0	18342.0	19283.0	20245.0	20818.0	21621.0
94.0	4904.0	5998.0	6313.0	6601.0	6833.0	6942.0	7341.0
95.0	178.0	106.0	131.0	127.0	110.0	103.0	85.0
