faz_id	jobs_2000	jobs_2010	jobs_2020	jobs_2025	jobs_2030	jobs_2035	jobs_2040
8935.0	3615.0	3958.0	4580.0	5005.0	5206.0	5555.0	6099.0
8927.0	399.0	1091.0	1138.0	1188.0	1210.0	1230.0	1286.0
8926.0	1230.0	1218.0	1694.0	1874.0	2456.0	2911.0	3593.0
8936.0	1756.0	2578.0	3335.0	3440.0	3707.0	4198.0	4307.0
8500.0	9035.0	7054.0	10492.0	11272.0	12370.0	14109.0	16506.0
8406.0	242.0	213.0	284.0	284.0	295.0	314.0	333.0
8320.0	5155.0	5552.0	8563.0	9783.0	11356.0	13021.0	15014.0
8925.0	1696.0	1718.0	2423.0	2603.0	2864.0	3273.0	3620.0
8937.0	2963.0	7382.0	7006.0	7164.0	7249.0	7827.0	8317.0
8405.0	458.0	675.0	860.0	913.0	997.0	1113.0	1224.0
8310.0	8046.0	7529.0	9738.0	9948.0	10396.0	11107.0	11699.0
8910.0	1770.0	1897.0	2778.0	2909.0	3063.0	3285.0	3461.0
7905.0	2889.0	3825.0	4652.0	4848.0	5146.0	5625.0	6270.0
7606.0	526.0	700.0	768.0	791.0	827.0	861.0	897.0
7805.0	2147.0	2344.0	2914.0	3077.0	3388.0	3618.0	3952.0
8220.0	10477.0	9456.0	11553.0	11863.0	12830.0	14061.0	17256.0
8000.0	30106.0	35819.0	38189.0	38268.0	38824.0	39454.0	40113.0
8906.0	1112.0	1006.0	1264.0	1270.0	1288.0	1357.0	1401.0
8210.0	15524.0	15073.0	20407.0	22310.0	24585.0	31809.0	41160.0
9020.0	2646.0	2626.0	3675.0	3881.0	4143.0	4540.0	4931.0
8125.0	4456.0	4269.0	5786.0	6201.0	6348.0	6926.0	7856.0
8126.0	6397.0	5533.0	7525.0	7679.0	8186.0	9206.0	10452.0
8905.0	687.0	882.0	1017.0	1036.0	1091.0	1139.0	1204.0
7806.0	723.0	1239.0	1474.0	1490.0	1512.0	2033.0	2155.0
7700.0	4346.0	3890.0	5451.0	5498.0	5527.0	5751.0	6371.0
7526.0	6148.0	7696.0	8866.0	9143.0	9871.0	10394.0	10774.0
7340.0	2518.0	2841.0	3592.0	3789.0	4041.0	4095.0	4242.0
7605.0	739.0	908.0	971.0	1085.0	1215.0	1447.0	1722.0
7537.0	13787.0	13222.0	15223.0	15887.0	17025.0	17808.0	18913.0
8115.0	9136.0	8439.0	9930.0	10409.0	10797.0	11589.0	13483.0
7335.0	7719.0	8702.0	10678.0	10931.0	11368.0	11754.0	12546.0
8600.0	8434.0	8540.0	10692.0	11333.0	12226.0	13311.0	14319.0
7425.0	2035.0	3160.0	3653.0	3748.0	3869.0	4225.0	4847.0
7535.0	4592.0	4698.0	5749.0	6047.0	6460.0	7277.0	8574.0
7525.0	1695.0	1676.0	2177.0	2216.0	2285.0	2536.0	2753.0
7436.0	1748.0	1709.0	2251.0	2350.0	2429.0	2522.0	2593.0
9019.0	2752.0	3887.0	4620.0	4847.0	5060.0	5258.0	5492.0
7026.0	990.0	1509.0	1676.0	1706.0	1745.0	1788.0	1817.0
7205.0	6065.0	5539.0	7878.0	8021.0	8536.0	9002.0	9770.0
7515.0	5858.0	6222.0	7400.0	7869.0	8176.0	8726.0	8828.0
7320.0	6156.0	6546.0	7910.0	8365.0	9267.0	10550.0	11715.0
7206.0	13993.0	12172.0	17322.0	18601.0	21100.0	26086.0	31875.0
7315.0	2821.0	3739.0	4813.0	5034.0	5179.0	5245.0	6068.0
7435.0	2909.0	3111.0	4098.0	4189.0	4661.0	5019.0	5189.0
7316.0	2903.0	3137.0	4155.0	4265.0	4321.0	4425.0	4664.0
7025.0	8050.0	8464.0	11023.0	11344.0	12001.0	12639.0	13870.0
7415.0	9138.0	10733.0	13350.0	13820.0	14319.0	14797.0	14782.0
7100.0	7567.0	6817.0	9386.0	10905.0	12929.0	15353.0	19080.0
7015.0	4199.0	3998.0	5627.0	5782.0	6117.0	6201.0	6211.0
9908.0	2162.0	3693.0	4080.0	4179.0	4295.0	4481.0	4544.0
6410.0	13292.0	12605.0	15064.0	15501.0	15443.0	16073.0	18715.0
