zone_id	2010
1	890
2	1515
3	1935
4	2134
5	667
6	851
7	123
8	964
9	708
10	368
11	1120
12	894
13	1325
14	1107
15	1345
16	1404
17	2376
18	435
19	1161
20	2236
21	1358
22	1168
23	1635
24	1408
25	1383
26	1384
27	1566
28	361
29	1426
30	68
31	1108
32	289
33	258
34	666
35	1141
36	810
37	1017
38	2252
39	1214
40	1338
41	729
42	1296
43	950
44	505
45	959
46	563
47	1195
48	1026
49	593
50	444
51	373
52	487
53	220
54	555
55	801
56	645
57	935
58	1002
59	635
60	578
61	834
62	841
63	684
64	734
65	920
66	900
67	1507
68	950
69	398
70	649
71	945
72	0
73	1017
74	739
75	472
76	321
77	797
78	799
79	1264
80	1270
81	618
82	495
83	1187
84	1336
85	1103
86	1798
87	793
88	442
89	901
90	796
91	1681
92	1500
93	2240
94	918
95	737
96	780
97	638
98	1299
99	544
100	1489
101	888
102	1303
103	983
104	186
105	116
106	269
107	598
108	412
109	389
110	427
111	700
112	490
113	532
114	262
115	216
116	436
117	490
118	529
119	714
120	374
121	353
122	252
123	702
124	499
125	467
126	361
127	604
128	1014
129	913
130	762
131	785
132	690
133	626
134	734
135	593
136	714
137	713
138	753
139	723
140	654
141	502
142	487
143	670
144	612
145	678
146	542
147	654
148	633
149	580
150	720
151	122
152	420
153	857
154	642
155	565
156	650
157	751
158	697
159	777
160	682
161	537
162	661
163	449
164	641
165	729
166	754
167	723
168	646
169	836
170	770
171	553
172	862
173	400
174	0
175	892
176	1318
177	474
178	390
179	213
180	377
181	294
182	566
183	676
184	767
185	644
186	754
187	437
188	625
189	354
190	630
191	562
192	515
193	380
194	493
195	383
196	462
197	460
198	506
199	976
200	366
201	1281
202	1565
203	411
204	624
205	676
206	468
207	540
208	619
209	624
210	735
211	662
212	625
213	583
214	734
215	221
216	448
217	783
218	543
219	1064
220	427
221	579
222	491
223	367
224	673
225	355
226	445
227	429
228	542
229	455
230	0
231	936
232	0
233	863
234	881
235	742
236	598
237	744
238	560
239	1165
240	594
241	890
242	1669
243	926
244	975
245	744
246	1294
247	636
248	1072
249	612
250	692
251	183
252	24
253	48
254	534
255	48
256	1171
257	71
258	231
259	4
260	622
261	65
262	701
263	605
264	899
265	317
266	492
267	508
268	334
269	447
270	239
271	954
272	438
273	496
274	740
275	533
276	411
277	465
278	927
279	508
280	685
281	1750
282	1460
283	1347
284	1153
285	1541
286	1038
287	331
288	387
289	817
290	20
291	336
292	611
293	420
294	864
295	597
296	640
297	844
298	538
299	1778
300	613
301	0
302	2
303	0
304	2040
305	231
306	8
307	2895
308	14
309	1162
310	288
311	1622
312	1655
313	1196
314	1473
315	709
316	1819
317	635
318	853
319	710
320	433
321	342
322	1524
323	787
324	1116
325	795
326	671
327	253
328	528
329	9
330	2
331	110
332	1287
333	1332
334	1325
335	35
336	167
337	0
338	1141
339	744
340	804
341	1317
342	0
343	2911
344	1282
345	1829
346	1214
347	687
348	1251
349	1181
350	2330
351	2
352	1877
353	758
354	800
355	1061
356	648
357	704
358	1272
359	146
360	387
361	865
362	1107
363	1067
364	542
365	751
366	223
367	361
368	300
369	498
370	549
371	5
372	918
373	2382
374	475
375	135
376	616
377	348
378	437
379	491
380	306
381	363
382	1139
383	1117
384	1054
385	1749
386	1477
387	2068
388	1896
389	742
390	1
391	1486
392	790
393	578
394	0
395	509
396	1047
397	1409
398	3012
399	851
400	1726
401	1493
402	1617
403	777
404	48
405	19
406	29
407	1434
408	776
409	743
410	1183
411	1163
412	641
413	376
414	345
415	463
416	828
417	571
418	639
419	618
420	222
421	363
422	739
423	805
424	1392
425	1734
426	1449
427	1785
428	2675
429	2220
430	1054
431	906
432	24
433	299
434	179
435	180
436	0
437	480
438	0
439	0
440	102
441	650
442	1374
443	681
444	0
445	0
446	0
447	888
448	554
449	11
450	0
451	944
452	854
453	235
454	267
455	400
456	260
457	0
458	504
459	467
460	590
461	435
462	782
463	775
464	461
465	0
466	0
467	105
468	395
469	261
470	269
471	381
472	189
473	25
474	0
475	0
476	186
477	328
478	281
479	100
480	400
481	433
482	366
483	221
484	93
485	0
486	440
487	91
488	334
489	127
490	132
491	0
492	0
493	73
494	62
495	94
496	4
497	305
498	76
499	280
500	86
501	74
502	24
503	57
504	0
505	86
506	462
507	79
508	50
509	774
510	217
511	37
512	114
513	0
514	0
515	0
516	46
517	0
518	0
519	615
520	30
521	0
522	0
523	0
524	106
525	0
526	21
527	0
528	47
529	0
530	0
531	141
532	88
533	0
534	24
535	23
536	0
537	111
538	0
539	0
540	80
541	155
542	0
543	0
544	0
545	13
546	0
547	556
548	450
549	441
550	1489
551	899
552	345
553	548
554	1680
555	967
556	971
557	883
558	1136
559	569
560	626
561	708
562	821
563	960
564	886
565	221
566	152
567	257
568	625
569	469
570	628
571	1002
572	809
573	228
574	1519
575	615
576	223
577	698
578	532
579	155
580	308
581	0
