tract10_id	2000	2010
100	5497	6208
200	7297	7577
300	2474	2594
401	4624	5423
402	4277	4572
500	3279	3142
600	7184	7579
700	4172	4426
800	2535	2524
900	2044	2003
1000	1700	1920
1100	2358	2392
1200	6059	6456
1300	4088	4337
1400	4598	4756
1500	2341	2454
1600	3919	4105
1701	2984	3810
1702	4280	4086
1800	3907	4503
1900	3423	4043
2000	3116	3388
2100	3510	3755
2200	5284	5254
2400	2828	2972
2500	2541	2802
2600	4505	4658
2700	4936	5287
2800	4202	4467
2900	3967	4173
3000	5246	5632
3100	5916	6133
3200	7189	7683
3300	5818	6217
3400	3198	3302
3500	3581	3719
3600	4794	5635
3800	1830	2046
3900	2670	2772
4000	2292	2521
4100	7504	7782
4200	7190	7610
4301	4016	3514
4302	1356	2763
4400	5591	5935
4500	2404	2654
4600	3023	3251
4700	4688	6546
4800	4320	4509
4900	5512	6026
5000	3119	3600
5100	3444	3662
5200	5268	5971
5301	4067	4653
5302	340	241
5400	4122	4853
5600	6214	6377
5700	5950	5985
5801	4490	4715
5802	4343	4509
5900	5094	5509
6000	4617	4972
6100	4429	4791
6200	3779	3832
6300	4957	4936
6400	3180	3187
6500	4035	4150
6600	2883	3250
6700	5187	6431
6800	2535	2834
6900	3814	4061
7000	6783	6910
7100	1760	2807
7200	2674	4892
7300	1381	4235
7401	4513	4115
7402	4338	4772
7500	5413	6134
7600	3159	3429
7700	3964	4452
7800	5049	5097
7900	4108	4980
8001	3100	5369
8002	2576	2609
8100	2549	3373
8200	2635	3112
8300	2318	2389
8400	3597	3686
8500	2534	2414
8600	2262	3321
8700	3624	3742
8800	3483	3484
8900	4325	4653
9000	1981	2734
9100	1745	2413
9200	1482	2266
9300	1946	1934
9400	5120	5588
9500	5673	5875
9600	4818	5136
9701	5323	5275
9702	4938	5086
9800	5820	6187
9900	4289	4770
10001	5581	3714
10002	2347	4257
10100	5757	6417
10200	4848	4814
10300	6077	5715
10401	4139	4371
10402	4604	4635
10500	5123	6070
10600	7066	7302
10701	3959	3332
10702	2139	3674
10800	4318	4583
10900	1162	1203
11001	2432	4422
11002	3808	4457
11101	4493	4377
11102	4152	4244
11200	3647	3808
11300	5949	5966
11401	4029	4027
11402	3875	4174
11500	4173	4191
11600	6008	6310
11700	5110	5482
11800	7331	7281
11900	7122	7059
12000	3388	3349
12100	2745	2673
20100	3084	3006
20200	5319	5348
20300	6032	6306
20401	3504	3354
20402	5469	5340
20500	6152	6240
20600	3620	3600
20700	3266	3491
20800	4471	4247
20900	3081	3135
21000	5595	5497
21100	3898	3859
21300	3764	3678
21400	3793	3661
21500	4394	4248
21600	4707	4482
21700	5252	7644
21802	4105	5401
21803	4138	4306
21804	4102	4255
21903	5715	5592
21904	4864	4995
21905	4766	4897
21906	3599	3890
22001	3813	4710
22003	5175	4906
22005	4447	4724
22006	3501	3520
22101	4701	4712
22102	5286	5856
22201	4588	4243
22202	6749	7071
22203	4429	4865
22300	2555	2639
22400	7109	7917
22500	6246	7143
22603	4487	5315
22604	3819	4224
22605	5080	5404
22606	5419	5425
22701	2539	2546
22702	3021	3326
22703	2260	2353
22801	7679	8314
22802	4381	4782
22803	3860	4983
22901	2874	2832
22902	5907	6279
23000	5141	5137
23100	3657	3696
23201	5477	6211
23202	3986	4241
23300	6269	6138
23401	3425	3496
23403	4626	3814
23404	2508	3321
23500	3465	3653
23601	3567	3681
23603	5295	5955
23604	5642	5802
23700	4066	3958
23801	2416	2536
23803	703	3451
23804	1522	3635
23900	6474	6824
24000	6974	7585
24100	4327	4379
24200	3001	2953
24300	6241	7201
24400	2488	2885
24500	4787	4588
24601	4498	4298
24602	3743	3659
24701	3495	3569
24702	6050	6970
24800	5304	5630
24901	5011	5003
24902	3586	3759
24903	6649	6856
25001	4781	4573
25003	6678	6803
25005	1074	4645
25006	3128	5088
25101	5029	5768
25102	4429	7374
25200	6254	7869
25301	3383	4977
25302	3516	4318
25400	6260	6879
25500	4218	4801
25601	2202	4931
25602	3962	5474
25701	5446	5545
25702	3374	3478
25803	4228	4661
25804	3755	3692
25805	3538	4528
25806	4335	4913
26001	5102	5210
26002	5718	7824
26100	6015	6683
26200	4891	4992
26300	1323	1626
26400	5786	5727
26500	4145	3393
26600	2128	2306
26700	5597	5422
26801	4953	5377
26802	5117	4888
27000	3228	3489
27100	2996	3303
27200	2108	2545
27300	5624	6208
27400	4980	5398
27500	4461	4574
27600	4124	4580
27701	5133	5597
27702	4950	4940
27800	3396	3287
27900	6274	6468
28000	3392	3350
28100	2207	2445
28200	4354	4700
28300	3175	4567
28402	4620	5070
28403	4852	4978
28500	3587	3847
28600	6298	6214
28700	5075	4988
28801	2733	2119
28802	5936	6035
28901	3198	3359
28902	6256	6313
29001	4153	4135
29003	5227	5401
29004	3412	3737
29101	2775	2990
29102	2139	4246
29203	2671	2855
29204	5195	6616
29205	822	4602
29206	7575	3845
29303	5268	7386
29304	4567	4825
29305	3701	3847
29306	2644	3283
29307	4064	3876
29403	5179	5493
29405	5688	5828
29406	3855	4975
29407	4324	4737
29408	4157	4376
29502	5569	6730
29503	7133	7890
29504	4438	5241
29601	6925	7082
29602	3016	5458
29700	5924	6756
29801	7555	7885
29802	7049	8906
29901	4676	4822
29902	3826	4426
30003	5357	5843
30004	7680	8046
30005	4446	5526
30006	4058	3699
30100	7476	7291
30201	5116	5295
30202	6275	6283
30304	2565	2982
30305	4735	4880
30306	5848	5648
30308	6703	6262
30309	5692	5623
30310	5051	5545
30311	5107	4991
30312	5151	4722
30313	4218	3499
30314	2640	3635
