FAZ00	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010
6420	28713	28839	28964	29090	29215	29341	29467	29592	29718	29843	29969	30070	30170	30271	30371	30472	30572	30673	30773	30874	30974	30915	30855	30796	30736	30677	30618	30558	30499	30439	30380
6505	3124	3179	3234	3289	3344	3400	3455	3510	3565	3620	3675	3814	3952	4091	4229	4368	4507	4645	4784	4922	5061	5924	6786	7649	8512	9375	10237	11100	11963	12825	13688
6506	8826	9063	9299	9536	9773	10010	10246	10483	10720	10956	11193	11450	11706	11963	12219	12476	12732	12989	13245	13502	13758	13759	13760	13761	13762	13763	13763	13764	13765	13766	13767
6605	3077	3465	3853	4241	4629	5018	5406	5794	6182	6570	6958	7227	7496	7764	8033	8302	8571	8840	9108	9377	9646	9863	10080	10296	10513	10730	10947	11164	11380	11597	11814
6606	2258	2404	2550	2695	2841	2987	3133	3279	3424	3570	3716	3834	3951	4069	4186	4304	4422	4539	4657	4774	4892	4928	4963	4999	5034	5070	5106	5141	5177	5212	5248
6900	4426	4573	4720	4866	5013	5160	5307	5454	5600	5747	5894	6031	6167	6304	6440	6577	6713	6850	6986	7123	7259	7285	7310	7336	7361	7387	7413	7438	7464	7489	7515
6910	1762	1849	1936	2023	2110	2198	2285	2372	2459	2546	2633	2689	2744	2800	2855	2911	2967	3022	3078	3133	3189	3228	3266	3305	3343	3382	3421	3459	3498	3536	3575
6930	7328	7526	7724	7922	8120	8319	8517	8715	8913	9111	9309	9386	9464	9541	9619	9696	9773	9851	9928	10006	10083	10128	10174	10219	10265	10310	10355	10401	10446	10492	10537
7015	14055	14232	14410	14587	14765	14942	15119	15297	15474	15652	15829	15822	15814	15807	15800	15793	15785	15778	15771	15763	15756	15803	15851	15898	15946	15993	16040	16088	16135	16183	16230
7025	17042	17162	17281	17401	17520	17640	17760	17879	17999	18118	18238	18271	18305	18338	18371	18405	18438	18471	18504	18538	18571	18591	18611	18632	18652	18672	18692	18712	18733	18753	18773
7026	9065	9115	9165	9216	9266	9316	9366	9416	9467	9517	9567	9592	9617	9642	9667	9692	9716	9741	9766	9791	9816	9795	9774	9753	9732	9711	9690	9669	9648	9627	9606
7100	16715	16970	17224	17479	17733	17988	18243	18497	18752	19006	19261	19332	19403	19474	19545	19616	19686	19757	19828	19899	19970	19912	19853	19795	19736	19678	19619	19561	19502	19444	19385
7205	10567	10750	10933	11116	11299	11483	11666	11849	12032	12215	12398	12546	12693	12841	12988	13136	13283	13431	13578	13726	13873	13881	13888	13896	13904	13912	13919	13927	13935	13942	13950
7206	13387	13563	13739	13915	14091	14268	14444	14620	14796	14972	15148	15298	15449	15599	15750	15900	16050	16201	16351	16502	16652	16741	16829	16918	17006	17095	17183	17272	17360	17449	17537
7315	9059	9568	10077	10586	11095	11604	12112	12621	13130	13639	14148	14260	14371	14483	14594	14706	14817	14929	15040	15152	15263	15357	15452	15546	15641	15735	15829	15924	16018	16113	16207
7316	10258	10720	11181	11643	12105	12567	13028	13490	13952	14413	14875	15117	15360	15602	15844	16087	16329	16571	16813	17056	17298	17508	17718	17928	18138	18348	18557	18767	18977	19187	19397
7320	8113	8808	9502	10197	10891	11586	12281	12975	13670	14364	15059	15654	16249	16844	17439	18034	18628	19223	19818	20413	21008	21776	22543	23311	24078	24846	25613	26381	27148	27916	28683
7335	11993	13014	14035	15056	16077	17099	18120	19141	20162	21183	22204	22878	23552	24226	24900	25574	26247	26921	27595	28269	28943	29495	30047	30599	31151	31703	32254	32806	33358	33910	34462
7340	9946	10600	11253	11907	12560	13214	13867	14521	15174	15828	16481	16917	17353	17790	18226	18662	19098	19534	19971	20407	20843	21387	21931	22475	23019	23563	24106	24650	25194	25738	26282
7415	4076	4224	4372	4520	4668	4816	4964	5112	5260	5408	5556	5665	5774	5883	5992	6101	6209	6318	6427	6536	6645	7066	7486	7907	8327	8748	9168	9589	10009	10430	10850
7425	6153	6577	7001	7424	7848	8272	8696	9120	9543	9967	10391	11158	11926	12693	13461	14228	14995	15763	16530	17298	18065	19235	20404	21574	22743	23913	25083	26252	27422	28591	29761
7435	3146	3414	3683	3951	4219	4488	4756	5024	5292	5561	5829	5995	6160	6326	6491	6657	6822	6988	7153	7319	7484	7525	7566	7607	7648	7689	7730	7771	7812	7853	7894
7436	2981	3133	3286	3438	3591	3743	3895	4048	4200	4353	4505	4619	4732	4846	4959	5073	5186	5300	5413	5527	5640	5657	5674	5691	5708	5726	5743	5760	5777	5794	5811
7515	1811	1848	1885	1923	1960	1997	2034	2071	2109	2146	2183	2302	2421	2541	2660	2779	2898	3017	3137	3256	3375	3553	3732	3910	4089	4267	4445	4624	4802	4981	5159
7525	7444	7777	8110	8443	8776	9110	9443	9776	10109	10442	10775	11137	11499	11861	12223	12585	12947	13309	13671	14033	14395	14502	14609	14716	14823	14930	15036	15143	15250	15357	15464
7526	3697	4127	4556	4986	5415	5845	6274	6704	7133	7563	7992	8585	9177	9770	10362	10955	11547	12140	12732	13325	13917	14088	14260	14431	14603	14774	14945	15117	15288	15460	15631
7535	4501	5059	5616	6174	6731	7289	7847	8404	8962	9519	10077	10342	10607	10872	11137	11402	11666	11931	12196	12461	12726	13582	14438	15295	16151	17007	17863	18719	19576	20432	21288
7537	6535	7147	7758	8370	8982	9594	10205	10817	11429	12040	12652	13155	13658	14162	14665	15168	15671	16174	16678	17181	17684	18086	18488	18891	19293	19695	20097	20499	20902	21304	21706
7605	1265	1322	1379	1436	1493	1550	1606	1663	1720	1777	1834	1836	1838	1840	1842	1845	1847	1849	1851	1853	1855	1864	1874	1883	1892	1902	1911	1920	1929	1939	1948
7606	1054	1069	1084	1099	1114	1130	1145	1160	1175	1190	1205	1222	1240	1257	1274	1292	1309	1326	1343	1361	1378	1576	1773	1971	2168	2366	2563	2761	2958	3156	3353
7700	5261	5374	5487	5599	5712	5825	5938	6051	6163	6276	6389	6533	6677	6822	6966	7110	7254	7398	7543	7687	7831	7817	7803	7789	7775	7761	7746	7732	7718	7704	7690
7805	7371	7587	7802	8018	8234	8450	8665	8881	9097	9312	9528	10118	10709	11299	11890	12480	13070	13661	14251	14842	15432	15914	16396	16878	17360	17842	18323	18805	19287	19769	20251
7806	3156	3187	3218	3250	3281	3312	3343	3374	3406	3437	3468	3516	3564	3613	3661	3709	3757	3805	3854	3902	3950	3989	4027	4066	4104	4143	4182	4220	4259	4297	4336
7905	6873	7177	7481	7784	8088	8392	8696	9000	9303	9607	9911	10476	11042	11607	12172	12738	13303	13868	14433	14999	15564	16144	16723	17303	17882	18462	19042	19621	20201	20780	21360
8000	5347	5606	5864	6123	6381	6640	6898	7157	7415	7674	7932	8223	8513	8804	9094	9385	9676	9966	10257	10547	10838	10999	11159	11320	11481	11642	11802	11963	12124	12284	12445
8115	8042	8902	9762	10621	11481	12341	13201	14061	14920	15780	16640	17434	18227	19021	19815	20609	21402	22196	22990	23783	24577	24879	25181	25484	25786	26088	26390	26692	26995	27297	27599
8125	11230	11415	11601	11786	11971	12157	12342	12527	12712	12898	13083	13327	13571	13816	14060	14304	14548	14792	15037	15281	15525	15626	15727	15828	15929	16030	16131	16232	16333	16434	16535
8126	9764	9847	9930	10013	10096	10179	10261	10344	10427	10510	10593	10693	10794	10894	10994	11095	11195	11295	11395	11496	11596	11645	11693	11742	11791	11840	11888	11937	11986	12034	12083
8210	7257	7275	7294	7312	7330	7349	7367	7385	7403	7422	7440	7467	7494	7520	7547	7574	7601	7628	7654	7681	7708	7711	7714	7717	7720	7723	7726	7729	7732	7735	7738
8220	14348	14446	14545	14643	14741	14840	14938	15036	15134	15233	15331	15455	15579	15704	15828	15952	16076	16200	16325	16449	16573	16561	16550	16538	16526	16515	16503	16491	16479	16468	16456
8310	15284	15795	16306	16817	17328	17839	18349	18860	19371	19882	20393	21016	21640	22263	22887	23510	24133	24757	25380	26004	26627	26890	27153	27416	27679	27942	28204	28467	28730	28993	29256
8320	7750	7893	8036	8179	8322	8465	8607	8750	8893	9036	9179	9416	9654	9891	10129	10366	10603	10841	11078	11316	11553	11583	11614	11644	11674	11705	11735	11765	11795	11826	11856
8405	2418	2576	2735	2893	3051	3210	3368	3526	3684	3843	4001	4663	5325	5986	6648	7310	7972	8634	9295	9957	10619	11141	11663	12185	12707	13230	13752	14274	14796	15318	15840
8406	896	950	1003	1057	1111	1165	1218	1272	1326	1379	1433	1431	1429	1427	1425	1424	1422	1420	1418	1416	1414	1443	1473	1502	1532	1561	1590	1620	1649	1679	1708
8500	5696	5847	5999	6150	6302	6453	6604	6756	6907	7059	7210	7721	8232	8743	9254	9766	10277	10788	11299	11810	12321	12911	13501	14091	14681	15271	15860	16450	17040	17630	18220
8600	5352	5537	5722	5907	6092	6278	6463	6648	6833	7018	7203	7897	8591	9285	9979	10673	11366	12060	12754	13448	14142	14428	14714	15001	15287	15573	15859	16145	16432	16718	17004
8905	3164	3401	3638	3875	4112	4349	4585	4822	5059	5296	5533	5779	6025	6272	6518	6764	7010	7256	7503	7749	7995	8161	8328	8494	8661	8827	8993	9160	9326	9493	9659
8906	5000	5159	5319	5478	5637	5797	5956	6115	6274	6434	6593	6711	6828	6946	7063	7181	7298	7416	7533	7651	7768	7827	7885	7944	8002	8061	8120	8178	8237	8295	8354
8910	6024	6301	6577	6854	7130	7407	7683	7960	8236	8513	8789	9185	9581	9977	10373	10769	11165	11561	11957	12353	12749	12900	13051	13201	13352	13503	13654	13805	13955	14106	14257
8925	5390	5615	5841	6066	6292	6517	6742	6968	7193	7419	7644	7994	8345	8695	9046	9396	9746	10097	10447	10798	11148	11393	11638	11882	12127	12372	12617	12862	13106	13351	13596
8926	6541	6776	7011	7245	7480	7715	7950	8185	8419	8654	8889	9200	9512	9823	10134	10446	10757	11068	11379	11691	12002	12119	12236	12353	12470	12587	12704	12821	12938	13055	13172
8927	2276	2415	2555	2694	2834	2973	3112	3252	3391	3531	3670	3777	3884	3992	4099	4206	4313	4420	4528	4635	4742	4820	4897	4975	5052	5130	5207	5285	5362	5440	5517
8935	5058	5179	5300	5421	5542	5664	5785	5906	6027	6148	6269	6553	6836	7120	7403	7687	7971	8254	8538	8821	9105	9362	9619	9876	10133	10391	10648	10905	11162	11419	11676
8936	6137	6488	6839	7191	7542	7893	8244	8595	8947	9298	9649	10155	10660	11166	11672	12178	12683	13189	13695	14200	14706	14860	15014	15169	15323	15477	15631	15785	15940	16094	16248
8937	5046	5252	5457	5663	5869	6075	6280	6486	6692	6897	7103	7316	7529	7742	7955	8168	8380	8593	8806	9019	9232	9379	9527	9674	9821	9969	10116	10263	10410	10558	10705
9002	17020	17175	17330	17484	17639	17794	17949	18104	18258	18413	18568	18888	19207	19527	19846	20166	20486	20805	21125	21444	21764	21941	22118	22296	22473	22650	22827	23004	23182	23359	23536
9004	8108	8390	8673	8955	9238	9520	9802	10085	10367	10650	10932	11290	11647	12005	12363	12721	13078	13436	13794	14151	14509	14810	15110	15411	15711	16012	16313	16613	16914	17214	17515
9005	2126	2259	2392	2524	2657	2790	2923	3056	3188	3321	3454	3570	3686	3802	3918	4034	4149	4265	4381	4497	4613	4720	4827	4934	5041	5148	5255	5362	5469	5576	5683
9006	3470	3747	4023	4300	4577	4854	5130	5407	5684	5960	6237	6487	6737	6987	7237	7487	7737	7987	8237	8487	8737	8854	8971	9088	9205	9322	9439	9556	9673	9790	9907
9009	2815	2888	2962	3035	3109	3182	3255	3329	3402	3476	3549	3617	3685	3752	3820	3888	3956	4024	4091	4159	4227	4291	4355	4419	4483	4547	4610	4674	4738	4802	4866
9011	4022	4162	4302	4443	4583	4723	4863	5003	5144	5284	5424	5572	5720	5867	6015	6163	6311	6459	6606	6754	6902	7036	7170	7304	7438	7572	7705	7839	7973	8107	8241
9015	6599	6947	7294	7642	7990	8338	8685	9033	9381	9728	10076	10350	10624	10898	11172	11446	11720	11994	12268	12542	12816	12920	13025	13129	13234	13338	13442	13547	13651	13756	13860
9016	5089	5363	5638	5912	6187	6461	6735	7010	7284	7559	7833	8099	8365	8631	8897	9163	9429	9695	9961	10227	10493	10591	10690	10788	10887	10985	11083	11182	11280	11379	11477
9017	2323	2380	2436	2493	2549	2606	2663	2719	2776	2832	2889	2916	2943	2969	2996	3023	3050	3077	3103	3130	3157	3151	3146	3140	3135	3129	3123	3118	3112	3107	3101
9018	2954	3469	3984	4499	5014	5530	6045	6560	7075	7590	8105	8722	9339	9956	10573	11190	11806	12423	13040	13657	14274	14252	14231	14209	14188	14166	14144	14123	14101	14080	14058
9019	7331	7588	7845	8102	8359	8616	8872	9129	9386	9643	9900	10247	10594	10941	11288	11635	11981	12328	12675	13022	13369	13606	13842	14079	14315	14552	14788	15025	15261	15498	15734
9020	5666	5941	6216	6491	6766	7041	7316	7591	7866	8141	8416	8845	9274	9703	10132	10561	10990	11419	11848	12277	12706	12925	13143	13362	13580	13799	14018	14236	14455	14673	14892
9900	4929	4990	5051	5112	5173	5235	5296	5357	5418	5479	5540	5647	5755	5862	5970	6077	6184	6292	6399	6507	6614	6639	6664	6689	6714	6739	6763	6788	6813	6838	6863
9901	5794	5867	5939	6012	6084	6157	6230	6302	6375	6447	6520	6578	6637	6695	6754	6812	6870	6929	6987	7046	7104	7019	6934	6849	6764	6679	6594	6509	6424	6339	6254
9902	20209	20345	20480	20616	20751	20887	21023	21158	21294	21429	21565	21512	21460	21407	21354	21302	21249	21196	21143	21091	21038	20961	20883	20806	20728	20651	20574	20496	20419	20341	20264
9904	10977	10997	11016	11036	11055	11075	11095	11114	11134	11153	11173	11024	10875	10726	10577	10428	10279	10130	9981	9832	9683	9703	9722	9742	9761	9781	9801	9820	9840	9859	9879
9908	2394	2462	2529	2597	2664	2732	2799	2867	2934	3002	3069	3218	3366	3515	3664	3813	3961	4110	4259	4407	4556	4484	4412	4340	4268	4196	4124	4052	3980	3908	3836
9909	2475	2578	2681	2785	2888	2991	3094	3197	3301	3404	3507	3575	3643	3711	3779	3847	3915	3983	4051	4119	4187	4217	4247	4277	4307	4337	4366	4396	4426	4456	4486
9913	2969	3068	3168	3267	3366	3466	3565	3664	3763	3863	3962	4102	4242	4381	4521	4661	4801	4941	5080	5220	5360	5517	5674	5830	5987	6144	6301	6458	6614	6771	6928
9914	9139	9394	9648	9903	10157	10412	10666	10921	11175	11430	11684	11994	12304	12614	12924	13235	13545	13855	14165	14475	14785	14895	15005	15115	15225	15336	15446	15556	15666	15776	15886
9915	6929	7408	7886	8365	8844	9323	9801	10280	10759	11237	11716	11938	12160	12382	12604	12826	13048	13270	13492	13714	13936	13975	14014	14052	14091	14130	14169	14208	14246	14285	14324
9916	8345	8433	8521	8610	8698	8786	8874	8962	9051	9139	9227	9296	9364	9433	9502	9571	9639	9708	9777	9845	9914	10006	10097	10189	10280	10372	10464	10555	10647	10738	10830
