51921	661	458
51922	1714	1800
51923	822	1145
51924	481	713
51925	7285	9281
51926	949	2016
51927	141	537
51928	1691	2015
52003	177	438
52004	1148	1201
52005	726	701
52006	336	413
52007	1057	861
52104	539	798
52105	893	913
52107	871	938
52108	1991	1725
52112	294	447
52113	294	413
52114	269	568
52115	296	818
52118	147	816
52203	2165	1901
52204	2130	1986
52206	456	571
52207	450	441
52208	1760	1920
52209	2130	2653
52301	488	611
52302	823	505
52401	1986	2088
52402	2107	1660
52502	833	1217
52503	1098	629
52504	585	720
52603	208	351
52604	895	1707
52605	1117	1269
52606	367	491
52607	483	726
52701	266	263
52705	217	429
52706	453	539
52707	44	144
52708	54	265
52709	98	116
52803	4111	4238
52804	793	1537
52805	1641	1433
52806	409	326
52903	3131	2802
52904	585	685
52905	1623	1940
52906	236	302
53101	290	181
53102	692	1567
53201	669	453
53202	261	360
53301	2813	3367
53302	734	797
53400	464	1147
53504	2350	2479
53505	355	235
53506	413	554
53507	1397	1150
53508	890	863
53509	3945	2595
990100	0	158
53602	596	788
53603	309	478
53604	580	574
53700	617	551
53801	417	314
53802	948	1018
53803	562	543
60200	13558	9825
60300	960	828
60400	650	529
60500	1651	1376
60600	1227	946
60700	1915	1895
60800	1004	659
60903	250	316
60904	558	764
60905	1082	1071
60906	1289	1333
61001	491	547
61002	3430	3225
61100	4422	5111
61200	1132	1145
61300	1341	1301
61400	6222	7989
61500	7022	8264
61601	12407	10195
61602	4023	3530
61700	4071	2552
61800	670	611
61900	1584	1354
62000	630	443
62300	308	282
62400	970	740
62500	1271	875
62600	18373	15608
62801	1813	2158
62802	816	744
62900	1637	1585
63000	2253	1850
63100	1183	946
63200	714	663
63300	1183	997
63400	1431	1611
63501	1185	1101
63502	294	443
70100	1150	538
70203	311	292
70204	166	122
70205	786	583
70206	328	333
70207	1974	2066
70307	308	707
70308	665	629
70309	1100	1524
70310	713	1962
70311	273	422
70312	290	946
70313	720	862
70314	145	222
70315	322	350
70316	4	685
70401	678	741
70403	471	670
70404	256	636
70703	2088	1956
71100	405	520
71205	515	674
71206	3239	4054
71207	2653	2821
71208	1285	1699
