faz_id	multifamily_households_2000	multifamily_households_2010	multifamily_households_2020	multifamily_households_2025	multifamily_households_2030	multifamily_households_2035	multifamily_households_2040
7525.0	803.0	1069.0	1192.0	1334.0	1647.0	2580.0	3637.0
7436.0	37.0	44.0	44.0	44.0	43.0	44.0	44.0
9019.0	22.0	64.0	23.0	57.0	115.0	212.0	351.0
7026.0	109.0	179.0	182.0	182.0	183.0	182.0	183.0
7205.0	1410.0	1460.0	1617.0	1744.0	1967.0	2351.0	2814.0
7515.0	334.0	614.0	776.0	840.0	900.0	1032.0	1290.0
7320.0	847.0	1774.0	1997.0	2073.0	2141.0	2506.0	3336.0
7206.0	3347.0	3671.0	4006.0	4119.0	4290.0	4608.0	5019.0
7315.0	341.0	519.0	614.0	690.0	831.0	1354.0	2335.0
7435.0	32.0	38.0	38.0	38.0	38.0	38.0	38.0
7316.0	399.0	573.0	601.0	635.0	676.0	761.0	909.0
7025.0	3143.0	3029.0	4187.0	4410.0	4579.0	4818.0	4979.0
7415.0	64.0	84.0	139.0	174.0	252.0	358.0	380.0
7100.0	1485.0	1842.0	5636.0	6596.0	7493.0	8042.0	9701.0
7015.0	1682.0	2068.0	2365.0	2430.0	2525.0	2760.0	3031.0
9908.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6410.0	2933.0	3957.0	5214.0	6409.0	8754.0	12186.0	14778.0
6420.0	2675.0	3473.0	4528.0	5538.0	7266.0	10222.0	12369.0
5535.0	2199.0	2764.0	3107.0	3363.0	3946.0	5397.0	8149.0
5600.0	2034.0	2435.0	2720.0	2810.0	3023.0	3468.0	3883.0
5546.0	1036.0	1360.0	1552.0	1764.0	1975.0	2451.0	2858.0
4706.0	17.0	211.0	208.0	207.0	210.0	211.0	211.0
6605.0	84.0	162.0	162.0	160.0	163.0	164.0	273.0
6910.0	70.0	92.0	90.0	92.0	90.0	92.0	92.0
6606.0	66.0	90.0	97.0	87.0	99.0	105.0	114.0
9909.0	14.0	22.0	22.0	22.0	24.0	104.0	897.0
9011.0	199.0	496.0	989.0	1030.0	1082.0	1147.0	1336.0
5525.0	1756.0	2128.0	2389.0	2526.0	2672.0	2895.0	3384.0
5515.0	2055.0	2812.0	3087.0	3170.0	3260.0	3381.0	3489.0
6326.0	4408.0	5221.0	5634.0	5529.0	5647.0	5951.0	6315.0
9914.0	13.0	91.0	96.0	98.0	105.0	108.0	114.0
5545.0	432.0	618.0	698.0	716.0	734.0	762.0	910.0
6223.0	4558.0	5537.0	6169.0	6420.0	6773.0	7171.0	7237.0
5306.0	4485.0	4901.0	5503.0	5588.0	5716.0	5924.0	6012.0
6325.0	3209.0	4033.0	4424.0	4529.0	4682.0	4749.0	4759.0
9009.0	24.0	25.0	25.0	25.0	25.0	25.0	25.0
9006.0	10.0	11.0	10.0	10.0	10.0	11.0	11.0
6225.0	5212.0	6232.0	6909.0	7411.0	7914.0	8361.0	8418.0
9018.0	384.0	502.0	1960.0	2151.0	2279.0	2403.0	2677.0
5425.0	7154.0	8372.0	9075.0	9264.0	9551.0	10205.0	10747.0
5305.0	4474.0	4987.0	5508.0	5642.0	5760.0	5930.0	5892.0
5426.0	1071.0	2562.0	2780.0	2803.0	2855.0	2896.0	3347.0
6226.0	2597.0	3430.0	3938.0	4129.0	4294.0	4309.0	4307.0
6126.0	766.0	1004.0	1104.0	1117.0	1134.0	1171.0	1169.0
6224.0	3572.0	4264.0	4714.0	4838.0	4897.0	4889.0	4841.0
6216.0	1169.0	1522.0	1664.0	1696.0	1730.0	1726.0	1726.0
6316.0	7069.0	8674.0	9563.0	9796.0	9949.0	9990.0	9733.0
6215.0	7261.0	7519.0	8431.0	8713.0	9048.0	9091.0	9073.0
5100.0	11.0	10.0	11.0	11.0	11.0	11.0	11.0
6213.0	5757.0	6324.0	7003.0	7190.0	7388.0	7446.0	7411.0
9005.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6124.0	8604.0	9220.0	10296.0	10401.0	10518.0	10552.0	10556.0
6125.0	3341.0	3648.0	4059.0	4112.0	4168.0	4193.0	4193.0
6214.0	89.0	89.0	89.0	88.0	89.0	89.0	89.0
5415.0	1803.0	2220.0	2473.0	2171.0	2311.0	2855.0	3846.0
5205.0	3629.0	3711.0	3921.0	4135.0	4419.0	4710.0	5202.0
9916.0	132.0	135.0	954.0	1085.0	1229.0	1416.0	1799.0
9913.0	90.0	269.0	490.0	525.0	535.0	549.0	579.0
9915.0	248.0	326.0	1761.0	1905.0	2061.0	2320.0	3134.0
4606.0	313.0	436.0	500.0	530.0	555.0	628.0	762.0
6115.0	4779.0	5303.0	6069.0	6186.0	6254.0	6272.0	6264.0
4820.0	1499.0	1555.0	1726.0	1766.0	1796.0	1828.0	1835.0
9017.0	45.0	45.0	47.0	46.0	47.0	46.0	47.0
6123.0	5795.0	8783.0	10753.0	11602.0	12425.0	12409.0	12344.0
6114.0	7358.0	9315.0	10500.0	10906.0	11335.0	11711.0	11776.0
4607.0	122.0	1522.0	1708.0	1775.0	1822.0	1908.0	2007.0
6505.0	210.0	549.0	547.0	546.0	548.0	550.0	550.0
5020.0	3427.0	3750.0	3861.0	4039.0	4352.0	4926.0	5445.0
6113.0	18183.0	20936.0	25681.0	27128.0	27428.0	27801.0	28234.0
5010.0	4775.0	4914.0	5271.0	5340.0	5426.0	5550.0	6043.0
6020.0	6363.0	10600.0	13249.0	14654.0	15635.0	16023.0	16103.0
4900.0	1479.0	4447.0	5924.0	7942.0	9802.0	12797.0	16051.0
6010.0	4174.0	6238.0	8189.0	9161.0	9507.0	9824.0	10350.0
4400.0	1597.0	1738.0	1911.0	1938.0	1953.0	1777.0	1901.0
9900.0	470.0	435.0	1192.0	1310.0	1379.0	1441.0	1649.0
9904.0	897.0	1045.0	1111.0	1128.0	1157.0	1229.0	1723.0
9902.0	1407.0	1523.0	4415.0	4441.0	4479.0	4614.0	5058.0
4810.0	1517.0	1682.0	1970.0	2024.0	2083.0	2145.0	2276.0
5720.0	5868.0	7184.0	8267.0	8579.0	8740.0	8852.0	8774.0
9901.0	75.0	126.0	138.0	145.0	162.0	241.0	533.0
5826.0	949.0	1455.0	1853.0	1970.0	2007.0	2226.0	2273.0
5825.0	627.0	812.0	1334.0	1476.0	1546.0	1544.0	1519.0
5925.0	2872.0	3775.0	4328.0	4602.0	5024.0	5597.0	5726.0
9015.0	53.0	56.0	56.0	54.0	55.0	56.0	57.0
4506.0	2055.0	2361.0	2712.0	2819.0	2988.0	3345.0	3814.0
4605.0	2571.0	3624.0	3841.0	3895.0	3964.0	4078.0	4307.0
9002.0	667.0	874.0	4096.0	4210.0	4344.0	4555.0	5756.0
4226.0	834.0	1080.0	1190.0	1219.0	1231.0	1251.0	1357.0
4505.0	74.0	205.0	234.0	236.0	245.0	260.0	349.0
4225.0	1422.0	2181.0	2251.0	2307.0	2400.0	2519.0	2931.0
5716.0	3239.0	4054.0	4454.0	4595.0	4793.0	5403.0	5609.0
5916.0	2378.0	3762.0	4207.0	4467.0	4795.0	5418.0	5676.0
4300.0	2225.0	2295.0	2541.0	2592.0	2665.0	2805.0	2966.0
5815.0	628.0	790.0	845.0	900.0	992.0	1195.0	1255.0
9004.0	42.0	45.0	45.0	50.0	69.0	110.0	259.0
5715.0	751.0	1039.0	1131.0	1155.0	1166.0	1178.0	1178.0
3330.0	43.0	65.0	72.0	73.0	71.0	71.0	71.0
6506.0	565.0	683.0	727.0	753.0	779.0	812.0	968.0
5915.0	1300.0	1504.0	1704.0	1784.0	1914.0	2091.0	2188.0
3905.0	1440.0	1503.0	1643.0	1653.0	1712.0	1813.0	1974.0
4130.0	2875.0	4335.0	4860.0	4984.0	5052.0	5212.0	5334.0
6930.0	133.0	375.0	383.0	382.0	383.0	385.0	386.0
3825.0	2339.0	2627.0	2938.0	3039.0	3223.0	3478.0	4108.0
4120.0	3265.0	3458.0	3758.0	3816.0	3904.0	4207.0	4586.0
3816.0	2728.0	3024.0	3981.0	4271.0	4503.0	4893.0	5375.0
4210.0	1715.0	2087.0	2211.0	2255.0	2347.0	2456.0	2712.0
9016.0	9.0	9.0	9.0	9.0	9.0	19.0	96.0
4005.0	788.0	1114.0	1286.0	1299.0	1451.0	1671.0	2484.0
4230.0	31.0	49.0	54.0	53.0	54.0	61.0	95.0
3815.0	2524.0	2941.0	3222.0	3263.0	3303.0	3380.0	3457.0
3705.0	6003.0	6221.0	7066.0	7304.0	7516.0	8056.0	9489.0
3900.0	1855.0	1848.0	2058.0	2119.0	2447.0	2668.0	2783.0
4110.0	3286.0	3435.0	3675.0	3720.0	4059.0	4426.0	5699.0
3416.0	2107.0	2739.0	3000.0	3031.0	3120.0	3295.0	3666.0
3413.0	21.0	120.0	174.0	184.0	183.0	186.0	265.0
3706.0	1119.0	1286.0	1366.0	1375.0	1384.0	1387.0	1388.0
3600.0	4869.0	5205.0	5620.0	5718.0	5993.0	6390.0	7333.0
3415.0	1753.0	2128.0	2228.0	2235.0	2295.0	2405.0	3520.0
3320.0	202.0	394.0	427.0	423.0	421.0	426.0	427.0
3505.0	8919.0	9229.0	9835.0	9903.0	10004.0	10473.0	11263.0
3414.0	2179.0	2365.0	2636.0	2677.0	2727.0	2733.0	2919.0
6900.0	181.0	275.0	300.0	303.0	310.0	310.0	382.0
2940.0	17.0	25.0	25.0	24.0	25.0	24.0	24.0
2216.0	221.0	400.0	405.0	401.0	399.0	404.0	405.0
3046.0	4879.0	5194.0	5566.0	5614.0	5703.0	5942.0	6380.0
2225.0	676.0	880.0	881.0	871.0	871.0	865.0	866.0
3426.0	684.0	714.0	784.0	791.0	801.0	848.0	974.0
3427.0	544.0	960.0	989.0	983.0	994.0	996.0	1136.0
3045.0	3846.0	4051.0	4482.0	4593.0	4698.0	4815.0	5053.0
3310.0	120.0	159.0	163.0	165.0	443.0	894.0	1794.0
3030.0	590.0	1276.0	1476.0	1498.0	1532.0	1601.0	1878.0
3130.0	3858.0	4155.0	4471.0	4541.0	4619.0	4788.0	5502.0
3010.0	4649.0	4880.0	5758.0	5984.0	6219.0	6386.0	7005.0
3020.0	5430.0	5960.0	6595.0	6747.0	6982.0	7428.0	9390.0
3425.0	1256.0	1630.0	1710.0	1733.0	1755.0	1832.0	1997.0
2100.0	838.0	1082.0	1156.0	1170.0	1177.0	1184.0	1188.0
1606.0	1522.0	1596.0	1729.0	1752.0	1764.0	1775.0	1785.0
2215.0	1185.0	1491.0	1546.0	1564.0	1580.0	1609.0	1642.0
1720.0	2279.0	2513.0	2815.0	3000.0	3368.0	4402.0	4829.0
3120.0	4391.0	4828.0	5247.0	5323.0	5423.0	5626.0	6740.0
1900.0	115.0	436.0	507.0	506.0	506.0	507.0	508.0
3110.0	872.0	1038.0	1083.0	1095.0	1101.0	1103.0	1110.0
3200.0	1035.0	1143.0	1220.0	1247.0	1282.0	1355.0	1466.0
1605.0	3437.0	3604.0	3741.0	3757.0	3796.0	3831.0	3880.0
2000.0	1407.0	2043.0	2092.0	2113.0	2120.0	2140.0	2262.0
1820.0	3807.0	4252.0	4583.0	4631.0	4802.0	5101.0	4945.0
1200.0	1092.0	1528.0	1558.0	1557.0	1571.0	1632.0	1822.0
1710.0	1935.0	2706.0	3149.0	3441.0	3853.0	5289.0	6715.0
1810.0	1197.0	1494.0	1608.0	1663.0	1915.0	2609.0	3235.0
900.0	1289.0	1588.0	1611.0	1647.0	1679.0	1861.0	2103.0
806.0	134.0	961.0	832.0	829.0	833.0	876.0	1116.0
1506.0	3333.0	3502.0	3719.0	3760.0	3808.0	3854.0	3854.0
1410.0	2507.0	2657.0	2844.0	2905.0	3076.0	3483.0	3668.0
1505.0	3461.0	3504.0	3850.0	3932.0	4021.0	4142.0	4359.0
1330.0	1412.0	1505.0	1660.0	1735.0	1772.0	1807.0	1859.0
1000.0	201.0	289.0	297.0	294.0	294.0	299.0	299.0
1320.0	933.0	1258.0	1422.0	1422.0	1418.0	1422.0	1429.0
1420.0	1191.0	1777.0	2215.0	2493.0	3170.0	5018.0	7811.0
1130.0	808.0	842.0	881.0	885.0	900.0	935.0	1177.0
1116.0	1579.0	1756.0	1949.0	1994.0	2080.0	2444.0	2771.0
1310.0	1154.0	1483.0	1572.0	1573.0	1578.0	1578.0	1580.0
805.0	179.0	319.0	334.0	388.0	427.0	577.0	791.0
1115.0	836.0	982.0	1001.0	1002.0	1006.0	1012.0	1028.0
205.0	2963.0	3174.0	3459.0	3472.0	3507.0	3551.0	3644.0
136.0	2326.0	2320.0	2521.0	2559.0	2577.0	2626.0	2674.0
1120.0	3302.0	4156.0	4341.0	4350.0	4388.0	4629.0	5011.0
705.0	135.0	279.0	386.0	415.0	282.0	362.0	482.0
120.0	1340.0	1401.0	1535.0	1560.0	1598.0	1620.0	1634.0
325.0	4330.0	5079.0	5148.0	5113.0	5148.0	5184.0	5283.0
135.0	655.0	885.0	915.0	914.0	916.0	932.0	942.0
706.0	168.0	302.0	316.0	316.0	315.0	317.0	318.0
206.0	2775.0	3115.0	3431.0	3438.0	3452.0	3499.0	3662.0
2910.0	19.0	19.0	18.0	19.0	18.0	19.0	18.0
315.0	1638.0	1910.0	2048.0	2026.0	2029.0	2045.0	2043.0
2935.0	107.0	18.0	18.0	18.0	18.0	18.0	18.0
605.0	661.0	1066.0	1192.0	1130.0	1121.0	1123.0	1102.0
606.0	1293.0	1638.0	1775.0	1778.0	1811.0	1859.0	1953.0
506.0	156.0	833.0	911.0	956.0	808.0	892.0	1012.0
110.0	1083.0	1130.0	1222.0	1224.0	1249.0	1302.0	1573.0
505.0	321.0	1071.0	1226.0	1251.0	1298.0	1412.0	2178.0
2936.0	207.0	506.0	546.0	549.0	549.0	550.0	550.0
405.0	865.0	1289.0	1276.0	1249.0	1249.0	1259.0	1293.0
2926.0	95.0	161.0	161.0	159.0	162.0	163.0	164.0
2925.0	48.0	72.0	73.0	72.0	72.0	72.0	73.0
2927.0	62.0	237.0	267.0	265.0	265.0	267.0	308.0
