faz_id	population_2000	population_2010	population_2020	population_2025	population_2030	population_2035	population_2040
8935.0	9011.0	11478.0	12229.0	12849.0	13463.0	14696.0	16641.0
8927.0	4718.0	5314.0	5584.0	5791.0	6122.0	6589.0	7312.0
8926.0	11969.0	13469.0	14451.0	15373.0	16588.0	18235.0	20271.0
8936.0	14758.0	16378.0	17987.0	18782.0	19655.0	20438.0	21222.0
8500.0	12274.0	17591.0	18968.0	19904.0	20998.0	22733.0	25983.0
8406.0	1392.0	1592.0	1670.0	1842.0	2269.0	2792.0	3290.0
8320.0	11552.0	11646.0	12471.0	13037.0	13628.0	14423.0	17424.0
8925.0	11195.0	13608.0	15045.0	15955.0	17395.0	19059.0	22018.0
8937.0	9016.0	10278.0	13262.0	15358.0	17862.0	21108.0	25209.0
8405.0	10570.0	15262.0	16430.0	17581.0	19193.0	21795.0	24210.0
8310.0	26645.0	28552.0	31715.0	33065.0	34202.0	35614.0	37766.0
8910.0	12656.0	14076.0	15426.0	16856.0	18524.0	20353.0	22439.0
7905.0	15692.0	20909.0	24224.0	26631.0	28509.0	30190.0	33849.0
7606.0	1410.0	3391.0	4287.0	4772.0	5237.0	5671.0	6048.0
7805.0	15497.0	19765.0	21628.0	23454.0	25385.0	27211.0	28864.0
8220.0	16453.0	16414.0	18042.0	18773.0	19728.0	21520.0	22318.0
8000.0	11022.0	12593.0	14718.0	15250.0	15745.0	16201.0	16681.0
8906.0	7869.0	8438.0	8851.0	9261.0	9576.0	10137.0	10478.0
8210.0	7665.0	8450.0	10161.0	11490.0	13301.0	15615.0	15373.0
9020.0	12685.0	14879.0	17927.0	19578.0	21214.0	22744.0	24233.0
8125.0	15712.0	16710.0	19507.0	20188.0	20712.0	21487.0	22149.0
8126.0	11598.0	12130.0	14056.0	15014.0	16231.0	17914.0	18898.0
8905.0	8012.0	9489.0	9982.0	10325.0	10796.0	11328.0	11882.0
7806.0	3987.0	4459.0	5704.0	6737.0	7752.0	9075.0	10736.0
