commute_id	origin_district_id	destination_district_id	commute_trips
1001	1	1	43878
1002	1	2	10418
1003	1	3	25054
1004	1	4	5446
1005	1	5	3704
1006	1	6	5066
1007	1	7	609
1008	1	8	1152
1009	1	9	729
1010	1	10	2201
1011	1	11	1596
1012	1	12	1176
1013	1	13	796
1014	1	14	77
1015	1	15	217
1016	1	16	84
1017	1	17	140
1018	1	18	80
1019	1	19	7268
2001	2	1	23488
2002	2	2	109478
2003	2	3	46749
2004	2	4	24643
2005	2	5	21808
2006	2	6	20062
2007	2	7	3792
2008	2	8	5342
2009	2	9	3481
2010	2	10	7350
2011	2	11	5257
2012	2	12	3964
2013	2	13	2856
2014	2	14	242
2015	2	15	716
2016	2	16	421
2017	2	17	633
2018	2	18	397
2019	2	19	1966
3001	3	1	12358
3002	3	2	12359
3003	3	3	52426
3004	3	4	8394
3005	3	5	5529
3006	3	6	7895
3007	3	7	893
3008	3	8	1558
3009	3	9	940
3010	3	10	3144
3011	3	11	2560
3012	3	12	1630
3013	3	13	1172
3014	3	14	88
3015	3	15	167
3016	3	16	77
3017	3	17	100
3018	3	18	59
3019	3	19	1643
4001	4	1	2907
4002	4	2	8581
4003	4	3	10388
4004	4	4	34507
4005	4	5	14815
4006	4	6	19655
4007	4	7	2377
4008	4	8	3869
4009	4	9	2500
4010	4	10	6441
4011	4	11	4979
4012	4	12	3550
4013	4	13	2301
4014	4	14	191
4015	4	15	402
4016	4	16	215
4017	4	17	245
4018	4	18	109
4019	4	19	435
5001	5	1	1975
5002	5	2	7365
5003	5	3	6526
5004	5	4	15387
5005	5	5	62553
5006	5	6	31508
5007	5	7	9687
5008	5	8	10376
5009	5	9	6574
5010	5	10	9740
5011	5	11	7237
5012	5	12	5335
5013	5	13	3504
5014	5	14	291
5015	5	15	839
5016	5	16	501
5017	5	17	592
5018	5	18	338
5019	5	19	539
6001	6	1	649
6002	6	2	1612
6003	6	3	2220
6004	6	4	4990
6005	6	5	10727
6006	6	6	43475
6007	6	7	4229
6008	6	8	8919
6009	6	9	5410
6010	6	10	15392
6011	6	11	11785
6012	6	12	8591
6013	6	13	5344
6014	6	14	383
6015	6	15	912
6016	6	16	460
6017	6	17	469
6018	6	18	174
6019	6	19	274
7001	7	1	487
7002	7	2	989
7003	7	3	1061
7004	7	4	2293
7005	7	5	6114
7006	7	6	11695
7007	7	7	37867
7008	7	8	19504
7009	7	9	17518
7010	7	10	6834
7011	7	11	7128
7012	7	12	5737
7013	7	13	3933
7014	7	14	350
7015	7	15	1193
7016	7	16	1003
7017	7	17	883
7018	7	18	674
7019	7	19	363
8001	8	1	131
8002	8	2	295
8003	8	3	352
8004	8	4	706
8005	8	5	1757
8006	8	6	4667
8007	8	7	4595
8008	8	8	38183
8009	8	9	13345
8010	8	10	5169
8011	8	11	9417
8012	8	12	5945
8013	8	13	4026
8014	8	14	330
8015	8	15	898
8016	8	16	779
8017	8	17	633
8018	8	18	317
8019	8	19	165
9001	9	1	265
9002	9	2	425
9003	9	3	585
9004	9	4	866
9005	9	5	2038
9006	9	6	5350
9007	9	7	8095
9008	9	8	25675
9009	9	9	90666
9010	9	10	5234
9011	9	11	8769
9012	9	12	7677
9013	9	13	9415
9014	9	14	1709
9015	9	15	7055
9016	9	16	6134
9017	9	17	4426
9018	9	18	2750
9019	9	19	381
10001	10	1	362
10002	10	2	625
10003	10	3	984
10004	10	4	1680
10005	10	5	3345
10006	10	6	13632
10007	10	7	2169
10008	10	8	7013
10009	10	9	3985
10010	10	10	36443
10011	10	11	17472
10012	10	12	11048
10013	10	13	6506
10014	10	14	476
10015	10	15	1004
10016	10	16	345
10017	10	17	407
10018	10	18	155
10019	10	19	398
11001	11	1	33
11002	11	2	46
11003	11	3	59
11004	11	4	71
11005	11	5	120
11006	11	6	542
11007	11	7	128
11008	11	8	583
11009	11	9	439
11010	11	10	1134
11011	11	11	19560
11012	11	12	3812
11013	11	13	927
11014	11	14	46
11015	11	15	125
11016	11	16	38
11017	11	17	55
11018	11	18	22
11019	11	19	81
12001	12	1	98
12002	12	2	174
12003	12	3	270
12004	12	4	459
12005	12	5	963
12006	12	6	4140
12007	12	7	1221
12008	12	8	5331
12009	12	9	4103
12010	12	10	7288
12011	12	11	30150
12012	12	12	36895
12013	12	13	9498
12014	12	14	648
12015	12	15	1180
12016	12	16	421
12017	12	17	503
12018	12	18	204
12019	12	19	272
13001	13	1	179
13002	13	2	283
13003	13	3	527
13004	13	4	724
13005	13	5	1615
13006	13	6	5764
13007	13	7	1711
13008	13	8	8760
13009	13	9	8430
13010	13	10	9732
13011	13	11	24503
13012	13	12	19937
13013	13	13	55412
13014	13	14	2700
13015	13	15	5149
13016	13	16	1824
13017	13	17	2122
13018	13	18	684
13019	13	19	406
14001	14	1	42
14002	14	2	88
14003	14	3	153
14004	14	4	296
14005	14	5	687
14006	14	6	2205
