commute_id	origin_district_id	destination_district_id	commute_trips
14007	14	7	803
14008	14	8	3417
14009	14	9	5103
14010	14	10	3439
14011	14	11	8208
14012	14	12	6650
14013	14	13	9384
14014	14	14	7327
14015	14	15	6017
14016	14	16	1784
14017	14	17	2294
14018	14	18	691
14019	14	19	145
15001	15	1	211
15002	15	2	246
15003	15	3	449
15004	15	4	488
15005	15	5	1111
15006	15	6	2997
15007	15	7	1537
15008	15	8	6265
15009	15	9	11305
15010	15	10	4751
15011	15	11	9176
15012	15	12	7991
15013	15	13	11484
15014	15	14	3464
15015	15	15	42685
15016	15	16	7540
15017	15	17	16930
15018	15	18	4214
15019	15	19	547
16001	16	1	271
16002	16	2	338
16003	16	3	477
16004	16	4	576
16005	16	5	1036
16006	16	6	2730
16007	16	7	2535
16008	16	8	9845
16009	16	9	19904
16010	16	10	3219
16011	16	11	5364
16012	16	12	4995
16013	16	13	8156
16014	16	14	2093
16015	16	15	14959
16016	16	16	25870
16017	16	17	15705
16018	16	18	7414
16019	16	19	399
17001	17	1	30
17002	17	2	48
17003	17	3	49
17004	17	4	122
17005	17	5	220
17006	17	6	614
17007	17	7	461
17008	17	8	1903
17009	17	9	3801
17010	17	10	952
17011	17	11	2172
17012	17	12	1625
17013	17	13	2297
17014	17	14	675
17015	17	15	7109
17016	17	16	3100
17017	17	17	26344
17018	17	18	5291
17019	17	19	68
18001	18	1	326
18002	18	2	408
18003	18	3	419
18004	18	4	430
18005	18	5	941
18006	18	6	2226
18007	18	7	2147
18008	18	8	6701
18009	18	9	14073
18010	18	10	2501
18011	18	11	4150
18012	18	12	3614
18013	18	13	5483
18014	18	14	1442
18015	18	15	13497
18016	18	16	9483
18017	18	17	34574
18018	18	18	69141
18019	18	19	461
19001	19	1	10125
19002	19	2	4061
19003	19	3	14106
19004	19	4	2819
19005	19	5	2180
19006	19	6	3281
19007	19	7	602
19008	19	8	1948
19009	19	9	1590
19010	19	10	4194
19011	19	11	23140
19012	19	12	6597
19013	19	13	3283
19014	19	14	691
19015	19	15	3317
19016	19	16	694
19017	19	17	1066
19018	19	18	337
19019	19	19	106058
