commute_id	origin_district_id	destination_district_id	commute_trips
6008	6	8	8249
6009	6	9	4932
6010	6	10	14651
6011	6	11	11007
6012	6	12	7914
6013	6	13	4934
6014	6	14	364
6015	6	15	836
6016	6	16	432
6017	6	17	415
6018	6	18	171
6019	6	19	262
7001	7	1	517
7002	7	2	990
7003	7	3	1069
7004	7	4	2215
7005	7	5	5344
7006	7	6	10949
7007	7	7	31122
7008	7	8	18286
7009	7	9	15987
7010	7	10	6597
7011	7	11	6916
7012	7	12	5599
7013	7	13	3737
7014	7	14	356
7015	7	15	1193
7016	7	16	1003
7017	7	17	886
7018	7	18	684
7019	7	19	381
8001	8	1	141
8002	8	2	300
8003	8	3	334
8004	8	4	691
8005	8	5	1540
8006	8	6	4352
8007	8	7	3855
8008	8	8	33458
8009	8	9	11965
8010	8	10	4729
8011	8	11	8074
8012	8	12	5241
8013	8	13	3654
8014	8	14	308
8015	8	15	806
8016	8	16	753
8017	8	17	563
8018	8	18	313
8019	8	19	169
9001	9	1	301
9002	9	2	455
9003	9	3	575
9004	9	4	887
9005	9	5	1843
9006	9	6	5164
9007	9	7	6421
9008	9	8	24018
9009	9	9	81127
9010	9	10	4983
9011	9	11	8404
9012	9	12	7235
9013	9	13	8378
9014	9	14	1651
9015	9	15	6273
9016	9	16	5843
9017	9	17	4077
9018	9	18	2663
9019	9	19	382
10001	10	1	392
10002	10	2	644
10003	10	3	959
10004	10	4	1641
10005	10	5	3078
10006	10	6	13095
10007	10	7	1933
10008	10	8	6754
10009	10	9	3795
10010	10	10	35908
10011	10	11	17224
10012	10	12	10715
10013	10	13	6343
10014	10	14	487
10015	10	15	964
10016	10	16	362
10017	10	17	420
10018	10	18	156
10019	10	19	429
11001	11	1	36
11002	11	2	52
11003	11	3	65
11004	11	4	73
11005	11	5	130
11006	11	6	504
11007	11	7	127
11008	11	8	546
11009	11	9	442
11010	11	10	1122
11011	11	11	18487
11012	11	12	3528
11013	11	13	908
11014	11	14	56
11015	11	15	106
11016	11	16	42
11017	11	17	55
11018	11	18	22
11019	11	19	80
12001	12	1	94
12002	12	2	191
12003	12	3	283
12004	12	4	482
12005	12	5	902
12006	12	6	4043
12007	12	7	1092
12008	12	8	5277
12009	12	9	4150
12010	12	10	7295
12011	12	11	30356
12012	12	12	36229
12013	12	13	9432
12014	12	14	669
12015	12	15	1154
12016	12	16	428
12017	12	17	497
12018	12	18	198
12019	12	19	285
13001	13	1	190
13002	13	2	310
13003	13	3	557
13004	13	4	795
13005	13	5	1518
13006	13	6	5963
13007	13	7	1479
13008	13	8	8950
13009	13	9	8640
13010	13	10	10009
13011	13	11	23917
13012	13	12	19609
13013	13	13	54726
13014	13	14	2879
13015	13	15	5051
13016	13	16	1912
13017	13	17	2080
13018	13	18	711
13019	13	19	465
14001	14	1	40
14002	14	2	75
14003	14	3	104
14004	14	4	252
14005	14	5	463
14006	14	6	1812
14007	14	7	593
14008	14	8	2893
14009	14	9	4285
14010	14	10	2924
14011	14	11	5939
14012	14	12	5083
14013	14	13	7643
14014	14	14	6093
14015	14	15	4994
14016	14	16	1668
14017	14	17	1941
14018	14	18	627
14019	14	19	128
15001	15	1	238
15002	15	2	266
15003	15	3	396
15004	15	4	495
15005	15	5	883
15006	15	6	2716
15007	15	7	1160
15008	15	8	5921
15009	15	9	10550
15010	15	10	4338
15011	15	11	8445
15012	15	12	7111
15013	15	13	10321
15014	15	14	3291
15015	15	15	37714
15016	15	16	7087
15017	15	17	15105
15018	15	18	4056
15019	15	19	532
16001	16	1	303
16002	16	2	373
16003	16	3	501
16004	16	4	576
16005	16	5	945
16006	16	6	2603
16007	16	7	2052
16008	16	8	9059
16009	16	9	17754
16010	16	10	3056
16011	16	11	4962
16012	16	12	4538
16013	16	13	7006
16014	16	14	1996
16015	16	15	13002
16016	16	16	23159
16017	16	17	13805
16018	16	18	6956
16019	16	19	427
17001	17	1	32
17002	17	2	49
17003	17	3	39
17004	17	4	114
17005	17	5	170
17006	17	6	611
17007	17	7	359
17008	17	8	1716
17009	17	9	3456
17010	17	10	910
17011	17	11	1994
17012	17	12	1527
17013	17	13	1983
17014	17	14	645
17015	17	15	6412
17016	17	16	2974
17017	17	17	22221
17018	17	18	4894
17019	17	19	60
18001	18	1	363
18002	18	2	455
18003	18	3	476
18004	18	4	498
18005	18	5	857
18006	18	6	2013
18007	18	7	1682
18008	18	8	5836
18009	18	9	12190
18010	18	10	2245
18011	18	11	3737
18012	18	12	3169
18013	18	13	4682
18014	18	14	1289
18015	18	15	11180
18016	18	16	8406
18017	18	17	26125
18018	18	18	56271
18019	18	19	513
19001	19	1	8934
19002	19	2	3523
19003	19	3	10882
19004	19	4	2532
19005	19	5	1803
19006	19	6	2826
19007	19	7	487
19008	19	8	1571
19009	19	9	1450
19010	19	10	3666
19011	19	11	18369
19012	19	12	5403
19013	19	13	2578
19014	19	14	627
19015	19	15	2736
19016	19	16	647
19017	19	17	921
19018	19	18	341
19019	19	19	95170
