commute_id	origin_district_id	destination_district_id	commute_trips
1001	1	1	42798
1002	1	2	10026
1003	1	3	22732
1004	1	4	5361
1005	1	5	3582
1006	1	6	5023
1007	1	7	578
1008	1	8	1164
1009	1	9	733
1010	1	10	2200
1011	1	11	1617
1012	1	12	1191
1013	1	13	808
1014	1	14	79
1015	1	15	211
1016	1	16	86
1017	1	17	142
1018	1	18	90
1019	1	19	6829
2001	2	1	22610
2002	2	2	98356
2003	2	3	40654
2004	2	4	23352
2005	2	5	20185
2006	2	6	18775
2007	2	7	3379
2008	2	8	5259
2009	2	9	3496
2010	2	10	7203
2011	2	11	5319
2012	2	12	3945
2013	2	13	2816
2014	2	14	241
2015	2	15	732
2016	2	16	437
2017	2	17	652
2018	2	18	421
2019	2	19	1945
3001	3	1	12323
3002	3	2	12142
3003	3	3	47649
3004	3	4	8401
3005	3	5	5445
3006	3	6	7827
3007	3	7	851
3008	3	8	1535
3009	3	9	912
3010	3	10	3182
3011	3	11	2595
3012	3	12	1642
3013	3	13	1132
3014	3	14	84
3015	3	15	160
3016	3	16	82
3017	3	17	97
3018	3	18	55
3019	3	19	1608
4001	4	1	2850
4002	4	2	8023
4003	4	3	9319
4004	4	4	32483
4005	4	5	13739
4006	4	6	18159
4007	4	7	2067
4008	4	8	3784
4009	4	9	2351
4010	4	10	6170
4011	4	11	4984
4012	4	12	3488
4013	4	13	2169
4014	4	14	177
4015	4	15	388
4016	4	16	204
4017	4	17	228
4018	4	18	110
4019	4	19	422
5001	5	1	1973
5002	5	2	7111
5003	5	3	6090
5004	5	4	14647
5005	5	5	57985
5006	5	6	29262
5007	5	7	8394
5008	5	8	9903
5009	5	9	6275
5010	5	10	9489
5011	5	11	7166
5012	5	12	5230
5013	5	13	3322
5014	5	14	286
5015	5	15	805
5016	5	16	499
5017	5	17	607
5018	5	18	339
5019	5	19	550
6001	6	1	634
6002	6	2	1608
6003	6	3	2074
6004	6	4	4780
6005	6	5	10052
6006	6	6	40376
6007	6	7	3752
6008	6	8	8458
6009	6	9	5109
6010	6	10	14768
6011	6	11	11558
6012	6	12	8220
6013	6	13	5022
6014	6	14	349
6015	6	15	848
