commute_id	origin_district_id	destination_district_id	commute_trips
1001	1	1	37827
1002	1	2	9355
1003	1	3	19586
1004	1	4	4695
1005	1	5	2758
1006	1	6	4330
1007	1	7	413
1008	1	8	994
1009	1	9	665
1010	1	10	2028
1011	1	11	1389
1012	1	12	1080
1013	1	13	786
1014	1	14	86
1015	1	15	222
1016	1	16	93
1017	1	17	159
1018	1	18	103
1019	1	19	6116
2001	2	1	18684
2002	2	2	78007
2003	2	3	31861
2004	2	4	18679
2005	2	5	14139
2006	2	6	15180
2007	2	7	2280
2008	2	8	4170
2009	2	9	3167
2010	2	10	6211
2011	2	11	4434
2012	2	12	3423
2013	2	13	2642
2014	2	14	283
2015	2	15	805
2016	2	16	496
2017	2	17	739
2018	2	18	518
2019	2	19	1874
3001	3	1	11152
3002	3	2	11754
3003	3	3	41789
3004	3	4	7700
3005	3	5	4294
3006	3	6	6826
3007	3	7	688
3008	3	8	1283
3009	3	9	791
3010	3	10	3014
3011	3	11	2154
3012	3	12	1469
3013	3	13	1036
3014	3	14	101
3015	3	15	155
3016	3	16	83
3017	3	17	99
3018	3	18	60
3019	3	19	1508
4001	4	1	2643
4002	4	2	7484
4003	4	3	8284
4004	4	4	28664
4005	4	5	10896
4006	4	6	15665
4007	4	7	1583
4008	4	8	3346
4009	4	9	2058
4010	4	10	5722
4011	4	11	4312
4012	4	12	3191
4013	4	13	2040
4014	4	14	197
4015	4	15	371
4016	4	16	187
4017	4	17	244
4018	4	18	110
4019	4	19	420
5001	5	1	1930
5002	5	2	6827
5003	5	3	5707
5004	5	4	12999
5005	5	5	46062
5006	5	6	25963
5007	5	7	6353
5008	5	8	8635
5009	5	9	5526
5010	5	10	8848
5011	5	11	6236
5012	5	12	4778
5013	5	13	3121
5014	5	14	338
5015	5	15	766
5016	5	16	476
5017	5	17	647
5018	5	18	350
5019	5	19	587
6001	6	1	614
6002	6	2	1692
6003	6	3	2029
6004	6	4	4529
6005	6	5	8351
6006	6	6	36349
6007	6	7	3057
6008	6	8	7869
6009	6	9	4660
6010	6	10	13980
6011	6	11	9741
6012	6	12	7442
6013	6	13	4680
6014	6	14	384
6015	6	15	816
6016	6	16	416
6017	6	17	416
6018	6	18	160
6019	6	19	273
7001	7	1	517
7002	7	2	1026
7003	7	3	1106
7004	7	4	2021
7005	7	5	4620
7006	7	6	10157
7007	7	7	26032
7008	7	8	17106
7009	7	9	14695
7010	7	10	6291
7011	7	11	6208
7012	7	12	5109
7013	7	13	3498
7014	7	14	373
7015	7	15	1146
7016	7	16	933
7017	7	17	916
7018	7	18	710
7019	7	19	432
8001	8	1	153
8002	8	2	309
8003	8	3	337
8004	8	4	642
8005	8	5	1289
8006	8	6	4187
8007	8	7	3364
8008	8	8	31220
8009	8	9	11022
8010	8	10	4259
8011	8	11	6324
8012	8	12	4648
8013	8	13	3461
8014	8	14	318
8015	8	15	766
8016	8	16	697
8017	8	17	573
8018	8	18	321
8019	8	19	176
9001	9	1	311
9002	9	2	497
9003	9	3	586
9004	9	4	860
9005	9	5	1677
9006	9	6	4975
9007	9	7	5407
9008	9	8	22547
9009	9	9	76040
9010	9	10	4715
9011	9	11	7577
9012	9	12	6745
9013	9	13	7851
9014	9	14	1636
9015	9	15	5615
9016	9	16	5248
9017	9	17	4024
9018	9	18	2517
9019	9	19	401
10001	10	1	399
10002	10	2	691
10003	10	3	1013
10004	10	4	1595
10005	10	5	2785
10006	10	6	12672
10007	10	7	1695
10008	10	8	6514
10009	10	9	3679
10010	10	10	35271
10011	10	11	16218
10012	10	12	10461
10013	10	13	6224
10014	10	14	559
10015	10	15	939
10016	10	16	367
10017	10	17	423
10018	10	18	171
10019	10	19	470
11001	11	1	38
11002	11	2	52
11003	11	3	62
11004	11	4	81
11005	11	5	110
11006	11	6	445
11007	11	7	115
11008	11	8	497
11009	11	9	412
11010	11	10	967
11011	11	11	14345
11012	11	12	2905
11013	11	13	774
11014	11	14	53
11015	11	15	99
11016	11	16	44
11017	11	17	59
11018	11	18	23
11019	11	19	81
12001	12	1	88
12002	12	2	191
12003	12	3	287
12004	12	4	477
12005	12	5	838
12006	12	6	3876
12007	12	7	967
12008	12	8	5277
12009	12	9	4151
12010	12	10	7240
12011	12	11	27056
12012	12	12	34953
12013	12	13	9208
12014	12	14	739
12015	12	15	1097
12016	12	16	418
12017	12	17	490
12018	12	18	188
12019	12	19	294
13001	13	1	196
13002	13	2	331
13003	13	3	590
13004	13	4	766
13005	13	5	1335
13006	13	6	5976
13007	13	7	1338
13008	13	8	9050
13009	13	9	8755
13010	13	10	9862
13011	13	11	21311
13012	13	12	18917
13013	13	13	54440
13014	13	14	3168
13015	13	15	4940
13016	13	16	1917
13017	13	17	2065
13018	13	18	721
13019	13	19	506
14001	14	1	33
14002	14	2	74
14003	14	3	102
14004	14	4	187
