commute_id	origin_district_id	destination_district_id	commute_trips
14005	14	5	301
14006	14	6	1461
14007	14	7	406
14008	14	8	2414
14009	14	9	3767
14010	14	10	2414
14011	14	11	4521
14012	14	12	4255
14013	14	13	6711
14014	14	14	5624
14015	14	15	4284
14016	14	16	1485
14017	14	17	1759
14018	14	18	554
14019	14	19	107
15001	15	1	259
15002	15	2	307
15003	15	3	416
15004	15	4	464
15005	15	5	728
15006	15	6	2535
15007	15	7	929
15008	15	8	5501
15009	15	9	10211
15010	15	10	3953
15011	15	11	7250
15012	15	12	6596
15013	15	13	9815
15014	15	14	3389
15015	15	15	34437
15016	15	16	6576
15017	15	17	14196
15018	15	18	3784
15019	15	19	533
16001	16	1	352
16002	16	2	434
16003	16	3	551
16004	16	4	584
16005	16	5	862
16006	16	6	2460
16007	16	7	1653
16008	16	8	8221
16009	16	9	16482
16010	16	10	2873
16011	16	11	4304
16012	16	12	4127
16013	16	13	6569
16014	16	14	2055
16015	16	15	11562
16016	16	16	20925
16017	16	17	13029
16018	16	18	6492
16019	16	19	479
17001	17	1	39
17002	17	2	51
17003	17	3	56
17004	17	4	95
17005	17	5	131
17006	17	6	525
17007	17	7	288
17008	17	8	1512
17009	17	9	3213
17010	17	10	782
17011	17	11	1542
17012	17	12	1336
17013	17	13	1776
17014	17	14	656
17015	17	15	5603
17016	17	16	2628
17017	17	17	20144
17018	17	18	4332
17019	17	19	53
18001	18	1	436
18002	18	2	514
18003	18	3	556
18004	18	4	541
18005	18	5	767
18006	18	6	2004
18007	18	7	1369
18008	18	8	5165
18009	18	9	11337
18010	18	10	2161
18011	18	11	3070
18012	18	12	2855
18013	18	13	4358
18014	18	14	1316
18015	18	15	9666
18016	18	16	7386
18017	18	17	23312
18018	18	18	47818
18019	18	19	582
19001	19	1	7232
19002	19	2	2967
19003	19	3	8666
19004	19	4	2068
19005	19	5	1364
19006	19	6	2427
19007	19	7	387
19008	19	8	1274
19009	19	9	1389
19010	19	10	3397
19011	19	11	12841
19012	19	12	4484
19013	19	13	2260
19014	19	14	600
19015	19	15	2228
19016	19	16	537
19017	19	17	844
19018	19	18	328
19019	19	19	86408
