city_id	households_2000	households_2010	households_2020	households_2025	households_2030	households_2035	households_2040
1.0	814.0	950.0	1124.0	1158.0	1177.0	1177.0	1184.0
2.0	4343.0	6390.0	6909.0	7168.0	7637.0	8487.0	10795.0
3.0	20745.0	23179.0	27362.0	29142.0	30848.0	32797.0	36297.0
4.0	7977.0	9481.0	10780.0	11305.0	11786.0	12223.0	12430.0
5.0	112.0	107.0	111.0	114.0	115.0	114.0	115.0
6.0	48699.0	52661.0	57664.0	59461.0	61306.0	64904.0	69965.0
7.0	1449.0	2333.0	2603.0	2748.0	3899.0	5542.0	7783.0
8.0	3971.0	5993.0	7582.0	8508.0	9108.0	9672.0	10512.0
9.0	5553.0	6371.0	7394.0	7676.0	7945.0	8381.0	9050.0
10.0	14762.0	14803.0	19664.0	20382.0	20852.0	21619.0	22686.0
11.0	2179.0	2276.0	2509.0	2652.0	2770.0	2841.0	2959.0
12.0	1364.0	1562.0	1685.0	1803.0	1931.0	2059.0	2167.0
13.0	18737.0	18511.0	22011.0	22475.0	22794.0	23278.0	23755.0
14.0	254.0	261.0	275.0	294.0	342.0	383.0	417.0
15.0	604.0	670.0	703.0	720.0	747.0	789.0	822.0
16.0	1013.0	965.0	1108.0	1102.0	1111.0	1116.0	1124.0
17.0	4382.0	5412.0	5773.0	6048.0	6339.0	6627.0	6801.0
18.0	418.0	447.0	539.0	607.0	648.0	726.0	861.0
19.0	11790.0	11838.0	13336.0	13661.0	13982.0	14369.0	14939.0
20.0	932.0	2965.0	2957.0	3032.0	3092.0	3166.0	3391.0
21.0	1652.0	2231.0	2316.0	2422.0	2574.0	2718.0	3106.0
22.0	629.0	759.0	765.0	795.0	895.0	1011.0	1199.0
23.0	3426.0	3859.0	4284.0	4521.0	4701.0	4793.0	4882.0
24.0	16565.0	17119.0	19104.0	19292.0	19584.0	19962.0	20348.0
25.0	4488.0	4757.0	5237.0	5497.0	5832.0	6273.0	6793.0
26.0	36507.0	40286.0	47198.0	49249.0	52420.0	57320.0	62075.0
27.0	32304.0	32994.0	36970.0	38111.0	39397.0	40715.0	44880.0
28.0	2192.0	3582.0	3780.0	3850.0	3917.0	3996.0	4259.0
29.0	2532.0	2740.0	2894.0	2892.0	2909.0	2923.0	2927.0
30.0	2883.0	3424.0	3771.0	3972.0	4304.0	4872.0	5603.0
31.0	664.0	796.0	876.0	918.0	953.0	1049.0	1136.0
32.0	738.0	999.0	1185.0	1259.0	1371.0	1581.0	2145.0
33.0	203.0	214.0	249.0	253.0	254.0	255.0	255.0
34.0	73.0	77.0	85.0	86.0	90.0	92.0	93.0
35.0	7769.0	12417.0	13456.0	13867.0	14356.0	15136.0	16092.0
36.0	7050.0	8027.0	10526.0	11062.0	11725.0	12875.0	16116.0
37.0	39609.0	43797.0	50971.0	53056.0	54681.0	56178.0	60202.0
38.0	40444.0	45108.0	48493.0	50823.0	53935.0	57472.0	60064.0
39.0	32394.0	34643.0	39307.0	40223.0	41029.0	41788.0	42887.0
40.0	32384.0	37468.0	40238.0	42180.0	45044.0	48354.0	50515.0
41.0	5051.0	5003.0	5952.0	6011.0	6088.0	6144.0	6204.0
42.0	7360.0	9581.0	10987.0	11903.0	12723.0	13647.0	14619.0
43.0	23738.0	23935.0	26514.0	26869.0	27206.0	27522.0	28091.0
44.0	13265.0	14240.0	15420.0	15695.0	15996.0	16613.0	17779.0
45.0	4975.0	7033.0	7795.0	8122.0	8446.0	8889.0	9230.0
46.0	16863.0	21094.0	23958.0	25592.0	27623.0	30409.0	36777.0
47.0	1108.0	1066.0	1258.0	1269.0	1273.0	1274.0	1282.0
48.0	8442.0	9125.0	9471.0	9564.0	9630.0	9739.0	9790.0
49.0	5351.0	7044.0	7240.0	7357.0	7496.0	7714.0	8421.0
50.0	317.0	370.0	467.0	541.0	645.0	708.0	750.0
51.0	4186.0	5032.0	5757.0	6128.0	6437.0	6728.0	7136.0
52.0	7602.0	7775.0	11634.0	12660.0	13508.0	14202.0	16075.0
53.0	6727.0	7910.0	8211.0	8316.0	8414.0	8585.0	8795.0
54.0	3095.0	3894.0	4539.0	4792.0	5072.0	5242.0	5496.0
55.0	2606.0	2596.0	2890.0	2925.0	2949.0	2983.0	3009.0
56.0	2265.0	2328.0	2553.0	2617.0	2789.0	2978.0	3344.0
57.0	1271.0	1956.0	2063.0	2203.0	2283.0	2397.0	2604.0
58.0	2013.0	2263.0	2689.0	2866.0	2976.0	3075.0	3107.0
59.0	49461.0	57510.0	61925.0	64860.0	68884.0	74460.0	81471.0
60.0	3837.0	4498.0	7765.0	8264.0	8889.0	9744.0	11556.0
61.0	2877.0	3598.0	4622.0	5050.0	5654.0	6515.0	7889.0
62.0	13204.0	14832.0	18081.0	19082.0	20013.0	20967.0	22362.0
63.0	18983.0	21666.0	24263.0	25213.0	26127.0	27191.0	29109.0
64.0	30225.0	35960.0	40499.0	42330.0	44156.0	46376.0	50014.0
65.0	253.0	318.0	317.0	330.0	348.0	377.0	469.0
66.0	320.0	330.0	368.0	401.0	438.0	479.0	570.0
67.0	10987.0	15209.0	17096.0	18203.0	19293.0	20395.0	21996.0
68.0	9328.0	9238.0	10633.0	10960.0	11417.0	12080.0	13700.0
69.0	257968.0	281799.0	311028.0	318242.0	323858.0	330652.0	335383.0
70.0	20667.0	21578.0	25525.0	27286.0	30434.0	36622.0	42777.0
71.0	6563.0	7521.0	10722.0	12188.0	13440.0	14816.0	16379.0
72.0	124.0	132.0	179.0	216.0	257.0	299.0	351.0
73.0	3493.0	3711.0	4421.0	4615.0	4914.0	5385.0	5889.0
74.0	38701.0	45021.0	49364.0	52330.0	56739.0	62492.0	67924.0
75.0	1028.0	3197.0	3319.0	3345.0	3446.0	3607.0	3960.0
76.0	177.0	234.0	303.0	368.0	415.0	476.0	555.0
