city_id	population_2000	population_2010	population_2020	population_2025	population_2030	population_2035	population_2040
1.0	2413.0	2952.0	3340.0	3440.0	3487.0	3444.0	3361.0
2.0	11734.0	17149.0	17929.0	18592.0	19864.0	21570.0	25404.0
3.0	53818.0	61527.0	71004.0	76015.0	80582.0	84694.0	91041.0
4.0	20228.0	23040.0	26436.0	28089.0	29553.0	30623.0	30878.0
5.0	305.0	316.0	322.0	320.0	319.0	319.0	319.0
6.0	115961.0	127742.0	137550.0	141608.0	145404.0	151452.0	158505.0
7.0	4203.0	6788.0	7437.0	7872.0	10945.0	14822.0	19338.0
8.0	11606.0	16821.0	20594.0	23298.0	24939.0	26256.0	27568.0
9.0	13774.0	15973.0	18415.0	19259.0	19965.0	20880.0	21978.0
10.0	34202.0	33744.0	44053.0	46283.0	47747.0	49472.0	51364.0
11.0	6450.0	6597.0	7145.0	7628.0	7949.0	8130.0	8353.0
12.0	3613.0	3991.0	4310.0	4691.0	5111.0	5385.0	5553.0
13.0	46174.0	47018.0	55014.0	56197.0	56812.0	57519.0	57824.0
14.0	795.0	751.0	761.0	829.0	966.0	1080.0	1142.0
15.0	1669.0	1848.0	1919.0	1982.0	2033.0	2091.0	2123.0
16.0	2757.0	2762.0	3143.0	3114.0	3149.0	3159.0	3149.0
17.0	13470.0	16060.0	16656.0	17395.0	18153.0	18797.0	19031.0
18.0	1041.0	1079.0	1291.0	1486.0	1574.0	1788.0	2092.0
19.0	29294.0	30335.0	33768.0	34751.0	35514.0	36092.0	36846.0
20.0	2438.0	8184.0	7989.0	8291.0	8453.0	8567.0	9002.0
21.0	4827.0	6336.0	6497.0	6852.0	7279.0	7598.0	8378.0
22.0	1609.0	1980.0	1961.0	2020.0	2268.0	2509.0	2867.0
23.0	9115.0	10178.0	11357.0	12059.0	12553.0	12681.0	12763.0
24.0	38765.0	39189.0	43974.0	44563.0	45267.0	45839.0	46214.0
25.0	11719.0	11956.0	13099.0	13904.0	14830.0	15838.0	16802.0
26.0	89389.0	96894.0	110495.0	114977.0	120974.0	129023.0	136056.0
27.0	84859.0	86801.0	94430.0	97335.0	100273.0	102708.0	109082.0
28.0	4860.0	8847.0	9088.0	9255.0	9374.0	9443.0	9764.0
29.0	5999.0	6698.0	7117.0	7133.0	7160.0	7214.0	7170.0
30.0	6704.0	7737.0	8564.0	9233.0	10205.0	11611.0	13150.0
31.0	1702.0	1994.0	2168.0	2305.0	2415.0	2644.0	2838.0
32.0	2073.0	2581.0	2954.0	3153.0	3502.0	3947.0	4960.0
33.0	560.0	612.0	713.0	723.0	711.0	707.0	697.0
34.0	221.0	236.0	244.0	243.0	258.0	242.0	242.0
35.0	18383.0	30902.0	32963.0	34094.0	35338.0	37041.0	38615.0
36.0	18045.0	20713.0	27027.0	28439.0	29909.0	32036.0	37412.0
37.0	103184.0	118095.0	134748.0	140496.0	144177.0	146486.0	151768.0
38.0	116405.0	126408.0	134663.0	141881.0	150942.0	159903.0	164716.0
39.0	76249.0	80673.0	92088.0	94848.0	97007.0	98727.0	100256.0
40.0	89363.0	99950.0	106377.0	112234.0	120323.0	128280.0	132035.0
41.0	12986.0	12733.0	15284.0	15489.0	15704.0	15836.0	15874.0
42.0	21506.0	27642.0	30957.0	33751.0	35977.0	38084.0	39731.0
43.0	56460.0	57072.0	62613.0	63529.0	64403.0	64656.0	64871.0
44.0	32560.0	35283.0	37450.0	37998.0	38359.0	39211.0	40898.0
45.0	14692.0	20047.0	21907.0	22957.0	23869.0	24915.0	25537.0
46.0	47366.0	58538.0	65226.0	69956.0	75260.0	81770.0	93408.0
47.0	3018.0	3058.0	3573.0	3606.0	3598.0	3583.0	3586.0
48.0	21758.0	22906.0	23835.0	24128.0	24286.0	24548.0	24440.0
49.0	13834.0	18123.0	18461.0	18833.0	19245.0	19713.0	20902.0
50.0	851.0	1054.0	1314.0	1555.0	1870.0	2032.0	2095.0
51.0	11882.0	14394.0	16018.0	17113.0	17877.0	18411.0	19029.0
52.0	19210.0	18917.0	26383.0	28631.0	30511.0	31726.0	34651.0
53.0	17967.0	19939.0	20592.0	20900.0	21212.0	21547.0	21884.0
54.0	7829.0	10067.0	11812.0	12619.0	13458.0	13812.0	14298.0
55.0	6588.0	6538.0	7326.0	7447.0	7521.0	7611.0	7654.0
56.0	5932.0	6046.0	6574.0	6796.0	7249.0	7647.0	8307.0
57.0	3532.0	5751.0	5962.0	6361.0	6540.0	6723.0	6965.0
58.0	5511.0	6366.0	7362.0	7838.0	8162.0	8375.0	8330.0
59.0	139019.0	158988.0	168592.0	177756.0	188926.0	202427.0	216413.0
