city_id	population_2000	population_2010	population_2020	population_2025	population_2030	population_2035	population_2040
60.0	9574.0	11082.0	17595.0	19113.0	20768.0	22789.0	26412.0
61.0	6697.0	8118.0	10438.0	11676.0	13394.0	15437.0	18290.0
62.0	33782.0	36949.0	45049.0	47991.0	50493.0	52362.0	54222.0
63.0	44160.0	50881.0	56691.0	59340.0	61790.0	63872.0	66621.0
64.0	72227.0	89632.0	100400.0	105643.0	110280.0	114628.0	120790.0
65.0	805.0	930.0	910.0	934.0	982.0	1048.0	1247.0
66.0	718.0	751.0	843.0	947.0	1060.0	1171.0	1405.0
67.0	33212.0	44298.0	48541.0	51924.0	54983.0	57659.0	60777.0
68.0	23529.0	24985.0	27847.0	28532.0	29592.0	30557.0	32878.0
69.0	532764.0	583278.0	632105.0	645385.0	654831.0	663247.0	665455.0
70.0	51265.0	51832.0	60532.0	64298.0	70454.0	81444.0	91602.0
71.0	17347.0	18149.0	25449.0	29905.0	33341.0	36738.0	39754.0
72.0	318.0	321.0	458.0	568.0	680.0	782.0	904.0
73.0	8736.0	8910.0	10618.0	11307.0	12149.0	13372.0	14451.0
74.0	110583.0	126120.0	136880.0	146154.0	158778.0	173038.0	183856.0
75.0	2685.0	9588.0	9730.0	9789.0	10059.0	10375.0	11084.0
76.0	528.0	652.0	830.0	1052.0	1189.0	1366.0	1517.0
77.0	3747.0	5375.0	6021.0	6448.0	6885.0	7323.0	8303.0
78.0	6217.0	6058.0	6813.0	7114.0	7408.0	7465.0	7557.0
79.0	3192.0	3886.0	4388.0	4877.0	5407.0	6005.0	6683.0
80.0	8405.0	9867.0	10896.0	11553.0	12045.0	12669.0	13167.0
81.0	185004.0	191438.0	205958.0	210172.0	214978.0	222643.0	231622.0
82.0	17106.0	18575.0	23179.0	24091.0	25273.0	26344.0	27410.0
83.0	29455.0	30030.0	33442.0	34576.0	35510.0	36260.0	37080.0
84.0	399.0	498.0	590.0	652.0	729.0	759.0	774.0
85.0	10444.0	11439.0	14242.0	15603.0	16999.0	18718.0	19879.0
86.0	960.0	1070.0	1396.0	1402.0	1421.0	1424.0	1405.0
87.0	977.0	1017.0	1237.0	1229.0	1246.0	1235.0	1233.0
88.0	107306.0	125334.0	146318.0	155613.0	163093.0	169009.0	176373.0
89.0	47088.0	50292.0	74580.0	86031.0	94364.0	101551.0	109377.0
90.0	160498.0	201962.0	234890.0	262296.0	288159.0	312509.0	339996.0
91.0	140942.0	186715.0	211723.0	222466.0	232418.0	244370.0	261434.0
92.0	835.0	6807.0	6794.0	7530.0	8286.0	8961.0	9382.0
93.0	13124.0	16420.0	18451.0	19605.0	20596.0	21399.0	21991.0
94.0	4904.0	5386.0	6094.0	6486.0	6733.0	6918.0	7502.0
95.0	178.0	129.0	128.0	124.0	118.0	96.0	92.0
